cell,latitude,longitude,median.pi.avg,median.pi.sd,median.pi.skew,mean.pi.avg,mean.pi.sd,mean.pi.skew,sd.pi.avg,sd.pi.sd,hill.zero.avg,hill.zero.sd,hill.one.avg,hill.one.sd,hill.two.avg,hill.two.sd,shannon.avg,shannon.sd
144,6267904.49081485,-9049641.19729209,0.002179744197225305,0.0012525755738194927,1.429362900867171,0.0036720464535949936,0.0015584507846518587,0.9168655892563587,0.0043172022631508015,0.0023117168048594245,10,0,5.825625678071531,1.1852122468869086,4.695605066372394,1.2440827602749462,1.7400309591656697,0.21613715613034595
154,6282657.39124975,-6144188.43460894,0.0017044813368242192,0.0011304043705538276,1.8926173068748526,0.003640736528769076,0.0019298654409167877,1.0500192448427177,0.00511601536189638,0.003311975934303985,10,0,5.101607383252181,1.2880141564568086,4.015656360477829,1.2791145775232609,1.5951311861136404,0.26980748469706056
155,6116702.96688457,-5957545.37409161,0.003945529569324042,0.0021432341085405025,1.1005042053689986,0.0047586330947660925,0.0013046249248967994,0.1165032613236209,0.0040704729248849224,6.985469909840933e-4,10,0,6.735637753937428,0.9972526045568717,5.873789143237284,1.0437837106677403,1.8956526432645475,0.15690203477524114
173,6078729.29210153,-488703.009470791,0.0033594188829235185,0.001565176484977036,0.2061460116148458,0.003794731638762241,0.0010432997923945665,0.3446858261479093,0.003143275057576843,6.876027052499282e-4,10,0,6.902096854489109,1.0473380192790704,6.0626535616190536,1.0956610999599505,1.9193143408117366,0.16227964103770884
176,6270718.27910266,538404.05729083,8.299435047903359e-4,2.136422559451744e-4,4.449949741715099,0.0011790605942629496,3.1753532878904365e-4,0.7093308534944692,9.012299091225222e-4,4.209121682221507e-4,10,0,8.16342669066256,0.8815309485787648,6.801969466389811,1.4183953708959054,2.093972520501999,0.10614120152437147
177,6238254.04575119,769920.957027252,0.0017720756342672448,9.238937489400137e-4,1.5525479787370644,0.0029993112996035986,0.0012515448383344538,0.8544471122052731,0.0035608264530549135,0.0017292320297913374,10,0,5.736920283149255,1.2166001711577212,4.627256260331463,1.2614866456586404,1.7227841047712973,0.22523076565193648
178,6056236.1296289,1211298.41089778,0.0017152684291557626,0.001019041577604106,0.819236598501484,0.002484035572310628,8.367138320136365e-4,0.44016176892983394,0.002588835534816354,7.970405693290279e-4,10,0,5.9530707416752335,1.1356916047213472,5.021662565585872,1.1290027206601243,1.7642010058237008,0.20381921911528544
179,6057483.98430496,1300056.14010058,0.0035518179658018704,0.002236101291707268,0.9806997452075318,0.005385016417219361,0.001874861478113335,0.4134346078884301,0.005719920470753651,0.0020392967198020846,10,0,6.20186346591849,1.0077517642768856,5.014475506213067,1.1110812545078053,1.810985138571827,0.16930890420848707
180,6122490.97047132,1592756.9198697,0.0019879207531420546,0.0015333238321224212,1.3345384543238212,0.003982201032005874,0.0019063156599112157,0.6644252494972882,0.0053102805491475075,0.002605532105270365,10,0,4.901950865730337,1.2267616901335034,3.9860390797372163,1.1794079017289112,1.5552077018424524,0.27154912243564544
183,6288809.38709879,2547527.25746442,5.98086124401914e-4,0,NaN,5.98086124401914e-4,0,NaN,0,0,10,0,9.999999999999998,0,9.999999999999998,0,2.3025850929940455,0
186,6107335.185744,3539850.05533279,0.0027951754527093258,0.0025258170663693476,1.0485433433446367,0.003987710248155444,0.0014468224771554997,0.2889125644777418,0.0043108853326612444,8.173444640619706e-4,10,0,5.164389273629004,1.3212078258067257,4.631235392450742,1.3141095247977286,1.6063765852298275,0.2745235281162153
238,6021362.03111327,-15569412.1264057,5.756640554565842e-4,3.870848059390545e-4,-0.43040344499764616,6.101292676592506e-4,1.8465311511835328e-4,0.13489851489575796,5.79698676838626e-4,8.364673567426404e-5,10,0,NA,NA,NaN,NaN,NA,NA
248,5821478.7289384,-12694603.4063302,0.001933452330893867,0.0011693180655284188,1.4549771044021038,0.003413525171422024,0.0016511890893856527,1.1041072923894593,0.004246178634294767,0.0025007330669855033,10,0,5.489772058914003,1.1963368145120323,4.438874399651695,1.212184572776935,1.6768077332713645,0.235851694528188
249,6011268.58774718,-12366357.0809167,9.550149947704203e-4,0.0019203419824123974,6.362217662269459,0.003947663130485843,0.0023045278258806805,0.7336307184395564,0.006571113690436228,0.0027463135652108124,10,0,3.475131071640617,1.2603169627059443,2.9165323484164,1.3402383081963305,1.1832348053245765,0.354883531861972
250,5982248.43341328,-12054706.3957063,0.0017943683312612881,0.0012074289627481533,1.7765489583740337,0.003184887030568154,0.0013413845488869233,0.6918468421144965,0.0038469191988235395,0.0017822809209408015,10,0,5.426273497449763,1.1004639914344425,4.425246834185118,1.1036088330621947,1.6693787921516527,0.21380844467067822
251,5772033.97579074,-11798438.8353599,0.0012863734655491977,6.939851391677126e-4,1.1449347755031787,0.002164283538856696,9.665776896993499e-4,1.0072403895159543,0.002631965280404841,0.0015870131326720129,10,0,5.680792642857284,1.3006774886197023,4.6425885406741765,1.3336585171892497,1.7083663452176012,0.24699985673869093
252,5848113.17478617,-11394161.3211086,0.0027453185826651575,0.0016283363514202347,1.3857935978482214,0.00440578004275078,0.001740773684250976,0.7899773184445474,0.005063536180627363,0.002373441248750475,10,0,5.784397625068497,1.1800859308797453,4.7315681700338335,1.238640804266563,1.7325402721833563,0.21881717849329405
253,5900498.95027432,-11096308.1739741,0.003264243154826894,0.0020833198234073173,1.3760341784276624,0.0054278840517045426,0.0020946057582516423,0.6865666687853685,0.006288455971403645,0.0026565872940848825,10,0,5.680649441389301,1.1129806942433802,4.61415327086088,1.1574748180852603,1.7164640228527688,0.20785373804748034
254,5896173.96587185,-10944824.7139802,0.002490672202828277,0.0013845400813792313,1.3789945651187694,0.004151088449803177,0.0016758816569478236,0.7005050345020697,0.004880515988105946,0.0023806552720841315,10,0,5.730866389678316,1.1616378317407625,4.644085370396683,1.20992934247783,1.7236856075509241,0.21619872615571378
255,5846312.94330507,-10710941.970652,0.0022855518329268918,0.0011914686372852229,0.36890361566814245,0.0029172791692114587,8.844465473938622e-4,0.22674304796884467,0.002791310194907218,6.583121761143949e-4,10,0,6.18555939926872,1.1299017094737909,5.368613107652709,1.13546219591778,1.804213143581623,0.19450716923398248
256,5932367.58949604,-10318435.7825914,0.0034086865065133553,0.0018719312806526516,0.8196464295430848,0.005190815944224772,0.0019881013426962446,0.6321748406773292,0.005683330051330896,0.0026726761415946506,10,0,6.000643493669618,1.121354319617853,4.955848686705193,1.1876792603095663,1.7730134002589863,0.19909757290232202
257,5772668.19836847,-9906825.31104105,0.0019917597795586993,0.0017735329412199943,1.6622220708694921,0.003767916726695838,0.0015793010053817647,0.5319874724317409,0.004711804499913446,0.0014390253876272693,10,0,NA,NA,NaN,NaN,NA,NA
265,5895179.78523603,-7473055.37799244,0.004209231936700106,0.0012897835917151008,1.3081077878328253,0.004999816752808871,0.0011823331871105148,0.09809922314700638,0.0036854399555976657,8.565950997687035e-4,10,0,7.743587739246553,0.702078471451151,6.670289952514934,0.8625790052348581,2.042649662863389,0.09256033313420998
269,5992276.74438097,-6447695.67776616,0.0012249822510494305,0.0012156548983753986,0.8894331462322306,0.0018766343854038157,7.140178811792982e-4,0.1616962203842318,0.002164086235094363,4.218401110207301e-4,10,0,4.605571082280539,1.4833288117404746,4.302176558891385,1.3795298071477171,1.4644260007960124,0.3799074564955877
271,5872037.73342627,-5833116.66708005,0.005755401414975884,0.0021804735793456076,-1.1233604612841308,0.005094496834922369,0.00118843981793074,-0.08346159469625018,0.003692675712238297,5.560554301995871e-4,10,0,6.6332600331963665,1.4566955537651372,6.535243208988488,1.4329620043973206,1.8645105954122005,0.2455182856919988
