cell,latitude,longitude,median.pi.avg,median.pi.sd,median.pi.skew,mean.pi.avg,mean.pi.sd,mean.pi.skew,sd.pi.avg,sd.pi.sd,hill.zero.avg,hill.zero.sd,hill.one.avg,hill.one.sd,hill.two.avg,hill.two.sd,hill.three.avg,hill.three.sd,hill.four.avg,hill.four.sd,hill.five.avg,hill.five.sd,hill.six.avg,hill.six.sd,hill.seven.avg,hill.seven.sd,hill.eight.avg,hill.eight.sd,shannon.avg,shannon.sd
10232,4319265.46727934,-528551.843214411,0.0024650648057492996,0.001353571693773803,0.6529467589070976,0.0033073831480894874,0.0011204371140598906,0.19886565966962008,0.0032303979365719947,9.085875110196189e-4,10,0,6.2041306727988506,1.0376193336609332,5.281946417161985,1.0590914872881316,4.827295577767555,1.0346478324922972,4.556536747105828,1.0056127454160078,4.377014434951664,0.9793476173032029,4.249747725228627,0.9570764462286387,4.155296550349338,0.9386126141114022,4.0827850977981965,4.0827850977981965,1.8105305763532218,0.17544958939558133
10246,4391734.06763703,868894.653583016,0.001391383340963173,7.906711420557127e-4,0.44230646318638855,0.0015095563823259164,4.474317257954745e-4,0.4528419133217481,0.0012532013049620751,2.1199345895783216e-4,10,0,6.4783596266892465,1.4062552162954793,5.922257890870548,1.4103711785530713,5.597627156678835,1.417758678644174,5.393294044414409,1.417839460047126,5.253099053605718,1.413350697210538,5.149869907426743,1.4067908703648386,5.069836987229166,1.3995028342333606,5.005496490892705,5.005496490892705,1.8434719256890968,0.22997628590350958
10360,4341794.294581,12284729.6878244,0.0015206682168479092,0.0014041187124459575,2.2440494046186554,0.00265737129945846,0.0010553979006832606,0.33787219795081297,0.0030909008016460114,8.456567242418338e-4,10,0,5.143478899206317,1.2174809645390594,4.359062332941697,1.180585371371153,4.021517725051896,1.1598464462821259,3.8440506662412184,1.1407204167397889,3.734355878859415,1.1247185631262857,3.659251056120551,1.111903354233994,3.6044178978413646,1.1017337170785355,3.5626118805464024,3.5626118805464024,1.6082160135135912,0.24984942268557123
10372,4380402.87559089,13468037.4288214,0.0033254103759493858,8.307063029634323e-4,0.1923778546321402,0.0036437726781959443,8.759646813853526e-4,0.3428329189977563,0.0026185093014398438,6.951246020554116e-4,10,0,7.548288567815271,0.9794755470539983,6.7627121551486615,1.02836915399112,6.221642021113902,1.069898125310522,5.850338377808053,1.0908629114696407,5.590712490337674,1.0968170432143725,5.403543055873437,1.0946811316617315,5.264150174003756,1.0888706824877459,5.157171522030076,5.157171522030076,2.0126237030037775,0.1342192011017369
10476,4212654.28501689,-10811287.702113,0.0031070908211215252,0.002518898904153685,0.6347974612091308,0.003658021684467124,0.001318472582299671,0.12057042103587584,0.0035653580149092724,6.140508881611748e-4,10,0,5.673272642679113,1.4201771254784248,5.101772726170441,1.4125940680560944,4.832496865259898,1.4097498517636011,4.674945629944606,1.404555667548947,4.570186060803329,1.3995404241789615,4.495300574280955,1.3950533534179481,4.439088765935505,1.390938143656117,4.3952537055961844,4.3952537055961844,1.699000160687747,0.2873287789100096
10481,4205000.84389488,-10304059.326834,0.00224063941341298,0.0010591988272656316,0.20391003093794408,0.002755091847762455,8.174029053833406e-4,0.2905400678009819,0.0024969540424468264,8.120259700389733e-4,10,0,6.608960338498727,1.1376937874537518,5.743035416911911,1.1811808963799302,5.270411321691177,1.1877612308838559,4.974554959574636,1.182845071321149,4.774115848638945,1.1729195465844702,4.6306753766108555,1.1608458643470947,4.523650847475683,1.148242774942156,4.441119072302781,4.441119072302781,1.8725513680270935,0.18357457424816767
10489,4240161.25882681,-9559223.83780917,0.0041481546632565185,7.035444181879579e-4,0.4428042720974168,0.0046316137728309335,8.269084299316366e-4,0.590954857468543,0.002440335275258247,7.972087555482912e-4,10,0,8.861609479564148,0.4751637541216222,8.000336634052642,0.7980463442071669,7.376729093950414,1.0079653017833548,6.936784316731107,1.1342486546130193,6.625120525606965,1.2053549658493907,6.398998979977301,1.2436109351176041,6.229964931500998,1.2631447087208305,6.099902297444697,6.099902297444697,2.1802733529200893,0.054529583017793426
10492,4250371.56692254,-9230938.91788352,0.001646705748036165,8.808393161895134e-4,1.469890821551981,0.0022597295324454144,7.106618047803486e-4,0.4605671866349347,0.0020979385761227386,6.313005844478632e-4,10,0,6.604234062843264,1.0013696372433618,5.609690190082186,1.0375973040648763,5.089038919785653,1.0427679933724696,4.784965552688779,1.0322326109805484,4.587974724616935,1.0178512118392302,4.45029508768594,1.0034289146543915,4.348717632107623,0.9900624026855899,4.270742239274221,4.270742239274221,1.876081762397617,0.15437332007297822
10495,4206553.04420227,-8929399.99484342,0.0023795739496457655,9.043575908805892e-4,0.5808194020579535,0.0030902723011168726,9.77319521910123e-4,0.7426038728709802,0.00282164065330047,0.0010038124663772937,10,0,6.8391074246820525,1.0728722630999419,5.762848361973187,1.2067676525070012,5.202317420520935,1.2391560300750677,4.87169177430836,1.2353352655325,4.657640760188827,1.2199120780953416,4.509119310490081,1.2017789943926978,4.400537881337114,1.184087105867927,4.317898869728873,4.317898869728873,1.9096800648333945,0.16505515170997073
10503,4262038.94599435,-8098537.3383469,0.003613033800134531,0.0019377596221609478,0.5694256468457056,0.0051079858107606615,0.0017233422871703024,0.27528999394959736,0.005373502062168303,0.0020257419381888137,10,0,6.017168152998258,1.1490567286128195,5.042821609178636,1.1911246946008047,4.5615707107473975,1.1720251586183361,4.281336618271102,1.1386986973736701,4.100075400683852,1.1063817767524755,3.9741955531800657,1.078544792192503,3.8821962256768225,1.055308234785034,3.8123167041292563,3.8123167041292563,1.775780969586873,0.1977859354798558
10504,4256942.30027642,-8056218.45582886,0.0028267635293156308,0.001206908598273266,0.45930806052583034,0.004066796711671387,0.001445464283318685,0.7634255593931986,0.004251528014754762,0.0018509507748101816,10,0,6.304003854219439,1.1108553898981686,5.171299766150429,1.2040729140208166,4.61241730577278,1.1996963613694975,4.2950376202473795,1.174123897861887,4.0950904486775315,1.1478199660026314,3.959249100278304,1.1246554158050022,3.8615726452787604,1.1048632287426194,3.788198581664311,3.788198581664311,1.8248915926628886,0.18497538267118988
10505,4278496.10835822,-7937636.8174005,0.0018134650415193036,0.001077020934675623,0.40038744100805373,0.0036764621489615,0.0018605673836202712,0.6610478994235115,0.005661672019002226,0.0036392140206459927,10,0,4.891842620438461,1.4317170135718864,3.8550527050779944,1.5121999712127658,3.4479260206260887,1.4538522897493154,3.241260033579305,1.3930351308934068,3.118704550369893,1.3468160419847062,3.0388212999722057,1.3134627713342935,2.983239574624646,1.2892253980399606,2.942595392698551,2.942595392698551,1.5424860072725628,0.30842244066904606
10654,4247522.67644177,7003292.6253349,0.0011084216384677399,9.528985274929166e-4,2.765291120643446,0.0022273845599225075,8.047139256090317e-4,0.09182354929948952,0.002772311104096231,6.884626680225881e-4,10,0,4.940237658217144,0.990589620394488,4.062967755208359,0.9904697820315936,3.720848736933341,0.9830684169740669,3.5492718572505755,0.9726949401545518,3.446305209786918,0.9625360716647878,3.3769391713728107,0.9533533354168268,3.326547452044411,0.9451685592830652,3.2880064374789595,3.2880064374789595,1.575354410426846,0.2189907664956142
10718,4196920.75065502,13353701.1867241,0.003703238621921222,0.001697034094863363,0.2153544930987765,0.0040114238690909815,9.136451158279685e-4,-0.18410810251975568,0.0029038803395721206,4.2931324533782575e-4,10,0,7.477470022495797,0.8716628634344827,6.648088925768712,0.9569347306105275,6.212750610705305,1.0213543729497974,5.957982497959912,1.054799000072798,5.790341263323237,1.072063920659551,5.670274708880319,1.08142155161476,5.579391121200313,1.0866436622397753,5.508007218365654,5.508007218365654,2.0047803390848626,0.12174457911178845
10719,4264549.66484341,13433784.7993323,0.0018757526405583575,6.563455809900662e-4,0.6968434649475944,0.002274478829279916,5.506887652786427e-4,0.1232041459689605,0.0018352116506727217,4.120862400709826e-4,10,0,7.2640152292499565,0.9321029878862275,6.2375517722354505,1.0805826220392412,5.6593338804411975,1.1177232209799632,5.305534993203756,1.111736999999406,5.071894159207558,1.0949981579756902,4.908316486372793,1.077600450705351,4.788458649167786,1.0621914569515793,4.697386003939453,4.697386003939453,1.9744008602202747,0.13307708189545886
10816,4100729.36583902,-11485630.3147865,0.0019255996198370177,0.0012468426464328716,1.0605274160961158,0.0029202227678062106,0.0010007873865801287,0.7019435155257264,0.003119047326634447,9.325052902374656e-4,10,0,5.804932802221978,1.2014012630139335,4.9013023025659885,1.2071006531964734,4.461833092322436,1.1748583666123136,4.2063238598920165,1.1395143582281695,4.039756097413117,1.1100560932036103,3.9231882071774544,1.0868511620435557,3.8375379224027775,1.068630730933221,3.7722554618244977,3.7722554618244977,1.7359503493207626,0.2195119021573884
10817,4174456.80438195,-11458614.1563162,0.0030988984811371792,0.0011930405632030773,0.498536017934596,0.003683264068479819,0.001005002428226561,0.33581191042279407,0.0029624927534142504,8.952482071155016e-4,10,0,7.317834664331014,0.8356240042253565,6.300535594681773,0.9864973634191102,5.746406721170132,1.053058410560974,5.409253810976105,1.0779550304539616,5.185338269046033,1.0838643363053575,5.026660940858835,1.0814375391183066,4.9086825755918175,1.0754872521920809,4.817696360169576,4.817696360169576,1.983559253140342,0.11831931455623677
10818,4098935.7827738,-11361259.4995431,0.0025907067085148574,0.0013467517537828937,1.742014658319913,0.003670164594056642,0.0014014012320058276,0.743943892500932,0.003623167182099896,0.0014841048113723775,10,0,6.563715391544559,0.9707962992712511,5.401903657407977,1.0729585013408212,4.8303264059827224,1.0710542279021245,4.506659742329054,1.0495305835734525,4.302128126147523,1.0271486700075756,4.162219742260684,1.0075665830005476,4.060856964791904,0.9910852979168925,3.9842190746990624,3.9842190746990624,1.869679751583571,0.15906780117081815
10823,4172604.15555341,-10807910.6823042,0.0025837801262912656,0.0010194182851861907,0.8662163257563339,0.003613606752569787,0.0013003787052466836,1.1373257192914203,0.0034755541909356385,0.0017222138684966995,10,0,6.879172170715871,1.0103490626818232,5.688042418639724,1.2103250696586358,5.0899820725311296,1.2474530532868982,4.749436869700629,1.2390234904826432,4.534132543106472,1.219863505060437,4.387155665039036,1.1996583451705027,4.280951664506422,1.1810432925284873,4.200809059042726,4.200809059042726,1.9173342726214888,0.15224595737600555
