"","cells","pi"
"507","1797",0.00242232754081095
"508","1912",0
"509","1964",0.0248033877797943
"510","2075",0.000807754442649435
"511","2076",0.0866510538641686
"512","1529",0.119198312236287
"513","1621",0.0853080568720379
"514","1623",0.0860215053763441
"515","1633",0.00678294573643411
"516","1641",0.000674536256323777
"517","1683",0.114393939393939
"518","1801",0.00407331975560081
"519","1805",0.132993774759479
"520","1970",0.0023696682464455
"521","2022",0.132302405498282
"522","2076",0.130331753554502
"523","2127",0.0684570826750922
"524","2130",0.125066242713302
"525","2227",0
"526","2237",0.000526592943654555
"527","2292",0.0163502109704641
"528","2341",0.0688596806243865
"529","2342",0.0474697716077026
"530","2346",0.00872093023255814
"531","2610",0.0325777282299021
"532","2666",0.00457730789484344
"533","1641",0.00842548709847288
"534","1683",0.000477783086478739
"535","1051",0.00109649122807018
"536","996",0
"537","832",0
"538","833",0
"539","832",0.00299539170506912
"540","832",0
"541","833",0.00274348422496571
"542","2337",0.00345821325648415
"543","2129",0.000947867298578199
"544","2130",0.00154798761609907
"545","2166",0
"546","520",0.00312989045383412
"547","1723",0
"548","450",0.000803858520900322
"549","505",0
"550","614",0.068289384719405
"551","669",0.00101317122593718
"552","1912",0.0139311043566363
"553","832",0.00553898344738843
"554","2018",0.00101317122593718
"555","2076",0.0655200655200655
"556","521",0.00709219858156028
"557","2180",0.00506585612968592
"558","1912",0.0060790273556231
"559","2237",0.0192502532928065
"560","833",0.00119904076738609
"561","833",0.00490196078431373
"562","832",0.00108459869848156
"563","832",0.0013196093956189
"564","832",0.00492610837438424
"565","832",0.00240641711229947
"566","832",0.00182273866484393
"567","832",0.00188420692017814
"568","833",0.00640854472630174
"569","832",0.00298953662182362
"570","1052",0
"571","2231",0.0797329570125923
"572","2237",0.00253292806484296
"573","2654",0.00230061349693252
"574","411",0.00306748466257669
"575","2231",0
"576","2231",0
"577","2231",0.00638977635782748
"578","1801",0.000613496932515337
"579","2720",0
"580","2778",0
"581","2831",0
"582","2076",0
"583","3039",0
"584","2075",0.0346504559270517
"585","2291",0
"586","583",0.00419287211740042
"587","583",0
"588","583",0
"589","1249",0.00813008130081301
"590","1613",0.0423634336677815
"591","833",0.040273556231003
"592","1385",0
"593","1892",0.00060790273556231
"594","1081",0
"595","583",0
"596","583",0.00405268490374873
"597","1696",0
"598","583",0.00060790273556231
"599","559",0
"600","1804",0.00101317122593718
"601","2346",0
"602","559",0.00101317122593718
"603","1668",0.00762527233115468
"604","564",0.0336134453781513
"605","725",0.00569908814589666
"606","506",0.00222222222222222
"607","560",0.00564373897707231
"608","1385",0.00101317122593718
"609","564",0.00348101265822785
"610","833",0
"611","583",0
"612","583",0
"613","1723",0
"614","1024",0.00195397307859314
"615","1081",0.00101317122593718
"616","1136",0
"617","1837",0
"618","725",0.000911854103343465
"619","1162",0
