Sample.Name,treFile,Genus,Species,ClemName,Subspecies,Split,Lumped,Ingroup,Country,State,Locality,Lat,Long,Notes,clem_group0.9,clem_group0.8,clem_group0.7,lumped_group0.9,lumped_group0.8,lumped_group0.7
FJ175998,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ175999,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ176000,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ176001,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ176002,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ176003,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ176004,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ176005,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ176006,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ176007,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ176008,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ176009,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ176010,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ176011,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ176012,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ176013,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ231644,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ231645,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ231646,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ231647,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ231648,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ231649,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ231650,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ231651,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ231652,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ231653,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ231654,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ231655,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ231656,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ231657,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ231658,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ231659,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ231660,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ231661,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ231662,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ231663,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ231664,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ231665,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ231666,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ231667,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ231668,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
FJ231669,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
GU985509,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
GU985510,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,mentalis,Ceratopipra mentalis,unassigned,Ceratopipra-mentalis,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
P_rub_LSU12517,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,rubrocapilla,Ceratopipra rubrocapilla,monotypic,Ceratopipra-rubrocapilla,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,3,3,3
P_rub_LSU14813,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,rubrocapilla,Ceratopipra rubrocapilla,monotypic,Ceratopipra-rubrocapilla,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,3,3,3
P_rub_LSU14902,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,rubrocapilla,Ceratopipra rubrocapilla,monotypic,Ceratopipra-rubrocapilla,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,3,3,3
P_rub_LSU15228,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,rubrocapilla,Ceratopipra rubrocapilla,monotypic,Ceratopipra-rubrocapilla,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,3,3,3
P_rub_LSU4788,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla.tre,Ceratopipra,rubrocapilla,Ceratopipra rubrocapilla,monotypic,Ceratopipra-rubrocapilla,Ceratopipra-chloromeros-mentalis-erythrocephala-rubrocapilla,y,NA,NA,NA,NA,NA,NA,1,1,1,3,3,3
HQ644445,Certhia-americana.tre,Certhia,brachydactyla,Certhia brachydactyla,NA,NA,NA,drop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HQ644440,Certhia-americana.tre,Certhia,familiaris,Certhia familiaris,NA,NA,NA,drop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HQ644441,Certhia-americana.tre,Certhia,familiaris,Certhia familiaris,NA,NA,NA,drop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HQ644442,Certhia-americana.tre,Certhia,familiaris,Certhia familiaris,NA,NA,NA,drop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HQ644443,Certhia-americana.tre,Certhia,familiaris,Certhia familiaris,NA,NA,NA,drop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HQ644444,Certhia-americana.tre,Certhia,familiaris,Certhia familiaris,NA,NA,NA,drop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HQ644461,Certhia-americana.tre,Certhia,americana,Certhia americana,occidentalis,Certhia-americana,Certhia-americana,y,Canada,British Columbia,"Vancouver Island, Langford, 5km WSW",48 25 N,123 35 W,NA,2,3,3,2,3,3
HQ644462,Certhia-americana.tre,Certhia,americana,Certhia americana,occidentalis,Certhia-americana,Certhia-americana,y,Canada,British Columbia,"Vancouver Island, Langford, 5km WSW",48 25 N,123 35 W,NA,2,3,3,2,3,3
HQ644463,Certhia-americana.tre,Certhia,americana,Certhia americana,occidentalis,Certhia-americana,Certhia-americana,y,Canada,British Columbia,"Vancouver Island, Langford, 5km WSW",48 25 N,123 35 W,NA,2,3,3,2,3,3
HQ644465,Certhia-americana.tre,Certhia,americana,Certhia americana,occidentalis,Certhia-americana,Certhia-americana,y,Canada,British Columbia,"Vancouver Island, Langford, 5km WSW",48 25 N,123 35 W,NA,2,3,3,2,3,3
HQ644457,Certhia-americana.tre,Certhia,americana,Certhia americana,occidentalis,Certhia-americana,Certhia-americana,y,Canada,British Columbia,"Vancouver Island, Nanaimo, 7km W",49 09 N,124 08 W,NA,2,3,3,2,3,3
HQ644458,Certhia-americana.tre,Certhia,americana,Certhia americana,occidentalis,Certhia-americana,Certhia-americana,y,Canada,British Columbia,"Vancouver Island, Nanaimo, 7km W",49 09 N,124 08 W,NA,2,3,3,2,3,3
HQ644459,Certhia-americana.tre,Certhia,americana,Certhia americana,occidentalis,Certhia-americana,Certhia-americana,y,Canada,British Columbia,"Vancouver Island, Nanaimo, 7km W",49 09 N,124 08 W,NA,2,3,3,2,3,3
HQ644460,Certhia-americana.tre,Certhia,americana,Certhia americana,occidentalis,Certhia-americana,Certhia-americana,y,Canada,British Columbia,"Vancouver Island, Cumberland, 9km S",49 30 N,125 00 W,NA,2,3,3,2,3,3
HQ644464,Certhia-americana.tre,Certhia,americana,Certhia americana,occidentalis,Certhia-americana,Certhia-americana,y,Canada,British Columbia,"Vancouver Island, Cumberland, 9km S",49 30 N,125 00 W,NA,2,3,3,2,3,3
HQ644466,Certhia-americana.tre,Certhia,americana,Certhia americana,occidentalis,Certhia-americana,Certhia-americana,y,Canada,British Columbia,"Vancouver Island, Cumberland, 9km S",49 30 N,125 00 W,NA,2,3,3,2,3,3
HQ644455,Certhia-americana.tre,Certhia,americana,Certhia americana,occidentalis,Certhia-americana,Certhia-americana,y,Canada,British Columbia,"Quesnel, 35km W",53 01 N,123 03 W,NA,2,2,2,2,2,2
HQ644456,Certhia-americana.tre,Certhia,americana,Certhia americana,occidentalis,Certhia-americana,Certhia-americana,y,Canada,British Columbia,"Quesnel, 35km W",53 01 N,123 03 W,NA,2,2,2,2,2,2
HQ644467,Certhia-americana.tre,Certhia,americana,Certhia americana,americana,Certhia-americana,Certhia-americana,y,Canada,Manitoba,Sprague 32 km ENE,49 17.28 N,95 09.24 W,NA,2,2,2,2,2,2
HQ644468,Certhia-americana.tre,Certhia,americana,Certhia americana,americana,Certhia-americana,Certhia-americana,y,Canada,New Brunswick,20km E of Fredricton,45 59.4 N,66 23.1 W,NA,2,2,2,2,2,2
HQ644471,Certhia-americana.tre,Certhia,americana,Certhia americana,americana,Certhia-americana,Certhia-americana,y,Canada,New Brunswick,Doaktown 15km SE,46 22.3 N,66 00.2 W,NA,2,2,2,2,2,2
HQ644473,Certhia-americana.tre,Certhia,americana,Certhia americana,americana,Certhia-americana,Certhia-americana,y,Canada,New Brunswick,Doaktown 15km SE,46 22.3 N,66 00.2 W,NA,2,2,2,2,2,2
HQ644475,Certhia-americana.tre,Certhia,americana,Certhia americana,americana,Certhia-americana,Certhia-americana,y,Canada,New Brunswick,Doaktown 15km SE,46 22.3 N,66 00.2 W,NA,2,2,2,2,2,2
HQ644476,Certhia-americana.tre,Certhia,americana,Certhia americana,americana,Certhia-americana,Certhia-americana,y,Canada,New Brunswick,Doaktown 15km SE,46 22.3 N,66 00.2 W,NA,2,2,2,2,2,2
HQ644469,Certhia-americana.tre,Certhia,americana,Certhia americana,americana,Certhia-americana,Certhia-americana,y,Canada,New Brunswick,ca. 50km N of Fredricton,46 22.8 N,66 36.3 W,NA,2,2,2,2,2,2
HQ644470,Certhia-americana.tre,Certhia,americana,Certhia americana,americana,Certhia-americana,Certhia-americana,y,Canada,New Brunswick,Doaktown 3km SE,46 32.9 N,66 07.0 W,NA,2,2,2,2,2,2
HQ644474,Certhia-americana.tre,Certhia,americana,Certhia americana,americana,Certhia-americana,Certhia-americana,y,Canada,New Brunswick,Doaktown 3km SE,46 32.9 N,66 07.0 W,NA,2,2,2,2,2,2
HQ644472,Certhia-americana.tre,Certhia,americana,Certhia americana,americana,Certhia-americana,Certhia-americana,y,Canada,New Brunswick,Rogersville 9km NW,46 45.4 N,65 34.5 W,NA,2,2,2,2,2,2
HQ644477,Certhia-americana.tre,Certhia,americana,Certhia americana,americana,Certhia-americana,Certhia-americana,y,Canada,New Brunswick,Rogersville 9km NW,46 45.4 N,65 34.5 W,NA,2,2,2,2,2,2
HQ644446,Certhia-americana.tre,Certhia,americana,Certhia americana,pernigra,Certhia-americana,Certhia-americana,y,Guatemala,Depto. Quezaltenango,"Quezaltenango, Xela, El Baul",14 49.7 N,91 29.7 W,NA,1,1,1,1,1,1
HQ644447,Certhia-americana.tre,Certhia,americana,Certhia americana,pernigra,Certhia-americana,Certhia-americana,y,Guatemala,Depto. Quezaltenango,"Quezaltenango, Xela, El Baul",14 49.7 N,91 29.7 W,NA,1,1,1,1,1,1
HQ644450,Certhia-americana.tre,Certhia,americana,Certhia americana,extima,Certhia-americana,Certhia-americana,y,Honduras,Depto. Copan,"Copan Ruinas, 10 km ENE",14 52  N,89 03 W,NA,1,1,1,1,1,1
HQ644451,Certhia-americana.tre,Certhia,americana,Certhia americana,extima,Certhia-americana,Certhia-americana,y,Honduras,Depto. Copan,"Copan Ruinas, 10 km ENE",14 52  N,89 03  W,NA,1,1,1,1,1,1
HQ644452,Certhia-americana.tre,Certhia,americana,Certhia americana,extima,Certhia-americana,Certhia-americana,y,Honduras,Depto. Copan,"Copan Ruinas, 10 km ENE",14 52  N,89 03  W,NA,1,1,1,1,1,1
HQ644453,Certhia-americana.tre,Certhia,americana,Certhia americana,extima,Certhia-americana,Certhia-americana,y,Honduras,Depto. Copan,"Copan Ruinas, 10 km ENE",14 52  N,89 03 W,NA,1,1,1,1,1,1
HQ644454,Certhia-americana.tre,Certhia,americana,Certhia americana,extima,Certhia-americana,Certhia-americana,y,Honduras,Depto. Copan,"Copan Ruinas, 10 km ENE",14 52  N,89 03 W,NA,1,1,1,1,1,1
HQ644448,Certhia-americana.tre,Certhia,americana,Certhia americana,extima,Certhia-americana,Certhia-americana,y,Honduras,Depto.Copan,"Copan Ruinas, 10 km ENE",14 52  N,89 03 W,NA,1,1,1,1,1,1
HQ644449,Certhia-americana.tre,Certhia,americana,Certhia americana,extima,Certhia-americana,Certhia-americana,y,Honduras,Depto.Copan,"Copan Ruinas, 10 km ENE",14 52  N,89 03 W,NA,1,1,1,1,1,1
HQ644478,Certhia-americana.tre,Certhia,americana,Certhia americana,pernigra,Certhia-americana,Certhia-americana,y,Mexico,Chiapas,San Cristobal then 8 km SSE; Ejido Abarrada,16.69108 N,92.60593 W,NA,1,1,1,1,1,1
HQ644479,Certhia-americana.tre,Certhia,americana,Certhia americana,pernigra,Certhia-americana,Certhia-americana,y,Mexico,Chiapas,San Cristobal then 8 km SSE; Ejido Abarrada,16.69108 N,92.60593 W,NA,1,1,1,1,1,1
HQ644480,Certhia-americana.tre,Certhia,americana,Certhia americana,pernigra,Certhia-americana,Certhia-americana,y,Mexico,Chiapas,San Cristobal then 8 km SSE; Ejido Abarrada,16.69108 N,92.60593 W,NA,1,1,1,1,1,1
HQ644481,Certhia-americana.tre,Certhia,americana,Certhia americana,pernigra,Certhia-americana,Certhia-americana,y,Mexico,Chiapas,San Cristobal then 8 km SSE; Ejido Abarrada,16.69108 N,92.60593 W,NA,1,1,1,1,1,1
HQ644482,Certhia-americana.tre,Certhia,americana,Certhia americana,pernigra,Certhia-americana,Certhia-americana,y,Mexico,Chiapas,San Cristobal then 8 km SSE; Ejido Abarrada,16.69108 N,92.60593 W,NA,1,1,1,1,1,1
HQ644483,Certhia-americana.tre,Certhia,americana,Certhia americana,pernigra,Certhia-americana,Certhia-americana,y,Mexico,Chiapas,San Cristobal then 8 km SSE; Ejido Abarrada,16.69108 N,92.60593 W,NA,1,1,1,1,1,1
HQ644484,Certhia-americana.tre,Certhia,americana,Certhia americana,pernigra,Certhia-americana,Certhia-americana,y,Mexico,Chiapas,San Cristobal then 8 km SSE; Ejido Abarrada,16.69108 N,92.60593 W,NA,1,1,1,1,1,1
HQ644485,Certhia-americana.tre,Certhia,americana,Certhia americana,pernigra,Certhia-americana,Certhia-americana,y,Mexico,Chiapas,San Cristobal then 8 km SSE; Ejido Abarrada,16.69108 N,92.60593 W,NA,1,1,1,1,1,1
HQ644486,Certhia-americana.tre,Certhia,americana,Certhia americana,pernigra,Certhia-americana,Certhia-americana,y,Mexico,Chiapas,San Cristobal then 8 km SSE; Ejido Abarrada,16.69108 N,92.60593 W,NA,1,1,1,1,1,1
HQ644487,Certhia-americana.tre,Certhia,americana,Certhia americana,pernigra,Certhia-americana,Certhia-americana,y,Mexico,Chiapas,San Cristobal then 8 km SSE; Ejido Abarrada,16.69108 N,92.60593 W,NA,1,1,1,1,1,1
HQ644488,Certhia-americana.tre,Certhia,americana,Certhia americana,albescens,Certhia-americana,Certhia-americana,y,Mexico,Chihuahua,Madera then 40 km NNE,29.65061,-108.17325,NA,1,1,1,1,1,1
HQ644489,Certhia-americana.tre,Certhia,americana,Certhia americana,albescens,Certhia-americana,Certhia-americana,y,Mexico,Chihuahua,Madera then 40 km NNE,29.65061,-108.17325,NA,1,1,1,1,1,1
HQ644490,Certhia-americana.tre,Certhia,americana,Certhia americana,albescens,Certhia-americana,Certhia-americana,y,Mexico,Chihuahua,Madera then 40 km NNE,29.65061,-108.17325,NA,1,1,1,1,1,1
HQ644491,Certhia-americana.tre,Certhia,americana,Certhia americana,albescens,Certhia-americana,Certhia-americana,y,Mexico,Chihuahua,Madera then 40 km NNE,29.65061,-108.17325,NA,1,1,1,1,1,1
HQ644492,Certhia-americana.tre,Certhia,americana,Certhia americana,albescens,Certhia-americana,Certhia-americana,y,Mexico,Chihuahua,Madera then 40 km NNE,29.65061,-108.17325,NA,1,1,1,1,1,1
HQ644493,Certhia-americana.tre,Certhia,americana,Certhia americana,albescens,Certhia-americana,Certhia-americana,y,Mexico,Chihuahua,Madera then 40 km NNE,29.65061,-108.17325,NA,1,1,1,1,1,1
HQ644782,Certhia-americana.tre,Certhia,americana,Certhia americana,albescens,Certhia-americana,Certhia-americana,y,Mexico,Chihuahua,Madera then 40 km NNE,29.65061,-108.17325,NA,1,1,1,1,1,1
HQ644783,Certhia-americana.tre,Certhia,americana,Certhia americana,albescens,Certhia-americana,Certhia-americana,y,Mexico,Chihuahua,Madera then 40 km NNE,29.65061,-108.17325,NA,1,1,1,1,1,1
HQ644494,Certhia-americana.tre,Certhia,americana,Certhia americana,albescens,Certhia-americana,Certhia-americana,y,Mexico,Durango,Durango then 40 km W,24.08702,-104.93289,NA,1,1,1,1,1,1
HQ644495,Certhia-americana.tre,Certhia,americana,Certhia americana,alticola,Certhia-americana,Certhia-americana,y,Mexico,Guerrero,"Chilpancingo, Omiltemi 5.5 km W, Xocomanatlan",17 32.73 N,99 38.02 W,NA,1,1,1,1,1,1
