Sample.Name,treFile,Genus,Species,ClemName,Subspecies,Split,Lumped,Ingroup,Country,State,Locality,Lat,Long,Notes,clem_group0.9,clem_group0.8,clem_group0.7,lumped_group0.9,lumped_group0.8,lumped_group0.7
Aglaiocercus_coelestis_EF028291,Adelomyia-melanogenys.tre,Aglaiocercus,coelestis,Aglaiocercus coelestis,NA,NA,NA,drop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aglaiocercus_kingi_JF905441,Adelomyia-melanogenys.tre,Aglaiocercus,kingi,Aglaiocercus kingii,NA,NA,NA,drop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adelomyia_melanogenys_EF028292,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
Adelomyia_melanogenys_EF028293,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
Adelomyia_melanogenys_EF028294,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
Adelomyia_melanogenys_EF028295,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,1,2,2,1,2,2
Adelomyia_melanogenys_EF028296,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,1,2,2,1,2,2
Adelomyia_melanogenys_EF028297,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,1,2,2,1,2,2
Adelomyia_melanogenys_EF028298,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,1,2,2,1,2,2
Adelomyia_melanogenys_EF028299,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,1,2,2,1,2,2
Adelomyia_melanogenys_EF028300,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,1,2,2,1,2,2
Adelomyia_melanogenys_EF028301,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,1,2,2,1,2,2
Adelomyia_melanogenys_EF028302,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,1,2,2,1,2,2
Adelomyia_melanogenys_EF028303,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,1,2,2,1,2,2
Adelomyia_melanogenys_EF028304,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
Adelomyia_melanogenys_EF028305,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
Adelomyia_melanogenys_EF028306,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
Adelomyia_melanogenys_EF028307,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_EF028308,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_EF028309,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
Adelomyia_melanogenys_EF028310,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
Adelomyia_melanogenys_EF028311,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
Adelomyia_melanogenys_EF028312,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
Adelomyia_melanogenys_EF028313,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_EF028314,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_EF028315,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_EF028316,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_EF028317,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_EF028318,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_EF028319,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_EF028320,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_EF028321,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_EF028322,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_EF028323,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
Adelomyia_melanogenys_JF893946,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,3,4,4,3,4,4
Adelomyia_melanogenys_JF893947,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,3,4,4,3,4,4
Adelomyia_melanogenys_JF893948,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,3,4,4,3,4,4
Adelomyia_melanogenys_JF893949,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,3,4,4,3,4,4
Adelomyia_melanogenys_JF893950,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,3,4,4,3,4,4
Adelomyia_melanogenys_JF893951,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,3,4,4,3,4,4
Adelomyia_melanogenys_JF893952,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,3,4,4,3,4,4
Adelomyia_melanogenys_JF893953,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,3,4,4,3,4,4
Adelomyia_melanogenys_JF893954,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,4,5,5,4,5,5
Adelomyia_melanogenys_JF893955,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,3,4,4,3,4,4
Adelomyia_melanogenys_JF893956,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,3,4,4,3,4,4
Adelomyia_melanogenys_JF893957,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,5,6,6,5,6,6
Adelomyia_melanogenys_JF893958,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,5,6,6,5,6,6
Adelomyia_melanogenys_JF893959,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,5,6,6,5,6,6
Adelomyia_melanogenys_JF893960,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,5,6,6,5,6,6
Adelomyia_melanogenys_JF893961,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,5,6,6,5,6,6
Adelomyia_melanogenys_JF893962,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,5,6,6,5,6,6
Adelomyia_melanogenys_JF893963,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,5,6,6,5,6,6
Adelomyia_melanogenys_JF893964,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,5,6,6,5,6,6
Adelomyia_melanogenys_JF893965,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,5,6,6,5,6,6
Adelomyia_melanogenys_JF893966,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,5,6,6,5,6,6
Adelomyia_melanogenys_JF893967,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,5,6,6,5,6,6
Adelomyia_melanogenys_JF893970,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,5,6,6,5,6,6
Adelomyia_melanogenys_JF893971,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,5,6,6,5,6,6
Adelomyia_melanogenys_JF893972,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,5,6,6,5,6,6
Adelomyia_melanogenys_JF893973,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,5,6,6,5,6,6
Adelomyia_melanogenys_JF893974,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,5,6,6,5,6,6
Adelomyia_melanogenys_JF893975,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
Adelomyia_melanogenys_JF893976,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
Adelomyia_melanogenys_JF893977,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
Adelomyia_melanogenys_JF893978,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1
Adelomyia_melanogenys_JF893979,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_JF893980,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_JF893981,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_JF893982,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_JF893983,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_JF893984,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_JF893985,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_JF893986,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_JF893987,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_JF893988,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_JF893989,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_JF893990,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_JF893991,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_JF893992,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_JF893993,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_JF893994,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_JF893995,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_JF893996,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_JF893997,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_JF893998,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_JF893999,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_JF894000,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_JF894001,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_JF894002,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_JF894003,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_JF894004,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_JF894005,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_JF894006,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_JF894007,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_JF894008,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_JF894009,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_JF894010,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_JF894011,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_JF894012,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_JF894013,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,2,3,3,2,3,3
Adelomyia_melanogenys_JF894014,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,6,7,7,6,7,7
Adelomyia_melanogenys_JF894015,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,6,7,7,6,7,7
Adelomyia_melanogenys_JF894016,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,6,7,7,6,7,7
Adelomyia_melanogenys_JF894017,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,7,8,8,7,8,8
Adelomyia_melanogenys_JF894018,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,6,7,7,6,7,7
Adelomyia_melanogenys_JF894019,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,6,7,7,6,7,7
Adelomyia_melanogenys_JF894020,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,7,8,8,7,8,8
Adelomyia_melanogenys_JF894021,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,6,7,7,6,7,7
Adelomyia_melanogenys_JF894022,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,7,8,8,7,8,8
Adelomyia_melanogenys_JF894023,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,8,9,9,8,9,9
Adelomyia_melanogenys_JF894024,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,8,9,9,8,9,9
Adelomyia_melanogenys_JF894025,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,6,7,7,6,7,7
Adelomyia_melanogenys_JF894026,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,8,9,9,8,9,9
Adelomyia_melanogenys_JF894027,Adelomyia-melanogenys.tre,Adelomyia,melanogenys,Adelomyia melanogenys,unassigned,Adelomyia-melanogenys,Adelomyia-melanogenys,y,NA,NA,NA,NA,NA,NA,8,9,9,8,9,9
