"","cells","pi"
"1","30728",0.00227963525835866
"2","33628",0.00143149284253579
"3","37222",0.00152671755725191
"4","47628",0
"5","37222",0.00323054331864905
"6","33628",0
"7","37222",0.000978952520802741
"8","42242",0
"9","42242",0.000859106529209622
"10","33977",0
"11","44040",0
"12","47628",0.00206252713851498
"13","40814",0.00197195442594216
"14","41533",0.000618238021638331
"15","41526",0.00962512664640324
"16","41532",0.00173686495874946
"17","41532",0.0109422492401216
"18","37190",0.00243161094224924
"19","42969",0
"20","33581",0.0036051026067665
"21","33581",0.00709219858156028
"22","41526",0.00121580547112462
"23","45123",0.00353119971392812
"24","30728",0.00911854103343465
"25","34331",0.00558300446433196
"26","30367",0.00673665791776028
"27","31785",0.00557244174265451
"28","33974",0.00101317122593718
"29","34331",0.0060790273556231
"30","38659",0.00405268490374873
"31","41526",0
"32","30367",0
"33","30728",0.00320837554880108
"34","38273",0.00507356671740233
"35","39357",0.0010498687664042
"36","33974",0.00709219858156028
"37","38659",0.000759878419452888
"38","30367",0.00763512155917219
"39","30728",0.00227963525835866
"40","32892",0.00332899117093646
"41","33974",0.00307692307692308
"42","34331",0.00516795865633075
"43","38659",0.00229885057471264
"44","30367",0.00603674540682415
"45","30728",0.00250187640730548
"46","30728",0
"47","42246",0.00405268490374873
"48","41526",0.00385366912722536
"49","41522",0.00182370820668693
"50","41526",0.000759878419452888
"51","45123",0
"52","41526",0.00202634245187437
"53","35746",0
"54","30728",0.000759878419452888
"55","36830",0.000846023688663283
"56","36830",0.00138600138600139
"57","30367",0.00316455696202532
"58","37913",0.0156507413509061
"59","42969",0.00192502532928065
"60","29641",0.000613496932515337
"61","33977",0.000798722044728434
"62","41526",0.00119409465914025
"63","41526",0.000379939209726444
"64","41532",0
"65","42242",0.00192122958693564
"66","42242",0.00288600288600289
"67","44040",0.00214822771213749
"68","29641",0.0162826420890937
"69","33256",0.00101867572156197
"70","41522",0.00202634245187437
"71","42242",0.00709219858156028
"72","43682",0.000759878419452888
"73","45123",0.00405268490374873
"74","41532",0.000993305123467827
"75","41532",0.00115740740740741
"76","41532",0.000713825181910288
"77","41532",0.00202634245187437
"78","41532",0
"79","41532",0.00248344370860927
"80","41532",0
"81","41532",0.000506585612968592
"82","41532",0.000379939209726444
"83","41532",0.00060790273556231
"84","41532",0
"85","41532",0.00091324200913242
"86","41882",0
"87","30728",0.00384615384615385
"88","41891",0.00261643118785976
"89","30359",0.00333333333333333
"90","42242",0.00288184438040346
"91","37222",0
"92","31064",0.00303951367781155
"93","32502",0
"94","41532",0.00303951367781155
"95","41532",0.00202634245187437
"96","30728",0
"97","41156",0.00289017341040462
"98","41526",0
"99","42242",0.00672430355427474
"100","41156",0.000960614793467819
"101","42242",0
"102","29640",0.00838414634146342
"103","30361",0.0131977884786874
"104","30721",0.0111690211676496
"105","30722",0.0115522481103405
"106","30723",0.0119299172389505
"107","30724",0.0117996511881404
"108","31441",0.0116692034500254
"109","31804",0.0105820105820106
"110","41532",0.00121580547112462
"111","42242",0.00151515151515152
"112","30724",0.00437710437710438
"113","36830",0.00784313725490196
"114","33256",0
"115","32502",0.00889929742388759
"116","32503",0.00416040100250627
"117","32502",0
"118","32503",0.0050314465408805
"119","32502",0.00475721528353107
"120","32503",0.00335964379680227
"121","32503",0.00208333333333333
"122","32503",0.000984236591729288
"123","32503",0.0403603603603604
"124","32502",0.000825082508250825
"125","32503",0.0039968849492659
"126","32503",0.00802139037433155
"127","32502",0.0062260915446511
"128","32503",0.00556425388413826
"129","32503",0
"130","41526",0.00260529743812419
"131","42242",0.00223713646532438
"132","43682",0.00506585612968592
"133","41522",0.00182370820668693
"134","42242",0.00151975683890578
"135","42242",0.00299850074962519
"136","41526",0.00101317122593718
"137","33256",0.00436640654031958
"138","32503",0.00205415499533147
"139","32502",0.00741677201854193
"140","32503",0.00836334533813525
"141","32502",0.000751503006012024
"142","32502",0.00172013017201302
"143","32502",0.00217108119843682
"144","32502",0.000217013888888889
"145","32502",0.00146327187591455
"146","32502",0.00303951367781155
"147","32502",0
"148","32502",0.00133511348464619
"149","42242",0
"150","41532",0
"151","36463",0.00107066381156317
"152","30728",0.00202634245187437
"153","32502",0.00972862263184844
"154","34331",0.0087895893367018
"155","40447",0.00962512664640324
"156","40455",0.0031661600810537
"157","41526",0.0110725141120278
"158","42242",0.00723208415516108
"159","31064",0.000506585612968592
"160","32504",0.0106382978723404
"161","32892",0.00103005741303614
"162","33971",0.00175660206055343
"163","34331",0.00108685640600534
"164","32892",0.00778488939454178
"165","33971",0.00714929616531447
"166","34331",0.00734549138804458
"167","40452",0.00886524822695035
"168","41526",0.00531914893617021
"169","32504",0.00851063829787234
"170","32504",0.0102432778489117
"171","47628",0.000868432479374729
"172","30360",0.0128128128128128
"173","30361",0.00222061971315088
"174","31802",0.00228310502283105
"175","32142",0.00101471334348047
"176","32504",0.00643631436314363
"177","30360",0.0137494148853175
"178","30361",0.00680794430794431
"179","30724",0.00631911532385466
"180","31802",0.00332778702163062
"181","30360",0.00111111111111111
"182","41522",0.00395136778115501
"183","42242",0.000647249190938511
"184","47270",0.00302933673469388
"185","42242",0.00075187969924812
"186","30728",0.0800405268490375
"187","41532",0.0010498687664042
"188","47628",0.00263296471827278
"189","33252",0.00472813238770686
"190","42242",0
"191","41532",0.00101317122593718
"192","40447",0
"193","40814",0.00203562340966921
"194","40093",0.00198675496688742
"195","30728",0.00547112462006079
