"","cells","pi"
"1","30728",0.00227963525835866
"2","33628",0.00143149284253579
"3","37222",0.00152671755725191
"4","48716",0
"5","47628",0
"6","49786",0
"7","46547",0
"8","37222",0.00323054331864905
"9","33628",0
"10","37222",0.000978952520802741
"11","42242",0
"12","42242",0.000859106529209622
"13","33977",0
"14","29642",0.136812570145903
"15","44040",0
"16","41884",0
"17","46547",0.00168350168350168
"18","47628",0.00206252713851498
"19","40814",0.00197195442594216
"20","41533",0.000618238021638331
"21","41526",0.00962512664640324
"22","38657",0.00100502512562814
"23","41532",0.00173686495874946
"24","41532",0.0109422492401216
"25","37190",0.00243161094224924
"26","42969",0
"27","33581",0.0036051026067665
"28","33581",0.00709219858156028
"29","41526",0.00121580547112462
"30","45123",0.00353119971392812
"31","30728",0.00911854103343465
"32","34331",0.00558300446433196
"33","30367",0.00673665791776028
"34","31785",0.00557244174265451
"35","33974",0.00101317122593718
"36","34331",0.0060790273556231
"37","38659",0.00405268490374873
"38","41526",0
"39","30367",0
"40","30728",0.00320837554880108
"41","38273",0.00507356671740233
"42","39357",0.0010498687664042
"43","39716",0.0390151515151515
"44","33974",0.00709219858156028
"45","38659",0.000759878419452888
"46","30367",0.00763512155917219
"47","30728",0.00227963525835866
"48","32892",0.00332899117093646
"49","33974",0.00307692307692308
"50","34331",0.00516795865633075
"51","37553",0.0134228187919463
"52","38659",0.00229885057471264
"53","33622",0.00221141088014153
"54","30367",0.00603674540682415
"55","30728",0.00250187640730548
"56","30728",0
"57","42246",0.00405268490374873
"58","41526",0.00385366912722536
"59","41522",0.00182370820668693
"60","41526",0.000759878419452888
"61","45123",0
"62","41526",0.00202634245187437
"63","35746",0
"64","30728",0.000759878419452888
"65","36830",0.000846023688663283
"66","36830",0.00138600138600139
"67","30367",0.00316455696202532
"68","34302",0
"69","42192",0
"70","37913",0.0156507413509061
"71","42969",0.00192502532928065
"72","29641",0.000613496932515337
"73","33977",0.000798722044728434
"74","41526",0.00119409465914025
"75","41526",0.000379939209726444
"76","41174",0.0053680981595092
"77","41532",0
"78","42242",0.00192122958693564
"79","42242",0.00288600288600289
"80","44040",0.00214822771213749
"81","29641",0.0162826420890937
"82","33256",0.00101867572156197
"83","41522",0.00202634245187437
"84","42242",0.00709219858156028
"85","43682",0.000759878419452888
"86","45123",0.00405268490374873
"87","41532",0.000993305123467827
"88","41532",0.00115740740740741
"89","41532",0.000713825181910288
"90","41532",0.00202634245187437
"91","41532",0
"92","41532",0.00248344370860927
"93","41532",0
"94","41532",0.000506585612968592
"95","41532",0.000379939209726444
"96","41532",0.00060790273556231
"97","41532",0
"98","41532",0.00091324200913242
"99","41882",0
"100","30728",0.00384615384615385
"101","37564",0
"102","41891",0.00261643118785976
"103","30359",0.00333333333333333
"104","42242",0.00288184438040346
"105","37222",0
"106","31064",0.00303951367781155
"107","32502",0
"108","38272",0.00202634245187437
"109","41532",0.00303951367781155
"110","41532",0.00202634245187437
"111","30728",0
"112","41156",0.00289017341040462
"113","41526",0
"114","42242",0.00672430355427474
"115","41156",0.000960614793467819
"116","42242",0
"117","48361",0
"118","41523",0.00149812734082397
"119","29640",0.00838414634146342
"120","30361",0.0131977884786874
"121","30721",0.0111690211676496
"122","30722",0.0115522481103405
"123","30723",0.0119299172389505
"124","30724",0.0117996511881404
"125","31441",0.0116692034500254
"126","31804",0.0105820105820106
"127","41532",0.00121580547112462
"128","42242",0.00151515151515152
"129","30724",0.00437710437710438
"130","36830",0.00784313725490196
"131","33256",0
"132","32502",0.00889929742388759
"133","32503",0.00416040100250627
"134","32502",0
"135","32503",0.0050314465408805
"136","32502",0.00475721528353107
"137","32503",0.00335964379680227
"138","32503",0.00208333333333333
"139","32503",0.000984236591729288
"140","32503",0.0403603603603604
"141","32502",0.000825082508250825
"142","32503",0.0039968849492659
"143","32503",0.00802139037433155
"144","32502",0.0062260915446511
"145","32503",0.00556425388413826
"146","32503",0
"147","41526",0.00260529743812419
"148","42242",0.00223713646532438
"149","43682",0.00506585612968592
"150","41522",0.00182370820668693
"151","42242",0.00151975683890578
"152","48349",0
"153","42242",0.00299850074962519
"154","48350",0.00192400192400192
"155","41526",0.00101317122593718
"156","33256",0.00436640654031958
"157","41174",0.00184049079754601
"158","32503",0.00205415499533147
"159","32502",0.00741677201854193
"160","32503",0.00836334533813525
"161","32502",0.000751503006012024
"162","32502",0.00172013017201302
"163","32502",0.00217108119843682
"164","32502",0.000217013888888889
"165","32502",0.00146327187591455
"166","32502",0.00303951367781155
"167","32502",0
"168","32502",0.00133511348464619
"169","42242",0
"170","41532",0
"171","36463",0.00107066381156317
"172","37184",0.00102406554019457
"173","30728",0.00202634245187437
"174","32502",0.00972862263184844
"175","28912",0.0108409321175279
"176","29268",0.0127938034188034
"177","29989",0.0106543138390272
"178","32885",0.00825010855405992
"179","32888",0.0105554020447637
"180","33243",0.0127659574468085
"181","33244",0.0106109168609169
"182","33246",0.00704524233935999
"183","33247",0.0107396149949341
"184","33600",0.00345456149119454
"185","33965",0.0129179331306991
"186","34331",0.0087895893367018
"187","34332",0.00202634245187437
"188","35757",0.00810536980749747
"189","35766",0.0101317122593718
"190","36118",0.00405268490374873
"191","36126",0.0104463272912471
"192","36131",0.00689318280503691
"193","36836",0.00164744645799012
"194","37924",0.00810536980749747
"195","29266",0.00202634245187437
"196","29268",0.00101317122593718
"197","29626",0.00584831834831835
"198","39370",0.011144883485309
