Species_name,Latitude,Longitude,GID,Accession_number
Ameerega_trivittata,-6.50874,-76.37325,102231129,DQ523091
Ameerega_cainarachi,-6.50874,-76.37325,102231135,DQ523094
Ameerega_hahneli,-13.52264,-71.96734,102231141,DQ523097
Ameerega_trivittata,-9.75,-73.5,102231143,DQ523098
Ameerega_trivittata,-6.50874,-76.37325,102231147,DQ523100
Ameerega_trivittata,-3.74912,-73.25383,102231149,DQ523101
Ameerega_hahneli,-6.50874,-76.37325,102231151,DQ523102
Ameerega_hahneli,-3.74912,-73.25383,102231153,DQ523103
Ameerega_trivittata,-3.74912,-73.25383,102231157,DQ523105
Ameerega_trivittata,-3.74912,-73.25383,102231159,DQ523106
Ameerega_hahneli,-13.52264,-71.96734,102231163,DQ523108
Allobates_femoralis,-3.74912,-73.25383,102231167,DQ523110
Ameerega_smaragdina,-10.5,-75.25,102231171,DQ523112
Ameerega_bassleri,-6.50874,-76.37325,102231173,DQ523113
Ameerega_pongoensis,-6.50874,-76.37325,102231175,DQ523114
Ameerega_bassleri,-6.50874,-76.37325,102231177,DQ523115
Ameerega_trivittata,-10.5,-75.25,102231179,DQ523116
Ameerega_trivittata,-9.29616,-75.99831,102231181,DQ523117
Ameerega_trivittata,-6.42329,-76.83734,102231187,DQ523120
Ameerega_trivittata,-3.74912,-73.25383,102231191,DQ523122
Ameerega_trivittata,-6.50874,-76.37325,102231195,DQ523124
Allobates_femoralis,-12,-70.25,102231197,DQ523125
Ameerega_hahneli,-12,-70.25,102231199,DQ523126
Ameerega_bassleri,-6.50874,-76.37325,102231201,DQ523127
Ameerega_trivittata,-6.50874,-76.37325,102231203,DQ523128
Ameerega_bassleri,-6.50874,-76.37325,102231207,DQ523130
Ameerega_hahneli,-3.74912,-73.25383,102231209,DQ523131
Allobates_femoralis,-3.74912,-73.25383,102231211,DQ523132
Ameerega_trivittata,-3.75,-64.5,102231217,DQ523135
Ameerega_trivittata,-3.74912,-73.25383,102231219,DQ523136
Ameerega_trivittata,-5,-78.23333,102231223,DQ523138
Allobates_femoralis,-13.52264,-71.96734,102231225,DQ523139
Ameerega_trivittata,-6.50874,-76.37325,102231229,DQ523141
Ameerega_bassleri,-6.50874,-76.37325,102231233,DQ523143
Ameerega_bilinguis,-0.56667,-80.41667,102231235,DQ523144
Ameerega_pongoensis,-6.50874,-76.37325,102231239,DQ523146
Ameerega_hahneli,-6.50874,-76.37325,102231245,DQ523149
Ameerega_bassleri,-6.50874,-76.37325,102231247,DQ523150
Ameerega_bassleri,-6.50874,-76.37325,102231253,DQ523153
Ameerega_silverstonei,-9.29616,-75.99831,102231255,DQ523154
Ameerega_bassleri,-6.50874,-76.37325,102231257,DQ523155
Ameerega_hahneli,-6.50874,-76.37325,102231259,DQ523156
Ameerega_bassleri,-6.50874,-76.37325,102231261,DQ523157
Ameerega_bassleri,-6.50874,-76.37325,102231263,DQ523158
Ameerega_simulans,-12,-70.25,102231265,DQ523159
Ameerega_simulans,-13.52264,-71.96734,102231267,DQ523160
Phytotriades_auratus,10.46114,-61.25702,104304339,DQ403733
Phytotriades_auratus,10.46114,-61.25702,104304341,DQ403734
Phytotriades_auratus,10.46114,-61.25702,104304343,DQ403735
Phytotriades_auratus,10.46114,-61.25702,104304345,DQ403736
Phytotriades_auratus,10.46114,-61.25702,104304347,DQ403737
Phytotriades_auratus,10.46114,-61.25702,104304349,DQ403738
Phytotriades_auratus,10.46114,-61.25702,104304351,DQ403739
Phytotriades_auratus,10.46114,-61.25702,104304353,DQ403740
Pelobates_cultripes,40.49292,-3.87371,108793322,NC_008144
Triturus_cristatus,54.75844,-2.69531,110704116,DQ821230
Triturus_cristatus,54.75844,-2.69531,110704120,DQ821232
Triturus_cristatus,54.75844,-2.69531,110704122,DQ821233
Anotheca_spinosa,16.75239,-95.36862,112382888,DQ830847
Triprion_petasatus,20.24086,-89.446,112382890,DQ830848
Smilisca_fodiens,27.08162,-108.9027,112382894,DQ830850
Smilisca_baudinii,16.474,-94.35147,112382896,DQ830851
Smilisca_phaeota,-0.27113,-79.46287,112382898,DQ830852
Smilisca_sila,9.93491,-84.07043,112382902,DQ830854
Plethodon_cinereus,38.5554,-78.39501,11245246,AF302845
Plethodon_cinereus,38.5554,-78.39501,11245248,AF302846
Plethodon_cinereus,38.5554,-78.39501,11245250,AF302847
Plethodon_cinereus,38.5554,-78.39501,11245252,AF302848
Plethodon_cinereus,38.5554,-78.39501,11245254,AF302849
Plethodon_cinereus,38.5554,-78.39501,11245256,AF302850
Plethodon_cinereus,38.5554,-78.39501,11245258,AF302851
Plethodon_cinereus,38.5554,-78.39501,11245260,AF302852
Plethodon_cinereus,47.048,-111.64303,11245262,AF302853
Plethodon_cinereus,47.048,-111.64303,11245264,AF302854
Plethodon_cinereus,47.048,-111.64303,11245266,AF302855
Plethodon_cinereus,47.048,-111.64303,11245268,AF302856
Plethodon_cinereus,47.048,-111.64303,11245270,AF302857
Plethodon_cinereus,47.048,-111.64303,11245272,AF302858
Plethodon_cinereus,47.048,-111.64303,11245274,AF302859
Plethodon_cinereus,47.048,-111.64303,11245276,AF302860
Plethodon_cinereus,47.048,-111.64303,11245278,AF302861
Plethodon_cinereus,38.5979,-78.37167,11245280,AF302862
Plethodon_cinereus,38.5979,-78.37167,11245282,AF302863
Plethodon_cinereus,38.5979,-78.37167,11245284,AF302864
Plethodon_cinereus,38.5979,-78.37167,11245286,AF302865
Plethodon_cinereus,38.5979,-78.37167,11245288,AF302866
Plethodon_cinereus,38.5979,-78.37167,11245290,AF302867
Plethodon_cinereus,38.5979,-78.37167,11245292,AF302868
Plethodon_cinereus,38.5979,-78.37167,11245294,AF302869
Plethodon_cinereus,38.5979,-78.37167,11245296,AF302870
Plethodon_shenandoah,38.5554,-78.39501,11245306,AF302875
Plethodon_shenandoah,38.5554,-78.39501,11245308,AF302876
Plethodon_shenandoah,38.5554,-78.39501,11245310,AF302877
Plethodon_shenandoah,38.5554,-78.39501,11245312,AF302878
Plethodon_shenandoah,38.5554,-78.39501,11245314,AF302879
Plethodon_shenandoah,38.5554,-78.39501,11245316,AF302880
Plethodon_shenandoah,38.5554,-78.39501,11245318,AF302881
Plethodon_shenandoah,38.5554,-78.39501,11245320,AF302882
Plethodon_shenandoah,38.5554,-78.39501,11245322,AF302883
Plethodon_shenandoah,38.5554,-78.39501,11245324,AF302884
Plethodon_shenandoah,47.048,-111.64303,11245326,AF302885
Plethodon_shenandoah,47.048,-111.64303,11245328,AF302886
Plethodon_shenandoah,47.048,-111.64303,11245330,AF302887
Plethodon_shenandoah,47.048,-111.64303,11245332,AF302888
Plethodon_shenandoah,47.048,-111.64303,11245334,AF302889
Plethodon_shenandoah,47.048,-111.64303,11245336,AF302890
Plethodon_shenandoah,47.048,-111.64303,11245338,AF302891
Plethodon_shenandoah,47.048,-111.64303,11245340,AF302892
Plethodon_shenandoah,47.048,-111.64303,11245342,AF302893
Plethodon_shenandoah,38.5979,-78.37167,11245344,AF302894
Plethodon_shenandoah,38.5979,-78.37167,11245346,AF302895
Plethodon_shenandoah,38.5979,-78.37167,11245348,AF302896
Plethodon_shenandoah,38.5979,-78.37167,11245350,AF302897
Plethodon_shenandoah,38.5979,-78.37167,11245352,AF302898
Plethodon_shenandoah,38.5979,-78.37167,11245354,AF302899
Plethodon_shenandoah,38.5979,-78.37167,11245356,AF302900
Plethodon_shenandoah,38.5979,-78.37167,11245358,AF302901
Plethodon_shenandoah,38.5979,-78.37167,11245360,AF302902
Mantella_haraldmeieri,-24.98333,46.91667,114329329,DQ889357
Mantella_haraldmeieri,-24.98333,46.91667,114329331,DQ889358
Mantella_haraldmeieri,-24.98333,46.91667,114329333,DQ889359
Mantella_haraldmeieri,-24.98333,46.91667,114329335,DQ889360
Mantella_haraldmeieri,-24.98333,46.91667,114329337,DQ889361
Mantella_haraldmeieri,-24.98333,46.91667,114329339,DQ889362
Mantella_nigricans,-15.18333,48.08333,114329373,DQ889379
Mantella_nigricans,-15.18333,48.08333,114329375,DQ889380
Mantella_nigricans,-15.18333,48.08333,114329377,DQ889381
Mantella_nigricans,-15.18333,48.08333,114329379,DQ889382
Mantella_nigricans,-15.18333,48.08333,114329381,DQ889383
Mantella_baroni,-21.38333,47.46667,114329409,DQ889397
Mantella_baroni,-21.38333,47.46667,114329411,DQ889398
Mantella_baroni,17.5,-92.78333,114329413,DQ889399
Mantella_baroni,17.5,-92.78333,114329415,DQ889400
Mantella_baroni,17.5,-92.78333,114329417,DQ889401
Mantella_baroni,17.5,-92.78333,114329419,DQ889402
Mantella_baroni,17.5,-92.78333,114329423,DQ889404
Mantella_baroni,17.5,-92.78333,114329425,DQ889405
Mantella_baroni,17.5,-92.78333,114329427,DQ889406
Mantella_baroni,17.5,-92.78333,114329473,DQ889429
Gephyromantis_redimitus,-23.25,47.45,115183988,DQ901379
Gephyromantis_redimitus,-18.83473,48.45881,115183990,DQ901380
Boehmantis_microtympanum,-24.96667,46.96667,115183992,DQ901381
Mantidactylus_charlotteae,-15.43333,49.8,115183994,DQ901382
Boophis_idae,-18.93333,48.41667,115183996,DQ901383
Gephyromantis_rivicola,-15.43333,49.8,115184002,DQ901386
Pelophylax_nigromaculatus,48.49,127.57,117163764,AJ880539
Pelophylax_nigromaculatus,48.49,127.57,117163766,AJ880540
Pelophylax_nigromaculatus,48.49,127.57,117163768,AJ880541
Pelophylax_nigromaculatus,48.49,127.57,117163770,AJ880542
Pelophylax_nigromaculatus,48.49,127.57,117163772,AJ880543
Pelophylax_nigromaculatus,48.49,127.57,117163774,AJ880544
Pelophylax_nigromaculatus,48.49,127.57,117163776,AJ880545
Pelophylax_nigromaculatus,48.49,127.57,117163778,AJ880546
Pelophylax_nigromaculatus,48.49,127.57,117163780,AJ880547
Pelophylax_nigromaculatus,48.49,127.57,117163782,AJ880548
Pelophylax_nigromaculatus,48.49,127.57,117163784,AJ880549
Pelophylax_nigromaculatus,48.49,127.57,117163786,AJ880550
Pelophylax_nigromaculatus,48.49,127.57,117163788,AJ880551
Pelophylax_nigromaculatus,48.49,127.57,117163790,AJ880552
Pelophylax_nigromaculatus,48.49,127.57,117163792,AJ880553
Pelophylax_nigromaculatus,48.49,127.57,117163794,AJ880554
Pelophylax_nigromaculatus,48.49,127.57,117163796,AJ880555
Pelophylax_nigromaculatus,43.85083,126.56028,117163798,AJ880556
Pelophylax_nigromaculatus,43.85083,126.56028,117163800,AJ880557
Pelophylax_nigromaculatus,43.85083,126.56028,117163802,AJ880558
Pelophylax_nigromaculatus,43.85083,126.56028,117163804,AJ880559
Pelophylax_nigromaculatus,43.85083,126.56028,117163806,AJ880560
Pelophylax_nigromaculatus,43.85083,126.56028,117163808,AJ880561
Pelophylax_nigromaculatus,43.85083,126.56028,117163810,AJ880562
Pelophylax_nigromaculatus,43.85083,126.56028,117163812,AJ880563
Pelophylax_nigromaculatus,43.85083,126.56028,117163814,AJ880564
Pelophylax_nigromaculatus,43.85083,126.56028,117163816,AJ880565
Pelophylax_nigromaculatus,43.85083,126.56028,117163818,AJ880566
Pelophylax_nigromaculatus,39.9075,116.39723,117163830,AJ880572
Pelophylax_nigromaculatus,39.9075,116.39723,117163832,AJ880573
Pelophylax_nigromaculatus,39.9075,116.39723,117163834,AJ880574
Pelophylax_nigromaculatus,39.9075,116.39723,117163836,AJ880575
Pelophylax_nigromaculatus,39.9075,116.39723,117163838,AJ880576
Pelophylax_nigromaculatus,39.9075,116.39723,117163840,AJ880577
Pelophylax_nigromaculatus,40.28464,120.48412,117163842,AJ880578
Pelophylax_nigromaculatus,40.28464,120.48412,117163844,AJ880579
Pelophylax_nigromaculatus,40.28464,120.48412,117163846,AJ880580
Pelophylax_nigromaculatus,40.28464,120.48412,117163848,AJ880581
Pelophylax_nigromaculatus,40.28464,120.48412,117163850,AJ880582
Pelophylax_nigromaculatus,33,120,117163852,AJ880583
Pelophylax_nigromaculatus,33,120,117163854,AJ880584
Pelophylax_nigromaculatus,33,120,117163856,AJ880585
Pelophylax_nigromaculatus,33,120,117163858,AJ880586
Pelophylax_nigromaculatus,33,120,117163860,AJ880587
Pelophylax_nigromaculatus,33,120,117163862,AJ880588
Pelophylax_nigromaculatus,33,120,117163864,AJ880589
Pelophylax_nigromaculatus,33,120,117163866,AJ880590
Pelophylax_nigromaculatus,33,120,117163868,AJ880591
Pelophylax_nigromaculatus,33,120,117163870,AJ880592
Pelophylax_nigromaculatus,33,120,117163872,AJ880593
Pelophylax_nigromaculatus,33,120,117163874,AJ880594
Pelophylax_nigromaculatus,33,120,117163876,AJ880595
Pelophylax_nigromaculatus,33,120,117163878,AJ880596
Pelophylax_nigromaculatus,33,120,117163880,AJ880597
Pelophylax_nigromaculatus,33,120,117163882,AJ880598
Pelophylax_nigromaculatus,33,120,117163884,AJ880599
Pelophylax_nigromaculatus,33,120,117163886,AJ880600
Pelophylax_nigromaculatus,33,120,117163888,AJ880601
Pelophylax_nigromaculatus,33,120,117163890,AJ880602
Pelophylax_nigromaculatus,33,120,117163892,AJ880603
Pelophylax_nigromaculatus,33,120,117163894,AJ880604
Pelophylax_nigromaculatus,33,120,117163896,AJ880605
Pelophylax_nigromaculatus,33,120,117163898,AJ880606
Pelophylax_nigromaculatus,33,120,117163900,AJ880607
Pelophylax_nigromaculatus,33,120,117163902,AJ880608
Pelophylax_nigromaculatus,33,120,117163904,AJ880609
Pelophylax_nigromaculatus,33,120,117163906,AJ880610
Pelophylax_nigromaculatus,33,120,117163908,AJ880611
Pelophylax_nigromaculatus,33,120,117163910,AJ880612
Pelophylax_nigromaculatus,33,120,117163912,AJ880613
Pelophylax_nigromaculatus,33,120,117163914,AJ880614
Pelophylax_nigromaculatus,33,120,117163916,AJ880615
Pelophylax_nigromaculatus,33,120,117163918,AJ880616
Pelophylax_nigromaculatus,33,120,117163920,AJ880617
Pelophylax_nigromaculatus,33,120,117163922,AJ880618
Pelophylax_nigromaculatus,33,120,117163924,AJ880619
Pelophylax_nigromaculatus,33,120,117163926,AJ880620
Pelophylax_nigromaculatus,33,120,117163928,AJ880621
Pelophylax_nigromaculatus,33,120,117163930,AJ880622
Pelophylax_nigromaculatus,33,120,117163932,AJ880623
Pelophylax_nigromaculatus,33,120,117163934,AJ880624
Pelophylax_nigromaculatus,33,120,117163936,AJ880625
Pelophylax_nigromaculatus,33,120,117163938,AJ880626
Pelophylax_nigromaculatus,33,120,117163940,AJ880627
Pelophylax_nigromaculatus,33,120,117163942,AJ880628
Pelophylax_nigromaculatus,33,120,117163944,AJ880629
Pelophylax_nigromaculatus,33,120,117163946,AJ880630
Pelophylax_nigromaculatus,33,120,117163948,AJ880631
Pelophylax_nigromaculatus,33,120,117163950,AJ880632
Pelophylax_nigromaculatus,33,120,117163952,AJ880633
Pelophylax_nigromaculatus,33,120,117163954,AJ880634
Pelophylax_nigromaculatus,33,120,117163956,AJ880635
Pelophylax_nigromaculatus,33,120,117163958,AJ880636
Pelophylax_nigromaculatus,31.22222,121.45806,117163960,AJ880637
Pelophylax_nigromaculatus,31.22222,121.45806,117163962,AJ880638
Pelophylax_nigromaculatus,31.22222,121.45806,117163964,AJ880639
Pelophylax_nigromaculatus,31.22222,121.45806,117163966,AJ880640
Pelophylax_nigromaculatus,31.22222,121.45806,117163968,AJ880641
Pelophylax_nigromaculatus,31.22222,121.45806,117163970,AJ880642
Pelophylax_nigromaculatus,31.22222,121.45806,117163972,AJ880643
Pelophylax_nigromaculatus,31.22222,121.45806,117163974,AJ880644
Pelophylax_nigromaculatus,31.22222,121.45806,117163976,AJ880645
Pelophylax_nigromaculatus,31.22222,121.45806,117163978,AJ880646
Pelophylax_nigromaculatus,31.22222,121.45806,117163980,AJ880647
Pelophylax_nigromaculatus,29,120,117163982,AJ880648
Pelophylax_nigromaculatus,29,120,117163984,AJ880649
Pelophylax_nigromaculatus,29,120,117163986,AJ880650
Pelophylax_nigromaculatus,29,120,117163988,AJ880651
Pelophylax_nigromaculatus,29,120,117163990,AJ880652
Pelophylax_nigromaculatus,29,120,117163992,AJ880653
Pelophylax_nigromaculatus,29,120,117163994,AJ880654
Pelophylax_nigromaculatus,23.26561,116.05425,117163996,AJ880655
Pelophylax_nigromaculatus,23.26561,116.05425,117163998,AJ880656
Pelophylax_nigromaculatus,23.26561,116.05425,117164000,AJ880657
Pelophylax_nigromaculatus,23.26561,116.05425,117164002,AJ880658
Pelophylax_nigromaculatus,23.26561,116.05425,117164004,AJ880659
Pelophylax_nigromaculatus,23.26561,116.05425,117164006,AJ880660
Pelophylax_nigromaculatus,23.26561,116.05425,117164008,AJ880661
Pelophylax_nigromaculatus,23.26561,116.05425,117164010,AJ880662
Pelophylax_nigromaculatus,23.26561,116.05425,117164012,AJ880663
Pelophylax_nigromaculatus,23.26561,116.05425,117164014,AJ880664
Pelophylax_nigromaculatus,26.06139,119.30611,117164016,AJ880665
Pelophylax_nigromaculatus,26.06139,119.30611,117164018,AJ880666
Pelophylax_nigromaculatus,26.06139,119.30611,117164020,AJ880667
Pelophylax_nigromaculatus,26.06139,119.30611,117164022,AJ880668
Pelophylax_nigromaculatus,26.06139,119.30611,117164024,AJ880669
Pelophylax_nigromaculatus,26.06139,119.30611,117164026,AJ880670
Pelophylax_nigromaculatus,32.09142,120.24205,117164028,AJ880671
Pelophylax_nigromaculatus,32.09142,120.24205,117164030,AJ880672
Pelophylax_nigromaculatus,32.09142,120.24205,117164032,AJ880673
Pelophylax_nigromaculatus,32.09142,120.24205,117164034,AJ880674
Pelophylax_nigromaculatus,32.09142,120.24205,117164036,AJ880675
Pelophylax_nigromaculatus,30.5,102.5,117164038,AJ880676
Pelophylax_nigromaculatus,30.5,102.5,117164040,AJ880677
Andrias_davidianus,30.5,102.5,11907796,AF255414
Andrias_davidianus,31.97191,104.29346,11907798,AF255415
Andrias_davidianus,29.12944,110.47833,11907800,AF255416
Andrias_davidianus,29.71139,118.3125,11907802,AF255417
Andrias_davidianus,29.71139,118.3125,11907804,AF255418
Andrias_davidianus,29.12944,110.47833,11907806,AF255419
Andrias_davidianus,30.5,102.5,11907808,AF255420
Andrias_davidianus,24.90531,111.29101,11907810,AF255421
Andrias_davidianus,29.12944,110.47833,11907812,AF255422
Andrias_davidianus,29.71139,118.3125,11907816,AF255424
Andrias_davidianus,34.38228,109.47042,11907818,AF255425
Andrias_davidianus,22.76943,113.62159,11907820,AF255426
Andrias_davidianus,29.71139,118.3125,11907822,AF255427
Andrias_davidianus,34.38228,109.47042,11907824,AF255428
Andrias_davidianus,22.76943,113.62159,11907826,AF255429
Andrias_davidianus,32.21459,106.26095,11907828,AF255430
Plethodon_websteri,33.89955,-82.30988,119709957,DQ994903
Plethodon_websteri,33.89955,-82.30988,119709959,DQ994904
Bolitoglossa_mexicana,14.91667,-85.91667,12003999,AF212977
Bolitoglossa_mexicana,21.73278,-98.18833,12004001,AF212978
Bolitoglossa_mexicana,16.76231,-93.37476,12004003,AF212979
Bolitoglossa_yucatana,20.48298,-87.73888,12004005,AF212980
Bolitoglossa_platydactyla,18.87642,-97.02171,12004007,AF212981
Bolitoglossa_striatula,9.90467,-83.68352,12004009,AF212982
Bolitoglossa_flaviventris,15.11675,-92.30325,12004011,AF212983
Bolitoglossa_adspersa,5.30933,-73.81575,12004013,AF212984
Bolitoglossa_morio,14.93333,-91.81667,12004017,AF212986
Bolitoglossa_engelhardti,14.96389,-91.79444,12004019,AF212987
Bolitoglossa_dofleini,15.48333,-89.86667,12004021,AF212988
Mantella_expectata,-19.73333,45.43333,121822884,EF179634
Mantella_expectata,-19.73333,45.43333,121822886,EF179635
Mantella_expectata,-19.73333,45.43333,121822888,EF179636
Mantella_expectata,-19.73333,45.43333,121822890,EF179637
Mantella_viridis,-12.36667,49.36667,121822892,EF179638
Mantella_viridis,-12.36667,49.36667,121822894,EF179639
Mantella_viridis,-12.36667,49.36667,121822898,EF179641
Mantella_viridis,-12.36667,49.36667,121822900,EF179642
Mantella_viridis,-12.36667,49.36667,121822902,EF179643
Mantella_viridis,-12.36667,49.36667,121822904,EF179644
Mantella_viridis,-12.36667,49.36667,121822908,EF179646
Mantella_viridis,-12.36667,49.36667,121822910,EF179647
Mantella_viridis,-12.36667,49.21667,121822912,EF179648
Mantella_viridis,-12.36667,49.21667,121822914,EF179649
Mantella_viridis,-12.36667,49.21667,121822916,EF179650
Mantella_viridis,-12.36667,49.21667,121822918,EF179651
Mantella_betsileo,-20.86667,43.93333,121822938,EF179661
Mantella_betsileo,-20.86667,43.93333,121822940,EF179662
Mantella_betsileo,-20.86667,43.93333,121822942,EF179663
Mantella_betsileo,-20.86667,43.93333,121822944,EF179664
Mantella_betsileo,-20.86667,43.93333,121822946,EF179665
Mantella_betsileo,-20.86667,43.93333,121822948,EF179666
Mantella_betsileo,-20.86667,43.93333,121822950,EF179667
Mantella_betsileo,-20.86667,43.93333,121822952,EF179668
Mantella_betsileo,-20.86667,43.93333,121822954,EF179669
Mantella_betsileo,-20.86667,43.93333,121822956,EF179670
Mantella_betsileo,-20.86667,43.93333,121822958,EF179671
Mantella_betsileo,-20.86667,43.93333,121822960,EF179672
Mantella_betsileo,-20.86667,43.93333,121822962,EF179673
Mantella_betsileo,-19.6,46.05,121822974,EF179679
Mantella_betsileo,-19.73333,45.43333,121822976,EF179680
Mantella_betsileo,-19.73333,45.43333,121822978,EF179681
Mantella_ebenaui,-16.83333,49.91667,121822982,EF179683
Mantella_ebenaui,-16.83333,49.91667,121822984,EF179684
Mantella_ebenaui,-16.83333,49.91667,121822986,EF179685
Mantella_ebenaui,-16.83333,49.91667,121822988,EF179686
Mantella_ebenaui,-16.83333,49.91667,121822990,EF179687
Mantella_ebenaui,-16.83333,49.91667,121822992,EF179688
Mantella_ebenaui,-16.83333,49.91667,121822994,EF179689
Mantella_ebenaui,-17,44.66667,121822996,EF179690
Mantella_ebenaui,-13.31421,48.25899,121822998,EF179691
Mantella_ebenaui,-16.26667,45.36667,121823000,EF179692
Mantella_ebenaui,-16.26667,45.36667,121823002,EF179693
Mantella_laevigata,-15.5,49.76667,121823020,EF179702
Eurycea_lucifuga,35.15496,-86.09218,124298216,EF044239
Eurycea_lucifuga,35.15496,-86.09218,124298218,EF044240
Eurycea_lucifuga,35.15496,-86.09218,124298220,EF044241
Eurycea_lucifuga,35.15496,-86.09218,124298222,EF044242
Eurycea_lucifuga,35.15496,-86.09218,124298224,EF044243
Eurycea_lucifuga,35.15496,-86.09218,124298226,EF044244
Eurycea_lucifuga,35.15496,-86.09218,124298228,EF044245
Eurycea_lucifuga,35.15496,-86.09218,124298230,EF044246
Eurycea_lucifuga,35.15496,-86.09218,124298232,EF044247
Eurycea_lucifuga,35.15496,-86.09218,124298234,EF044248
Bombina_variegata,45.8,24.15,124301348,EF212448
Bombina_variegata,45.8,24.15,124301350,EF212449
Bombina_variegata,45.8,24.15,124301352,EF212450
Bombina_variegata,45.8,24.15,124301354,EF212451
Bombina_variegata,45.08333,28.31667,124301356,EF212452
Bombina_variegata,45.08333,28.31667,124301358,EF212453
Bombina_variegata,45.08333,28.31667,124301360,EF212454
Bombina_variegata,44.4,25.33333,124301368,EF212458
Bombina_variegata,44.4,25.33333,124301370,EF212459
Bombina_variegata,45.33798,24.78943,124301372,EF212460
Bombina_variegata,45.33798,24.78943,124301374,EF212461
Bombina_variegata,45.33798,24.78943,124301376,EF212462
Bombina_variegata,44.47142,10.43985,124301386,EF212467
Bombina_variegata,44.47142,10.43985,124301388,EF212468
Bombina_variegata,44.47142,10.43985,124301390,EF212469
Bombina_variegata,45.15,25.8,124301394,EF212471
Bombina_variegata,45.16667,26,124301396,EF212472
Bombina_variegata,44.47142,10.43985,124301398,EF212473
Bombina_variegata,44.47142,10.43985,124301400,EF212474
Bombina_variegata,44.47142,10.43985,124301402,EF212475
Bombina_variegata,45.35,25.55,124301410,EF212479
Bombina_variegata,45.35,25.55,124301412,EF212480
Bombina_variegata,45.35,25.55,124301414,EF212481
Bombina_variegata,45.35,25.55,124301416,EF212482
Bombina_variegata,45.35,25.55,124301418,EF212483
Bombina_variegata,45.5,25.56667,124301420,EF212484
Bombina_variegata,45.5,25.56667,124301422,EF212485
Bombina_variegata,45.5,25.56667,124301424,EF212486
Bombina_variegata,47.14356,26.27652,124301426,EF212487
Bombina_variegata,47.14356,26.27652,124301428,EF212488
Bombina_variegata,45.3,23.26667,124301430,EF212489
Bombina_variegata,45.3,23.26667,124301432,EF212490
Bombina_variegata,45.3,23.26667,124301434,EF212491
Bombina_variegata,44.80333,22.97194,124301436,EF212492
Bombina_variegata,46.76667,23.6,124301438,EF212493
Bombina_variegata,46.76667,23.6,124301440,EF212494
Bombina_variegata,46.76667,23.6,124301442,EF212495
Bombina_bombina,46.76667,23.6,124301444,EF212496
Bombina_bombina,46.76667,23.6,124301446,EF212497
Bombina_bombina,46.76667,23.6,124301448,EF212498
Bombina_bombina,44.95,24.25,124301452,EF212500
Bombina_bombina,44.95,24.25,124301454,EF212501
Bombina_bombina,44.43225,26.10626,124301456,EF212502
Bombina_bombina,44.43225,26.10626,124301458,EF212503
Bombina_bombina,44.43225,26.10626,124301460,EF212504
Bombina_bombina,44.43225,26.10626,124301462,EF212505
Bombina_bombina,44.6996,28.51383,124301464,EF212506
Bombina_bombina,44.25,27,124301466,EF212507
Bombina_bombina,44.38333,27.83333,124301468,EF212508
Bombina_bombina,49.26223,23.85609,124301470,EF212509
Bombina_bombina,49.26223,23.85609,124301472,EF212510
Bombina_bombina,49.26223,23.85609,124301474,EF212511
Bombina_bombina,49.26223,23.85609,124301476,EF212512
Bombina_bombina,49.26223,23.85609,124301478,EF212513
Bombina_variegata,49.26223,23.85609,124301480,EF212514
Bombina_variegata,49.26223,23.85609,124301482,EF212515
Bombina_variegata,49.26223,23.85609,124301484,EF212516
Bombina_variegata,49.26223,23.85609,124301486,EF212517
Bombina_variegata,49.26223,23.85609,124301488,EF212518
Bombina_variegata,49.26223,23.85609,124301490,EF212519
Bombina_variegata,49.26223,23.85609,124301492,EF212520
Bombina_variegata,49.26223,23.85609,124301494,EF212521
Bombina_variegata,49.26223,23.85609,124301496,EF212522
Bombina_variegata,49.26223,23.85609,124301498,EF212523
Bombina_variegata,49.26223,23.85609,124301500,EF212524
Bombina_variegata,49.26223,23.85609,124301502,EF212525
Bombina_variegata,49.26223,23.85609,124301504,EF212526
Bombina_variegata,49.26223,23.85609,124301506,EF212527
Bombina_variegata,48.62436,23.35737,124301510,EF212529
Bombina_variegata,48.62436,23.35737,124301512,EF212530
Bombina_bombina,50.45466,30.5238,124301526,EF212537
Bombina_bombina,50.45466,30.5238,124301528,EF212538
Bombina_bombina,50.45466,30.5238,124301530,EF212539
Bombina_bombina,50.45466,30.5238,124301532,EF212540
Bombina_bombina,45.40214,29.58595,124301534,EF212541
Bombina_bombina,45.40214,29.58595,124301536,EF212542
Bombina_bombina,45.40214,29.58595,124301538,EF212543
Bombina_bombina,45.04484,38.97603,124301540,EF212544
Bombina_bombina,50.08283,19.84837,124301542,EF212545
Bombina_bombina,50.08283,19.84837,124301544,EF212546
Bombina_bombina,53.67892,18.84387,124301546,EF212547
Bombina_variegata,50.01491,19.80953,124301556,EF212552
Bombina_variegata,50.01491,19.80953,124301558,EF212553
Bombina_bombina,50.01491,19.80953,124301560,EF212554
Bombina_bombina,50.01491,19.80953,124301562,EF212555
Bombina_bombina,50.06143,19.93658,124301564,EF212556
Bombina_bombina,50.06143,19.93658,124301566,EF212557
Bombina_variegata,49.95398,19.79668,124301568,EF212558
Bombina_variegata,49.95398,19.79668,124301570,EF212559
Bombina_variegata,49.80075,19.58765,124301572,EF212560
Bombina_variegata,49.80075,19.58765,124301574,EF212561
Bombina_bombina,49.9472,22.82375,124301576,EF212562
Bombina_bombina,49.86354,22.88068,124301578,EF212563
