Species_name,Latitude,Longitude,GID,Accession_number
Ensatina_eschscholtzii,37.125,-121.942,203283722,FJ151922
Ensatina_eschscholtzii,37.125,-121.942,203283724,FJ151923
Ensatina_eschscholtzii,37.125,-121.942,203283726,FJ151924
Ensatina_eschscholtzii,37.125,-121.942,203283728,FJ151925
Ensatina_eschscholtzii,37.125,-121.942,203283730,FJ151926
Ensatina_eschscholtzii,37.125,-121.942,203283732,FJ151927
Ensatina_eschscholtzii,37.125,-121.942,203283734,FJ151928
Ensatina_eschscholtzii,37.117,-121.942,203283736,FJ151929
Ensatina_eschscholtzii,37.04611,-121.75194,203283738,FJ151930
Ensatina_eschscholtzii,37.01444,-121.71667,203283740,FJ151931
Ensatina_eschscholtzii,37.01444,-121.71667,203283742,FJ151932
Ensatina_eschscholtzii,37.01444,-121.71667,203283744,FJ151933
Ensatina_eschscholtzii,37.01444,-121.71667,203283746,FJ151934
Ensatina_eschscholtzii,37.01444,-121.71667,203283748,FJ151935
Ensatina_eschscholtzii,37.01444,-121.71667,203283750,FJ151936
Ensatina_eschscholtzii,37.01444,-121.71667,203283752,FJ151937
Ensatina_eschscholtzii,37.01444,-121.71667,203283754,FJ151938
Ensatina_eschscholtzii,37.01444,-121.71667,203283756,FJ151939
Ensatina_eschscholtzii,37.01444,-121.71667,203283758,FJ151940
Ensatina_eschscholtzii,37.00379,-121.67847,203283760,FJ151941
Ensatina_eschscholtzii,37.00379,-121.67847,203283762,FJ151942
Ensatina_eschscholtzii,37.00379,-121.67847,203283764,FJ151943
Ensatina_eschscholtzii,37.00379,-121.67847,203283766,FJ151944
Ensatina_eschscholtzii,37.00379,-121.67847,203283768,FJ151945
Ensatina_eschscholtzii,36.99644,-122.05676,203283770,FJ151946
Ensatina_eschscholtzii,36.99472,-121.74361,203283772,FJ151947
Ensatina_eschscholtzii,36.9913,-121.69943,203283774,FJ151948
Ensatina_eschscholtzii,36.9913,-121.69943,203283776,FJ151949
Ensatina_eschscholtzii,36.97927,-121.71059,203283778,FJ151950
Ensatina_eschscholtzii,36.917,-121.667,203283780,FJ151951
Ensatina_eschscholtzii,36.85724,-121.59588,203283782,FJ151952
Ensatina_eschscholtzii,36.80216,-121.49906,203283784,FJ151953
Ensatina_eschscholtzii,36.60021,-121.89253,203283786,FJ151954
Ensatina_eschscholtzii,36.5855,-121.86767,203283788,FJ151955
Ensatina_eschscholtzii,36.5855,-121.86767,203283790,FJ151956
Ensatina_eschscholtzii,36.575,-121.875,203283792,FJ151957
Ensatina_eschscholtzii,36.331,-121.86131,203283794,FJ151958
Ensatina_eschscholtzii,36.10204,-121.60341,203283796,FJ151959
Ensatina_eschscholtzii,36.08573,-121.17417,203283798,FJ151960
Ensatina_eschscholtzii,36.08193,-120.48024,203283800,FJ151961
Ensatina_eschscholtzii,35.885,-121.41194,203283802,FJ151962
Ensatina_eschscholtzii,39.6999,-121.278,203283808,FJ151965
Ensatina_eschscholtzii,40.40215,-121.8109,203283812,FJ151967
Ensatina_eschscholtzii,37.9581,-120.15226,203283814,FJ151968
Ensatina_eschscholtzii,37.9341,-119.96097,203283816,FJ151969
Ensatina_eschscholtzii,37.79806,-119.09975,203283822,FJ151972
Ensatina_eschscholtzii,37.79528,-120.18222,203283824,FJ151973
Ensatina_eschscholtzii,37.78531,-120.15531,203283826,FJ151974
Ensatina_eschscholtzii,37.77333,-120.18389,203283828,FJ151975
Ensatina_eschscholtzii,37.76528,-120.135,203283830,FJ151976
Ensatina_eschscholtzii,37.75472,-120.11722,203283832,FJ151977
Ensatina_eschscholtzii,37.74303,-119.76953,203283834,FJ151978
Ensatina_eschscholtzii,37.73275,-119.61047,203283836,FJ151979
Ensatina_eschscholtzii,37.72722,-119.54278,203283838,FJ151980
Ensatina_eschscholtzii,37.72692,-119.53339,203283840,FJ151981
Ensatina_eschscholtzii,37.72156,-119.62575,203283842,FJ151982
Ensatina_eschscholtzii,37.72156,-119.62575,203283844,FJ151983
Ensatina_eschscholtzii,37.71511,-119.65111,203283846,FJ151984
Ensatina_eschscholtzii,37.71511,-119.65111,203283848,FJ151985
Ensatina_eschscholtzii,37.69005,-119.77364,203283850,FJ151986
Ensatina_eschscholtzii,37.69303,-119.76758,203283852,FJ151987
Ensatina_eschscholtzii,37.61364,-119.68347,203283854,FJ151988
Ensatina_eschscholtzii,37.54031,-119.65375,203283856,FJ151989
Ensatina_eschscholtzii,37.40165,-119.59011,203283858,FJ151990
Ensatina_eschscholtzii,37.3961,-119.6253,203283860,FJ151991
Ensatina_eschscholtzii,37.3961,-119.6253,203283862,FJ151992
Ensatina_eschscholtzii,37.3966,-119.6277,203283864,FJ151993
Ensatina_eschscholtzii,37.3966,-119.6277,203283866,FJ151994
Ensatina_eschscholtzii,37.3819,-119.6096,203283868,FJ151995
Ensatina_eschscholtzii,37.3805,-119.6119,203283870,FJ151996
Ensatina_eschscholtzii,37.3805,-119.6119,203283872,FJ151997
Ensatina_eschscholtzii,36.77047,-118.70742,203283874,FJ151998
Ensatina_eschscholtzii,36.71394,-118.98439,203283876,FJ151999
Ensatina_eschscholtzii,36.69583,-118.91317,203283878,FJ152000
Ensatina_eschscholtzii,36.54611,-118.89694,203283880,FJ152001
Ensatina_eschscholtzii,36.38222,-118.87,203283882,FJ152002
Onychodactylus_japonicus,41.35271,140.85517,206596797,AB452811
Onychodactylus_japonicus,40.58728,140.57107,206596799,AB452812
Onychodactylus_japonicus,40.58728,140.57107,206596801,AB452813
Onychodactylus_japonicus,40.58728,140.57107,206596803,AB452814
Onychodactylus_japonicus,40.06877,141.79516,206596805,AB452815
Onychodactylus_japonicus,39.64691,141.94057,206596811,AB452818
Onychodactylus_japonicus,39.12962,141.09479,206596815,AB452820
Onychodactylus_japonicus,39.9679,140.31362,206596817,AB452821
Onychodactylus_japonicus,39.29336,140.16498,206596821,AB452823
Onychodactylus_japonicus,39.29336,140.16498,206596823,AB452824
Onychodactylus_japonicus,39.29336,140.16498,206596825,AB452825
Onychodactylus_japonicus,39.29336,140.16498,206596827,AB452826
Onychodactylus_japonicus,38.9,141.58333,206596829,AB452827
Onychodactylus_japonicus,38.91667,139.855,206596839,AB452832
Onychodactylus_japonicus,38.91667,139.855,206596841,AB452833
Onychodactylus_japonicus,38.24907,140.37272,206596845,AB452835
Onychodactylus_japonicus,38.24907,140.37272,206596847,AB452836
Onychodactylus_japonicus,38.24907,140.37272,206596849,AB452837
Onychodactylus_japonicus,38.24907,140.37272,206596851,AB452838
Onychodactylus_japonicus,38.13333,140.33333,206596853,AB452839
Onychodactylus_japonicus,38.13333,140.33333,206596855,AB452840
Onychodactylus_japonicus,37.91,140.11667,206596859,AB452842
Onychodactylus_japonicus,37.58402,140.49543,206596861,AB452843
Onychodactylus_japonicus,37.4,140.38333,206596865,AB452845
Onychodactylus_japonicus,37.05,140.88333,206596867,AB452846
Onychodactylus_japonicus,37.12225,140.24963,206596871,AB452848
Onychodactylus_japonicus,37.12225,140.24963,206596873,AB452849
Onychodactylus_japonicus,36.83987,140.68736,206596885,AB452855
Onychodactylus_japonicus,36.83987,140.68736,206596887,AB452856
Onychodactylus_japonicus,36.32746,140.10792,206596889,AB452857
Onychodactylus_japonicus,36.32746,140.10792,206596891,AB452858
Onychodactylus_japonicus,36.32746,140.10792,206596893,AB452859
Onychodactylus_japonicus,36.32746,140.10792,206596895,AB452860
Onychodactylus_japonicus,36.96626,137.89402,206596911,AB452868
Onychodactylus_japonicus,36.75,139.61667,206596913,AB452869
Onychodactylus_japonicus,34.97159,138.94643,206596925,AB452875
Onychodactylus_japonicus,35.21667,138.61667,206596927,AB452876
Onychodactylus_japonicus,34.97694,138.38306,206596929,AB452877
Onychodactylus_japonicus,36.65139,138.18111,206596933,AB452879
Onychodactylus_japonicus,36.65139,138.18111,206596935,AB452880
Onychodactylus_japonicus,36.40265,138.28161,206596937,AB452881
Onychodactylus_japonicus,36.23333,137.96667,206596939,AB452882
Onychodactylus_japonicus,36.55146,137.29872,206596943,AB452884
Onychodactylus_japonicus,35.60853,137.23547,206596945,AB452885
Onychodactylus_japonicus,35.60853,137.23547,206596947,AB452886
Onychodactylus_japonicus,35.56656,137.47433,206596949,AB452887
Onychodactylus_japonicus,35.08333,137.15,206596951,AB452888
Onychodactylus_japonicus,26.42333,127.82139,206596953,AB452889
Onychodactylus_japonicus,26.42333,127.82139,206596955,AB452890
Onychodactylus_japonicus,36.16406,136.25544,206596957,AB452891
Onychodactylus_japonicus,36.16406,136.25544,206596959,AB452892
Onychodactylus_japonicus,36.16406,136.25544,206596961,AB452893
Onychodactylus_japonicus,36.16406,136.25544,206596963,AB452894
Onychodactylus_japonicus,35.90837,136.61696,206596965,AB452895
Onychodactylus_japonicus,35.90837,136.61696,206596967,AB452896
Onychodactylus_japonicus,35.90837,136.61696,206596969,AB452897
Onychodactylus_japonicus,35.88946,136.17723,206596971,AB452898
Onychodactylus_japonicus,35.42256,136.26272,206596977,AB452901
Onychodactylus_japonicus,35.00444,135.86833,206596983,AB452904
Onychodactylus_japonicus,35.00444,135.86833,206596985,AB452905
Onychodactylus_japonicus,35.00444,135.86833,206596987,AB452906
Onychodactylus_japonicus,35.00444,135.86833,206596989,AB452907
Onychodactylus_japonicus,35.00444,135.86833,206596991,AB452908
Onychodactylus_japonicus,35.00444,135.86833,206596993,AB452909
Onychodactylus_japonicus,34.73028,136.50861,206596995,AB452910
Onychodactylus_japonicus,34.01196,135.76474,206597013,AB452919
Onychodactylus_japonicus,35.45,135.33333,206597015,AB452920
Onychodactylus_japonicus,35.02107,135.75385,206597021,AB452923
Onychodactylus_japonicus,35.02107,135.75385,206597023,AB452924
Onychodactylus_japonicus,35.02107,135.75385,206597025,AB452925
Onychodactylus_japonicus,34.94831,133.06769,206597039,AB452932
Onychodactylus_japonicus,34.94831,133.06769,206597041,AB452933
Onychodactylus_japonicus,34.94831,133.06769,206597043,AB452934
Onychodactylus_japonicus,34.35,132.33333,206597045,AB452935
Onychodactylus_japonicus,34.35,132.33333,206597047,AB452936
Onychodactylus_japonicus,34.35,132.33333,206597049,AB452937
Onychodactylus_japonicus,34.35,132.33333,206597051,AB452938
Onychodactylus_japonicus,34.35,132.33333,206597053,AB452939
Onychodactylus_japonicus,34.35,132.33333,206597055,AB452940
Onychodactylus_japonicus,34.35,132.33333,206597057,AB452941
Onychodactylus_japonicus,34.35,132.33333,206597059,AB452942
Onychodactylus_japonicus,34.35,132.33333,206597061,AB452943
Onychodactylus_japonicus,34.16297,132.22,206597063,AB452944
Onychodactylus_japonicus,33.58589,133.50709,206597075,AB452950
Onychodactylus_japonicus,33.91667,133.18333,206597077,AB452951
Onychodactylus_japonicus,33.91667,133.18333,206597079,AB452952
Onychodactylus_japonicus,33.91667,133.18333,206597081,AB452953
Onychodactylus_japonicus,33.91667,133.18333,206597083,AB452954
Onychodactylus_japonicus,33.91667,133.18333,206597085,AB452955
Onychodactylus_fischeri,43.17198,132.78891,206597087,AB452956
Onychodactylus_fischeri,37.32104,127.92132,206597089,AB452957
Onychodactylus_fischeri,37.32104,127.92132,206597091,AB452958
Onychodactylus_fischeri,36.5,127.75,206597093,AB452959
Andrias_japonicus,42.97583,141.56722,206724905,AB445770
Andrias_japonicus,36.3,136.33333,206724923,AB445776
Andrias_japonicus,34.84833,135.61678,206724932,AB445779
Andrias_japonicus,34.76855,136.13013,206724935,AB445780
Hynobius_nebulosus,32.84111,130.04306,206724952,AB445786
Discoglossus_pictus,34.425,8.78417,207365937,EU744908
Discoglossus_sardus,42.10215,9.50963,207365939,EU744909
Discoglossus_sardus,42.10215,9.50963,207365941,EU744910
Discoglossus_sardus,42.10215,9.50963,207365943,EU744911
Hyla_orientalis,41.862,27.978,213493995,FJ226854
Hyla_orientalis,41.862,27.978,213493997,FJ226855
Hyla_orientalis,37.952,27.375,213494002,FJ226859
Hyla_arborea,46.502,6.419,213494006,FJ226861
Hyla_arborea,46.502,6.419,213494008,FJ226862
Hyla_arborea,51.95,7.7,213494010,FJ226863
Hyla_arborea,51.95,7.7,213494012,FJ226864
Hyla_arborea,46.01,4.94,213494014,FJ226865
Hyla_arborea,46.01,4.94,213494016,FJ226866
Hyla_arborea,35.234,24.983,213494018,FJ226867
Hyla_arborea,50.924,11.069,213494022,FJ226869
Hyla_arborea,44.69,14.39,213494024,FJ226870
Hyla_arborea,44.81,14.41,213494026,FJ226871
Hyla_arborea,37.85,22.45,213494028,FJ226872
Hyla_arborea,37.85,22.45,213494030,FJ226873
Hyla_cinerea,30.868,-82.799,213494032,FJ226874
Hyla_femoralis,33.921,-77.0134,213494034,FJ226875
Hyla_intermedia,39.35,16.033,213494038,FJ226877
Hyla_intermedia,38.097,15.138,213494040,FJ226878
Hyla_intermedia,38.14,15.053,213494042,FJ226879
Hyla_intermedia,37.334,15.08,213494044,FJ226880
Hyla_intermedia,38.118,14.699,213494046,FJ226881
Hyla_meridionalis,43.91,7.84,213494052,FJ226884
Hyla_meridionalis,43.91,7.84,213494054,FJ226885
Hyla_meridionalis,43.91,7.84,213494056,FJ226886
Hyla_meridionalis,35.171,-5.103,213494058,FJ226887
Hyla_meridionalis,35.848,-5.563,213494060,FJ226888
Hyla_meridionalis,35.466,-6.033,213494063,FJ226890
Hyla_meridionalis,37.31,-8.596,213494065,FJ226891
Hyla_meridionalis,37.31,-8.596,213494067,FJ226892
Hyla_meridionalis,37.31,-8.596,213494069,FJ226893
Hyla_meridionalis,36.165,-5.582,213494071,FJ226894
Hyla_meridionalis,28.4,-16.53,213494074,FJ226896
Hyla_meridionalis,28.4,-16.53,213494076,FJ226897
Isthmohyla_pseudopuma,10.3,-84.81667,213494079,FJ226899
Hyla_sarda,41.86,9.39,213494081,FJ226900
Hyla_sarda,41.86,9.39,213494083,FJ226901
Hyla_sarda,42.24,8.855,213494085,FJ226902
Hyla_sarda,41.86,9.39,213494087,FJ226903
Hyla_sarda,40.836,8.532,213494089,FJ226904
Hyla_sarda,40.836,8.532,213494091,FJ226905
Hyla_savignyi,34.71,32.85,213494097,FJ226908
Hyla_savignyi,34.71,32.85,213494099,FJ226909
Hyla_savignyi,36.4833,40.75,213494101,FJ226910
Hyla_savignyi,34.584,46.892,213494104,FJ226912
Hyla_arborea,48.047,-1.971,213494106,FJ226913
Hyla_arborea,48.047,-1.971,213494108,FJ226914
Hyla_orientalis,49.65,36.26,213494110,FJ226915
Hyla_orientalis,49.65,36.26,213494112,FJ226916
Hyla_molleri,40.93,-5.67,213494114,FJ226917
Hyla_molleri,39.451,-7.36,213494116,FJ226918
Hyla_annectans,30.5,102.66667,213494118,FJ226919
Hyla_arborea,35.192,25.431,213494120,FJ226920
Hyla_arborea,51.38,12.24,213494122,FJ226921
Hyla_arborea,44.88,14.33,213494124,FJ226922
Hyla_meridionalis,31.20583,-7.864167,213494129,FJ226925
Hyla_sarda,40.836,8.532,213494132,FJ226927
Hyla_savignyi,34.71,32.85,213494136,FJ226930
Hyla_savignyi,34.71,32.85,213494138,FJ226931
Hyla_savignyi,36.4833,40.75,213494142,FJ226934
Hyla_orientalis,45.46,28.28,213494144,FJ226935
Hyla_squirella,34.748,-77.013,213494154,FJ226942
Ranodon_sibiricus,28.79759,120.22828,21388577,AJ419960
Ranodon_sibiricus,28.79759,120.22828,21450026,NC_004021
Pelobates_syriacus,33.02724,35.39411,222083816,FJ595203
Pyxicephalus_adspersus,-29,24,222160430,FJ613658
Pyxicephalus_adspersus,-29,24,222160432,FJ613659
Pyxicephalus_adspersus,-29,24,222160434,FJ613660
Pyxicephalus_adspersus,-29,24,222160436,FJ613661
Pyxicephalus_adspersus,-29,24,222160438,FJ613662
Pyxicephalus_adspersus,-29,24,222160440,FJ613663
Pyxicephalus_adspersus,-29,24,222160442,FJ613664
Pyxicephalus_adspersus,-29,24,222160444,FJ613665
Pyxicephalus_adspersus,-29,24,222160446,FJ613666
Pyxicephalus_adspersus,-29,24,222160448,FJ613667
Pyxicephalus_adspersus,-29,24,222160450,FJ613668
Pyxicephalus_adspersus,-29,24,222160452,FJ613669
Pyxicephalus_adspersus,-29,24,222160454,FJ613670
Pyxicephalus_adspersus,-29,24,222160456,FJ613671
Pyxicephalus_adspersus,-29,24,222160458,FJ613672
Pyxicephalus_adspersus,-29,24,222160460,FJ613673
Pyxicephalus_adspersus,-29,24,222160462,FJ613674
Pyxicephalus_adspersus,-29,24,222160464,FJ613675
Pyxicephalus_adspersus,-29,24,222160466,FJ613676
Pyxicephalus_adspersus,-29,24,222160468,FJ613677
Pyxicephalus_adspersus,-29,24,222160470,FJ613678
Pyxicephalus_adspersus,-29,24,222160472,FJ613679
Pyxicephalus_adspersus,-29,24,222160474,FJ613680
Pyxicephalus_adspersus,-29,24,222160476,FJ613681
Pyxicephalus_adspersus,-29,24,222160478,FJ613682
Pyxicephalus_adspersus,-29,24,222160480,FJ613683
Pyxicephalus_adspersus,-29,24,222160482,FJ613684
Pyxicephalus_adspersus,-29,24,222160484,FJ613685
Pyxicephalus_adspersus,-29,24,222160486,FJ613686
Pyxicephalus_adspersus,-29,24,222160488,FJ613687
Pyxicephalus_adspersus,-29,24,222160490,FJ613688
Pyxicephalus_adspersus,-29,24,222160492,FJ613689
Pyxicephalus_adspersus,-29,24,222160494,FJ613690
Pyxicephalus_adspersus,-29,24,222160496,FJ613691
Pyxicephalus_adspersus,-29,24,222160498,FJ613692
Pyxicephalus_adspersus,-29,24,222160500,FJ613693
Pyxicephalus_adspersus,-29,24,222160502,FJ613694
Pyxicephalus_adspersus,-29,24,222160504,FJ613695
Pyxicephalus_adspersus,-29,24,222160506,FJ613696
Pyxicephalus_adspersus,-29,24,222160508,FJ613697
Pyxicephalus_adspersus,-29,24,222160510,FJ613698
Pyxicephalus_adspersus,-29,24,222160512,FJ613699
Pyxicephalus_adspersus,-29,24,222160514,FJ613700
Pyxicephalus_adspersus,-29,24,222160516,FJ613701
Pyxicephalus_adspersus,-29,24,222160518,FJ613702
Pyxicephalus_adspersus,-29,24,222160520,FJ613703
Pyxicephalus_adspersus,-29,24,222160522,FJ613704
Pyxicephalus_adspersus,-29,24,222160524,FJ613705
Pyxicephalus_adspersus,-29,24,222160526,FJ613706
Pyxicephalus_adspersus,-29,24,222160528,FJ613707
Pyxicephalus_adspersus,-29,24,222160530,FJ613708
Pyxicephalus_adspersus,-29,24,222160532,FJ613709
Pyxicephalus_adspersus,-29,24,222160534,FJ613710
Pyxicephalus_adspersus,-29,24,222160536,FJ613711
Pyxicephalus_adspersus,-29,24,222160538,FJ613712
Pyxicephalus_adspersus,-29,24,222160540,FJ613713
Pyxicephalus_adspersus,-29,24,222160542,FJ613714
Pyxicephalus_adspersus,-29,24,222160544,FJ613715
Pyxicephalus_adspersus,-29,24,222160546,FJ613716
Pyxicephalus_adspersus,-29,24,222160548,FJ613717
Pyxicephalus_adspersus,-29,24,222160550,FJ613718
Pyxicephalus_adspersus,-29,24,222160552,FJ613719
Pyxicephalus_adspersus,-29,24,222160554,FJ613720
Pyxicephalus_adspersus,-29,24,222160556,FJ613721
Pyxicephalus_adspersus,-29,24,222160558,FJ613722
Pyxicephalus_adspersus,-29,24,222160560,FJ613723
Pyxicephalus_adspersus,-29,24,222160562,FJ613724
Pyxicephalus_adspersus,-29,24,222160564,FJ613725
Pyxicephalus_adspersus,-29,24,222160566,FJ613726
Pyxicephalus_adspersus,-29,24,222160568,FJ613727
Pyxicephalus_adspersus,-29,24,222160570,FJ613728
Pyxicephalus_adspersus,-29,24,222160572,FJ613729
Pyxicephalus_adspersus,-29,24,222160574,FJ613730
Pyxicephalus_adspersus,-29,24,222160576,FJ613731
Pyxicephalus_adspersus,-29,24,222160578,FJ613732
Pyxicephalus_adspersus,-29,24,222160580,FJ613733
Pyxicephalus_adspersus,-29,24,222160582,FJ613734
Pyxicephalus_adspersus,-29,24,222160584,FJ613735
Pyxicephalus_adspersus,-29,24,222160586,FJ613736
Pyxicephalus_adspersus,-29,24,222160588,FJ613737
Pyxicephalus_adspersus,-29,24,222160590,FJ613738
Pyxicephalus_adspersus,-29,24,222160592,FJ613739
Pyxicephalus_adspersus,-29,24,222160594,FJ613740
Pyxicephalus_adspersus,-29,24,222160596,FJ613741
Pyxicephalus_adspersus,-29,24,222160598,FJ613742
Pyxicephalus_adspersus,-29,24,222160600,FJ613743
Pyxicephalus_adspersus,-29,24,222160602,FJ613744
Pyxicephalus_adspersus,-29,24,222160604,FJ613745
Pyxicephalus_adspersus,-29,24,222160606,FJ613746
Pyxicephalus_adspersus,-29,24,222160608,FJ613747
Pyxicephalus_adspersus,-29,24,222160610,FJ613748
Pyxicephalus_adspersus,-29,24,222160612,FJ613749
Pyxicephalus_adspersus,-29,24,222160614,FJ613750
Pyxicephalus_adspersus,-29,24,222160616,FJ613751
Pyxicephalus_adspersus,-29,24,222160618,FJ613752
Pyxicephalus_adspersus,-29,24,222160620,FJ613753
Pyxicephalus_adspersus,-29,24,222160622,FJ613754
Pyxicephalus_adspersus,-29,24,222160624,FJ613755
Pyxicephalus_adspersus,-29,24,222160626,FJ613756
Pyxicephalus_adspersus,-29,24,222160628,FJ613757
Pyxicephalus_adspersus,-29,24,222160630,FJ613758
Pyxicephalus_adspersus,-29,24,222160632,FJ613759
Pyxicephalus_adspersus,-29,24,222160634,FJ613760
Pyxicephalus_adspersus,-29,24,222160636,FJ613761
Pyxicephalus_adspersus,-29,24,222160638,FJ613762
Pyxicephalus_adspersus,-29,24,222160640,FJ613763
Pyxicephalus_adspersus,-29,24,222160642,FJ613764
Pyxicephalus_adspersus,-29,24,222160644,FJ613765
Pyxicephalus_adspersus,-29,24,222160646,FJ613766
Pyxicephalus_adspersus,-29,24,222160648,FJ613767
Pyxicephalus_adspersus,-29,24,222160650,FJ613768
Pyxicephalus_adspersus,-29,24,222160652,FJ613769
Pyxicephalus_adspersus,-29,24,222160654,FJ613770
Pyxicephalus_adspersus,-29,24,222160656,FJ613771
Pyxicephalus_adspersus,-29,24,222160658,FJ613772
Pyxicephalus_adspersus,-29,24,222160660,FJ613773
Pyxicephalus_adspersus,-29,24,222160662,FJ613774
Pyxicephalus_adspersus,-29,24,222160664,FJ613775
Pyxicephalus_adspersus,-29,24,222160666,FJ613776
Pyxicephalus_adspersus,-29,24,222160668,FJ613777
Pyxicephalus_adspersus,-29,24,222160670,FJ613778
Pyxicephalus_adspersus,-29,24,222160672,FJ613779
Pyxicephalus_adspersus,-29,24,222160674,FJ613780
Pyxicephalus_adspersus,-29,24,222160676,FJ613781
Pyxicephalus_adspersus,-29,24,222160678,FJ613782
Pyxicephalus_adspersus,-29,24,222160680,FJ613783
Pyxicephalus_adspersus,-29,24,222160682,FJ613784
Pyxicephalus_adspersus,-29,24,222160684,FJ613785
Pyxicephalus_adspersus,-29,24,222160686,FJ613786
Speleomantes_italicus,44.06667,10.28333,222708989,FJ602256
Speleomantes_italicus,44.06667,10.28333,222708991,FJ602257
Speleomantes_ambrosii,44.77903,9.92854,222708993,FJ602258
Speleomantes_flavus,44.77903,9.92854,222708997,FJ602260
Speleomantes_flavus,44.77903,9.92854,222708999,FJ602261
Speleomantes_flavus,44.77903,9.92854,222709001,FJ602262
Speleomantes_flavus,43.84461,12.45542,222709003,FJ602263
Speleomantes_flavus,43.84461,12.45542,222709005,FJ602264
Speleomantes_flavus,43.84461,12.45542,222709007,FJ602265
Atylodes_genei,34.09222,-116.00917,222709011,FJ602267
Atylodes_genei,44.77903,9.92854,222709017,FJ602270
Atylodes_genei,44.77903,9.92854,222709021,FJ602272
Atylodes_genei,44.62809,7.63825,222709023,FJ602273
Atylodes_genei,44.62809,7.63825,222709025,FJ602274
Atylodes_genei,45.89339,10.86702,222709027,FJ602275
Speleomantes_imperialis,44.77903,9.92854,222709039,FJ602281
Speleomantes_imperialis,44.77903,9.92854,222709047,FJ602285
Speleomantes_imperialis,44.77903,9.92854,222709049,FJ602286
Speleomantes_imperialis,44.77903,9.92854,222709051,FJ602287
Speleomantes_imperialis,40.13333,8.91667,222709053,FJ602288
Speleomantes_imperialis,40.13333,8.91667,222709055,FJ602289
Speleomantes_imperialis,44.77903,9.92854,222709057,FJ602290
Speleomantes_imperialis,44.77903,9.92854,222709061,FJ602292
Speleomantes_imperialis,39.81033,9.49962,222709069,FJ602296
Speleomantes_imperialis,39.81033,9.49962,222709071,FJ602297
Speleomantes_imperialis,39.81033,9.49962,222709073,FJ602298
Speleomantes_italicus,45.56739,10.12426,222709075,FJ602299
Speleomantes_italicus,45.56739,10.12426,222709077,FJ602300
Speleomantes_italicus,44.8054,8.19913,222709079,FJ602301
Speleomantes_italicus,43.2,12.35,222709085,FJ602304
Speleomantes_strinatii,41.58769,14.23928,222709089,FJ602306
Speleomantes_strinatii,45.4379,12.33762,222709091,FJ602307
Speleomantes_supramontis,45.89339,10.86702,222709097,FJ602310
Speleomantes_supramontis,45.89339,10.86702,222709099,FJ602311
Speleomantes_supramontis,45.89339,10.86702,222709101,FJ602312
Speleomantes_supramontis,45.89339,10.86702,222709103,FJ602313
Speleomantes_supramontis,45.89339,10.86702,222709105,FJ602314
Speleomantes_supramontis,45.89339,10.86702,222709107,FJ602315
Bufo_torrenticola,35.21667,136.13333,223670827,AB270963
Bufo_japonicus,36.51274,136.89352,223670829,AB270964
Batrachoseps_attenuatus,37.89493,-122.30469,225301558,FJ417410
Batrachoseps_attenuatus,37.89493,-122.30469,225301560,FJ417411
Batrachoseps_attenuatus,37.89493,-122.30469,225301562,FJ417412
Batrachoseps_attenuatus,37.89493,-122.30469,225301564,FJ417413
Batrachoseps_attenuatus,37.89493,-122.30469,225301566,FJ417414
Batrachoseps_attenuatus,37.89493,-122.30469,225301568,FJ417415
Batrachoseps_attenuatus,37.89493,-122.30469,225301570,FJ417416
Batrachoseps_attenuatus,37.89493,-122.30469,225301572,FJ417417
Batrachoseps_attenuatus,37.89493,-122.30469,225301574,FJ417418
Batrachoseps_attenuatus,37.89493,-122.30469,225301576,FJ417419
Batrachoseps_attenuatus,37.89493,-122.30469,225301578,FJ417420
Batrachoseps_attenuatus,37.89493,-122.30469,225301580,FJ417421
Batrachoseps_attenuatus,37.89493,-122.30469,225301582,FJ417422
Batrachoseps_attenuatus,37.89493,-122.30469,225301584,FJ417423
Batrachoseps_attenuatus,37.89493,-122.30469,225301586,FJ417424
Batrachoseps_attenuatus,37.89493,-122.30469,225301588,FJ417425
Batrachoseps_attenuatus,37.89493,-122.30469,225301590,FJ417426
Batrachoseps_attenuatus,37.89493,-122.30469,225301592,FJ417427
Batrachoseps_attenuatus,37.89493,-122.30469,225301594,FJ417428
Batrachoseps_attenuatus,37.89493,-122.30469,225301596,FJ417429
Batrachoseps_attenuatus,38.01214,-122.36664,225301598,FJ417430
Batrachoseps_attenuatus,38.01214,-122.36664,225301600,FJ417431
Batrachoseps_attenuatus,37.9652,-122.42858,225301602,FJ417432
Batrachoseps_attenuatus,37.9652,-122.42858,225301604,FJ417433
Batrachoseps_attenuatus,38.58157,-121.4944,225301606,FJ417434
Batrachoseps_attenuatus,38.58157,-121.4944,225301608,FJ417435
Batrachoseps_attenuatus,37.89631,-122.35525,225301610,FJ417436
Batrachoseps_attenuatus,37.89631,-122.35525,225301612,FJ417437
Batrachoseps_attenuatus,37.89631,-122.35525,225301614,FJ417438
Batrachoseps_attenuatus,37.89631,-122.35525,225301616,FJ417439
Batrachoseps_attenuatus,37.89631,-122.35525,225301618,FJ417440
Batrachoseps_attenuatus,37.89631,-122.35525,225301620,FJ417441
Batrachoseps_attenuatus,37.89631,-122.35525,225301622,FJ417442
Batrachoseps_attenuatus,37.89631,-122.35525,225301624,FJ417443
Batrachoseps_attenuatus,37.89631,-122.35525,225301626,FJ417444
Batrachoseps_attenuatus,37.89631,-122.35525,225301628,FJ417445
