"Scientific name","Common name","Coverage","URL",
"Ctenarytaina spatulata","","Full","https://www.cabi.org/isc/datasheet/16823",
"Drosophila","ferment flies","Basic","https://www.cabi.org/isc/datasheet/19918",
"Drosophila busckii","","Basic","https://www.cabi.org/isc/datasheet/19924",
"Drosophila tripunctata","","Basic","https://www.cabi.org/isc/datasheet/19955",
"Iassus scutellaris","","Basic","https://www.cabi.org/isc/datasheet/114930",
"Idiopterus nephrelepidis","","Basic","https://www.cabi.org/isc/datasheet/114937",
"Illinoia azaleae","","Basic","https://www.cabi.org/isc/datasheet/114940",
"Illinoia goldamaryae","","Basic","https://www.cabi.org/isc/datasheet/114941",
"Illinoia morrisoni","","Basic","https://www.cabi.org/isc/datasheet/114942",
"Dacne picta","","Basic","https://www.cabi.org/isc/datasheet/113781",
"Dactylotrypes longicollis","","Basic","https://www.cabi.org/isc/datasheet/113787",
"Cacopsylla chinensis","","Basic","https://www.cabi.org/isc/datasheet/119947",
"Atheta castanoptera","","Basic","https://www.cabi.org/isc/datasheet/112543",
"Atheta harwoodi","","Basic","https://www.cabi.org/isc/datasheet/112546",
"Athous haemorrhoidalis","","Basic","https://www.cabi.org/isc/datasheet/112556",
"Athrips rancidella","","Basic","https://www.cabi.org/isc/datasheet/112557",
"Atomaria apicalis","","Basic","https://www.cabi.org/isc/datasheet/112558",
"Monarthropalpus flavus","boxwood leafminer","Basic","https://www.cabi.org/isc/datasheet/115635",
"Monelliopsis caryae","","Basic","https://www.cabi.org/isc/datasheet/115636",
"Atomaria fuscipes","","Basic","https://www.cabi.org/isc/datasheet/112562",
"Atomaria lewisi","","Basic","https://www.cabi.org/isc/datasheet/112564",
"Atomaria punctithorax","","Basic","https://www.cabi.org/isc/datasheet/112568",
"Atomaria pusilla","","Basic","https://www.cabi.org/isc/datasheet/112569",
"Atomaria testacea","","Basic","https://www.cabi.org/isc/datasheet/112571",
"Atomaria turgida","","Basic","https://www.cabi.org/isc/datasheet/112572",
"Mordellistena cattleyana","","Basic","https://www.cabi.org/isc/datasheet/115658",
"Xyleborus glabratus","redbay ambrosia beetle","Basic","https://www.cabi.org/isc/datasheet/118760",
"Myrmecocephalus cocinna","","Basic","https://www.cabi.org/isc/datasheet/115698",
"Myrmecocephalus concinnus","","Basic","https://www.cabi.org/isc/datasheet/115699",
"Thecturota marchii","","Basic","https://www.cabi.org/isc/datasheet/117500",
"Theresimima ampellophaga","European grapeleaf skeletonizer","Basic","https://www.cabi.org/isc/datasheet/117505",
"Furchadaspis zamiae","","Basic","https://www.cabi.org/isc/datasheet/114443",
"Gabrius nigritulus","","Basic","https://www.cabi.org/isc/datasheet/114446",
"Thoracochaeta seticosta","","Basic","https://www.cabi.org/isc/datasheet/117520",
"Thripobius javae","","Basic","https://www.cabi.org/isc/datasheet/117523",
"Thylodrias contractus","","Basic","https://www.cabi.org/isc/datasheet/117526",
"Tinea flavescentella","","Basic","https://www.cabi.org/isc/datasheet/117540",
"Tinea murariella","","Basic","https://www.cabi.org/isc/datasheet/117541",
"Tinea pallescentella","","Basic","https://www.cabi.org/isc/datasheet/117542",
"Tineola bisselliella","webbing clothes moth","Basic","https://www.cabi.org/isc/datasheet/117543",
"Tingis cardui","","Basic","https://www.cabi.org/isc/datasheet/117544",
"Tinocallis nevskyi","","Basic","https://www.cabi.org/isc/datasheet/117545",
"Tinocallis ulmiparvifoliae","","Basic","https://www.cabi.org/isc/datasheet/117546",
"Trachyopella straminea","","Basic","https://www.cabi.org/isc/datasheet/117570",
"Phyllocnistis vitegenella","","Basic","https://www.cabi.org/isc/datasheet/116301",
"Phyllonorycter comparella","","Basic","https://www.cabi.org/isc/datasheet/116305",
"Phyllonorycter joannisi","","Basic","https://www.cabi.org/isc/datasheet/116307",
"Phyllonorycter leucographella","","Basic","https://www.cabi.org/isc/datasheet/116308",
"Phyllonorycter messaniella","","Basic","https://www.cabi.org/isc/datasheet/116309",
"Phyllonorycter strigulatella","","Basic","https://www.cabi.org/isc/datasheet/116310",
"Pieris floribunda","","Basic","https://www.cabi.org/isc/datasheet/116339",
"Chonocephalus depressus","","Basic","https://www.cabi.org/isc/datasheet/113275",
"Chonocephalus heymonsi","","Basic","https://www.cabi.org/isc/datasheet/113276",
"Plagiolepis alluaudi","","Basic","https://www.cabi.org/isc/datasheet/116361",
"Plagiolepis exigua","","Basic","https://www.cabi.org/isc/datasheet/116362",
"Chrysoesthia sexguttella","","Basic","https://www.cabi.org/isc/datasheet/113294",
"Chrysolina americana","rosemary beetle","Full","https://www.cabi.org/isc/datasheet/113295",
"Chrysolina coerulans","","Basic","https://www.cabi.org/isc/datasheet/113296",
"Platypus penetralis","","Basic","https://www.cabi.org/isc/datasheet/116387",
"Acleris variegana","","Basic","https://www.cabi.org/isc/datasheet/112025",
"Acrocinus longimanus","","Basic","https://www.cabi.org/isc/datasheet/112032",
"Acronicta aceris","","Basic","https://www.cabi.org/isc/datasheet/112033",
"Acrotona pseudotenera","","Basic","https://www.cabi.org/isc/datasheet/112036",
"Adistemia watsoni","","Basic","https://www.cabi.org/isc/datasheet/112043",
"Agardhiella subulata","","Basic","https://www.cabi.org/isc/datasheet/112055",
"Lasius turcicus","","Basic","https://www.cabi.org/isc/datasheet/115137",
"Sedina buettneri","Blair's wainscot","Basic","https://www.cabi.org/isc/datasheet/117017",
"Ophelimus eucalypti","","Basic","https://www.cabi.org/isc/datasheet/37565",
"Selania leplastriana","Leplastrier’s piercer","Basic","https://www.cabi.org/isc/datasheet/117051",
"Macaria liturata","","Basic","https://www.cabi.org/isc/datasheet/117054",
"Acanthomytilus sacchari","","Basic","https://www.cabi.org/isc/datasheet/2748",
"Erthesina fullo","","Basic","https://www.cabi.org/isc/datasheet/21901",
"Agrius cingulatus","pink-spotted hawkmoth","Full","https://www.cabi.org/isc/datasheet/26945",
"Javeta pallida","Indian date palm leaf miner","Basic","https://www.cabi.org/isc/datasheet/57255111",
"Pealius mori","mulberry whitefly","Basic","https://www.cabi.org/isc/datasheet/120267",
"Planchonia arabidis","","Basic","https://www.cabi.org/isc/datasheet/42139",
"Scirtothrips perseae","avocado thrips","Full","https://www.cabi.org/isc/datasheet/49072",
"Adalia fasciatopunctata","","Basic","https://www.cabi.org/isc/datasheet/99770759",
"Dinoderus bifoveolatus","","Basic","https://www.cabi.org/isc/datasheet/113910",
"Diplopseustis perieresalis","","Basic","https://www.cabi.org/isc/datasheet/113917",
"Dipogon lignosus","","Basic","https://www.cabi.org/isc/datasheet/113925",
"Dociostaurus tartarus","","Basic","https://www.cabi.org/isc/datasheet/113934",
"Dorypteryx pallida","","Basic","https://www.cabi.org/isc/datasheet/113950",
"Drepanaphis acerifoliae","","Basic","https://www.cabi.org/isc/datasheet/113960",
"Dysmicoccus mackenziei","","Basic","https://www.cabi.org/isc/datasheet/113976",
"Earias vernana","","Basic","https://www.cabi.org/isc/datasheet/113982",
"Eccopisa effractella","","Basic","https://www.cabi.org/isc/datasheet/113984",
"Bisnius parcus","","Basic","https://www.cabi.org/isc/datasheet/112711",
"Blaberus atropos","","Basic","https://www.cabi.org/isc/datasheet/112714",
"Blaps gigas","","Basic","https://www.cabi.org/isc/datasheet/112717",
"Bohemiellina flavipennis","","Basic","https://www.cabi.org/isc/datasheet/112736",
"Nosopsyllus londinensis","","Basic","https://www.cabi.org/isc/datasheet/115810",
"Bombus hypnorum","","Basic","https://www.cabi.org/isc/datasheet/112744",
"Elophila difflualis","","Basic","https://www.cabi.org/isc/datasheet/115828",
"Elophila manilensis","","Basic","https://www.cabi.org/isc/datasheet/115829",
"Bostrychoplites cornutus","","Basic","https://www.cabi.org/isc/datasheet/112755",
"Oceanaspidiotus spinosus","","Basic","https://www.cabi.org/isc/datasheet/115836",
"Brachymyrmex heeri","","Basic","https://www.cabi.org/isc/datasheet/112775",
"Brachypterolus antirrhini","","Basic","https://www.cabi.org/isc/datasheet/112780",
"Brachypterolus vestitus","","Basic","https://www.cabi.org/isc/datasheet/112781",
"Bradinothrips musae","","Basic","https://www.cabi.org/isc/datasheet/112785",
"Gnathocerus cornutus","","Basic","https://www.cabi.org/isc/datasheet/114613",
"Gnathotrichus materiarius","","Basic","https://www.cabi.org/isc/datasheet/114615",
"Tuponia mixticolor","","Basic","https://www.cabi.org/isc/datasheet/117700",
"Greenidea ficicola","","Basic","https://www.cabi.org/isc/datasheet/114633",
"Gronops inaequalis","","Basic","https://www.cabi.org/isc/datasheet/114638",
"Typhaea decipiens","","Basic","https://www.cabi.org/isc/datasheet/117711",
"Gymnaspis aechmeae","","Basic","https://www.cabi.org/isc/datasheet/114642",
"Urocerus albicornis","","Basic","https://www.cabi.org/isc/datasheet/117726",
"Uroleucon erigeronense","","Basic","https://www.cabi.org/isc/datasheet/117732",
"Uroleucon pseudambrosiae","","Basic","https://www.cabi.org/isc/datasheet/117734",
"Uroleucon telekiae","","Basic","https://www.cabi.org/isc/datasheet/117735",
"Hadena compta","","Basic","https://www.cabi.org/isc/datasheet/114662",
"Hadrognathus longipalpis","","Basic","https://www.cabi.org/isc/datasheet/114663",
"Utamphorophora humboldti","","Basic","https://www.cabi.org/isc/datasheet/117746",
"Haplotinea ditella","","Basic","https://www.cabi.org/isc/datasheet/114679",
"Haplotinea insectella","","Basic","https://www.cabi.org/isc/datasheet/114680",
"Contarinia quinquenotata","Hemerocallis gall midge","Basic","https://www.cabi.org/isc/datasheet/113433",
"Pristiphora compressa","","Basic","https://www.cabi.org/isc/datasheet/116537",
"Pristiphora glauca","","Basic","https://www.cabi.org/isc/datasheet/116538",
"Pristiphora laricis","","Basic","https://www.cabi.org/isc/datasheet/116539",
"Pristiphora nigella","","Basic","https://www.cabi.org/isc/datasheet/116541",
"Pristiphora wesmaeli","","Basic","https://www.cabi.org/isc/datasheet/116544",
"Prociphilus fraxinifolii","","Basic","https://www.cabi.org/isc/datasheet/116547",
"Corticaria fulva","","Basic","https://www.cabi.org/isc/datasheet/113488",
"Corythucha marmorata","chrysanthemum lace bug","Basic","https://www.cabi.org/isc/datasheet/113496",
"Cosmopterix pulchrimella","","Basic","https://www.cabi.org/isc/datasheet/113497",
"Pterostichus caspius","","Basic","https://www.cabi.org/isc/datasheet/116590",
"Pterostichus cristatus","","Basic","https://www.cabi.org/isc/datasheet/116591",
"Ptilineurus marmoratus","","Basic","https://www.cabi.org/isc/datasheet/116597",
"Amphorophora tuberculata","","Basic","https://www.cabi.org/isc/datasheet/112222",
"Lindingaspis rossi","black araucaria scale","Basic","https://www.cabi.org/isc/datasheet/115311",
"Anartia fatima","","Basic","https://www.cabi.org/isc/datasheet/112247",
"Anastatus tenuipes","","Basic","https://www.cabi.org/isc/datasheet/112248",
"Lionychus quadrillum","","Basic","https://www.cabi.org/isc/datasheet/115320",
"Liothrips vaneeckei","","Basic","https://www.cabi.org/isc/datasheet/115322",
"Liparus glabrirostris","","Basic","https://www.cabi.org/isc/datasheet/115324",
"Liposcelis brunnea","","Basic","https://www.cabi.org/isc/datasheet/115326",
"Liposcelis decolor","","Basic","https://www.cabi.org/isc/datasheet/115328",
"Anchonoma xaraula","grain worm","Basic","https://www.cabi.org/isc/datasheet/112250",
"Andaspis hawaiiensis","Hawaiian scale","Basic","https://www.cabi.org/isc/datasheet/112259",
"Liposcelis mendax","","Basic","https://www.cabi.org/isc/datasheet/115330",
"Litargus balteatus","","Basic","https://www.cabi.org/isc/datasheet/115343",
"Lithocharis nigriceps","","Basic","https://www.cabi.org/isc/datasheet/115345",
"Lithophane leautieri","","Basic","https://www.cabi.org/isc/datasheet/115348",
"Anisodactylus binotatus","","Basic","https://www.cabi.org/isc/datasheet/112274",
"Lithostege griseata","","Basic","https://www.cabi.org/isc/datasheet/115352",
"Anoplonyx destructor","","Basic","https://www.cabi.org/isc/datasheet/112286",
"Anoscopus albifrons","","Basic","https://www.cabi.org/isc/datasheet/112287",
"Epermenia aequidentellus","","Basic","https://www.cabi.org/isc/datasheet/114104",
"Epuraea ocularis","","Basic","https://www.cabi.org/isc/datasheet/114131",
"Sitona puberulus","","Basic","https://www.cabi.org/isc/datasheet/117210",
"Solieria chordalis","","Basic","https://www.cabi.org/isc/datasheet/117254",
"Solieria filiformis","","Basic","https://www.cabi.org/isc/datasheet/117256",
"Spatalia argentina","","Basic","https://www.cabi.org/isc/datasheet/117274",
"Sphaericus gibboides","","Basic","https://www.cabi.org/isc/datasheet/117286",
"Acraea terpsicore","","Basic","https://www.cabi.org/isc/datasheet/2959",
"Oryctes nasicornis","","Basic","https://www.cabi.org/isc/datasheet/116013",
"Oryzaephilus acuminatus","","Basic","https://www.cabi.org/isc/datasheet/116014",
"Otiorhynchus apenninus","","Basic","https://www.cabi.org/isc/datasheet/116028",
"Otiorhynchus dieckmanni","","Basic","https://www.cabi.org/isc/datasheet/116036",
"Otiorhynchus smreczynskii","","Basic","https://www.cabi.org/isc/datasheet/116040",
"Ovaticoccus agavium","","Basic","https://www.cabi.org/isc/datasheet/116042",
"Oxytelus migrator","","Basic","https://www.cabi.org/isc/datasheet/116063",
"Ozognathus cornutus","","Basic","https://www.cabi.org/isc/datasheet/116067",
"Panchlora fraterna","","Basic","https://www.cabi.org/isc/datasheet/116085",
"Blatta orientalis","","Basic","https://www.cabi.org/isc/datasheet/9305",
"Glossina","","Full","https://www.cabi.org/isc/datasheet/102385",
"Hemiberlesia pitysophila","pine needle hemiberlesian scale","Full","https://www.cabi.org/isc/datasheet/26650",
"Hylesia lineata","","Basic","https://www.cabi.org/isc/datasheet/78945",
"Matsucoccus matsumurae","","Basic","https://www.cabi.org/isc/datasheet/75314",
"Paratrechina fulva","","Basic","https://www.cabi.org/isc/datasheet/44708",
"Chilades pandava","","Basic","https://www.cabi.org/isc/datasheet/12915",
"Coccidohystrix insolita","eggplant mealybug","Basic","https://www.cabi.org/isc/datasheet/11716",
"Coccinella transversoguttata richardsoni","","Basic","https://www.cabi.org/isc/datasheet/11736",
"Coccinella transversoguttata","lady beetle, transverse","Basic","https://www.cabi.org/isc/datasheet/11738",
"Daraba laisalis","","Full","https://www.cabi.org/isc/datasheet/17924",
"Cardiocondyla emeryi","","Basic","https://www.cabi.org/isc/datasheet/112961",
"Cardiocondyla mauritanica","","Basic","https://www.cabi.org/isc/datasheet/112962",
"Cardiocondyla nuda","","Basic","https://www.cabi.org/isc/datasheet/112963",
"Hoplocampa brevis","","Basic","https://www.cabi.org/isc/datasheet/114831",
"Xylotrechus arvicola","","Basic","https://www.cabi.org/isc/datasheet/117919",
"Xylotrechus stebbingi","","Basic","https://www.cabi.org/isc/datasheet/117920",
"Yuccaborus frontalis","","Basic","https://www.cabi.org/isc/datasheet/117923",
"Zelleria oleastrella","","Basic","https://www.cabi.org/isc/datasheet/117933",
"Zophodia grossulariella","","Basic","https://www.cabi.org/isc/datasheet/117942",
"Cryphalus pallidus","","Basic","https://www.cabi.org/isc/datasheet/113633",
"Cryptocephalus sulphureus","","Basic","https://www.cabi.org/isc/datasheet/113639",
"Rhizoecus dianthi","","Basic","https://www.cabi.org/isc/datasheet/116715",
"Rhopalapion longirostre","","Basic","https://www.cabi.org/isc/datasheet/116724",
"Cryptophagus cellaris","","Basic","https://www.cabi.org/isc/datasheet/113670",
"Cryptophagus subfumatus","","Basic","https://www.cabi.org/isc/datasheet/113678",
"Cryptophilus integer","","Basic","https://www.cabi.org/isc/datasheet/113679",
"Cryptophilus obliteratus","","Basic","https://www.cabi.org/isc/datasheet/113680",
"Cryptopleurum subtile","","Basic","https://www.cabi.org/isc/datasheet/113681",
"Crypturgus subcribrosus","","Basic","https://www.cabi.org/isc/datasheet/113683",
"Rosalia alpina","","Basic","https://www.cabi.org/isc/datasheet/116768",
"Argyresthia trifasciata","","Basic","https://www.cabi.org/isc/datasheet/112411",
"Arocatus longiceps","","Basic","https://www.cabi.org/isc/datasheet/112435",
"Megabruchidius dorsalis","","Basic","https://www.cabi.org/isc/datasheet/115536",
"Ascalapha odorata","","Basic","https://www.cabi.org/isc/datasheet/112467",
"Asperogronops inaequalis","","Basic","https://www.cabi.org/isc/datasheet/112478",
"Melangyna lasiophthalma","","Basic","https://www.cabi.org/isc/datasheet/115553",
"Melaphis rhois","","Basic","https://www.cabi.org/isc/datasheet/115559",
"Aspidapion validum","","Basic","https://www.cabi.org/isc/datasheet/112488",
"Meligethes incanus","","Basic","https://www.cabi.org/isc/datasheet/115563",
"Metaphycus anneckei","","Basic","https://www.cabi.org/isc/datasheet/115585",
"Micropeplus marietti","","Basic","https://www.cabi.org/isc/datasheet/115597",
"Lycaena phlaeas","","Basic","https://www.cabi.org/isc/datasheet/31741",
"Euophryum rufum","","Basic","https://www.cabi.org/isc/datasheet/114301",
"Tachycines asynamorus","","Basic","https://www.cabi.org/isc/datasheet/117415",
"Eupithecia intricata","","Basic","https://www.cabi.org/isc/datasheet/114342",
"Eupithecia lariciata","","Basic","https://www.cabi.org/isc/datasheet/114343",
"Eupithecia phoeniceata","","Basic","https://www.cabi.org/isc/datasheet/114344",
"Eupteryx melissae","","Basic","https://www.cabi.org/isc/datasheet/114349",
"Takecallis taiwanus","","Basic","https://www.cabi.org/isc/datasheet/117424",
"Tebenna micalis","","Basic","https://www.cabi.org/isc/datasheet/117439",
"Eustixia pupula","spotted peppergrass moth","Basic","https://www.cabi.org/isc/datasheet/114362",
"Telmatogeton japonicus","","Basic","https://www.cabi.org/isc/datasheet/117448",
"Attagenus heydeni","","Basic","https://www.cabi.org/isc/datasheet/117449",
"Tenthecoris bicolor","","Basic","https://www.cabi.org/isc/datasheet/117455",
"Tenthecoris orchidearum","","Basic","https://www.cabi.org/isc/datasheet/117456",
"Ferraria crispa","Black flag","Basic","https://www.cabi.org/isc/datasheet/114384",
"Tetramesa maderae","","Basic","https://www.cabi.org/isc/datasheet/117465",
"Cephalcia alashanica","","Basic","https://www.cabi.org/isc/datasheet/113103",
"Cephalcia erythrogaster","","Basic","https://www.cabi.org/isc/datasheet/113104",
"Cercyon laminatus","","Basic","https://www.cabi.org/isc/datasheet/113133",
"Periphyllus acericola","","Basic","https://www.cabi.org/isc/datasheet/116212",
"Periphyllus aceris","","Basic","https://www.cabi.org/isc/datasheet/116213",
"Cerobasis annulata","","Basic","https://www.cabi.org/isc/datasheet/113150",
"Phenacoccus defectus","","Basic","https://www.cabi.org/isc/datasheet/116250",
"Phenacoccus pumilus","","Basic","https://www.cabi.org/isc/datasheet/116251",
"Phenolia tibialis","","Basic","https://www.cabi.org/isc/datasheet/116253",
"Philonthus spinipes","","Basic","https://www.cabi.org/isc/datasheet/116265",
"Phloeosinus rudis","","Basic","https://www.cabi.org/isc/datasheet/116278",
"Phloeotribus caucasicus","","Basic","https://www.cabi.org/isc/datasheet/116279",
"Phlugiola dahlemica","","Basic","https://www.cabi.org/isc/datasheet/116282",
"Phoetalia circumvagans","","Basic","https://www.cabi.org/isc/datasheet/116284",
"Phtheochroa pulvillana","","Basic","https://www.cabi.org/isc/datasheet/116296",
"Azeta repugnalis","gliricidia moth","Basic","https://www.cabi.org/isc/datasheet/119377",
"Holopothrips inquilinus","white cedar thrips","Basic","https://www.cabi.org/isc/datasheet/119378",
"Japananus hyalinus","","Basic","https://www.cabi.org/isc/datasheet/115009",
"Klimaszewskia salviae","","Basic","https://www.cabi.org/isc/datasheet/115071",
"Acizzia jamatonica","","Basic","https://www.cabi.org/isc/datasheet/2698",
"Balclutha rubrostriata","","Basic","https://www.cabi.org/isc/datasheet/8331",
"Solenopsis xyloni","southern fire ant","Basic","https://www.cabi.org/isc/datasheet/50574",
"Zeuzera coffeae","coffee carpenter","Basic","https://www.cabi.org/isc/datasheet/57492",
"Cephrenes acalle","","Basic","https://www.cabi.org/isc/datasheet/109931",
"Tabanidae","","Full","https://www.cabi.org/isc/datasheet/105617",
"Pseudaonidia duplex","camphor, scale","Basic","https://www.cabi.org/isc/datasheet/44916",
"Pheidole moerens","","Basic","https://www.cabi.org/isc/datasheet/40134",
"Apis mellifera mellifera","","Basic","https://www.cabi.org/isc/datasheet/93196",
"Dacus bivittatus","fruit fly","Basic","https://www.cabi.org/isc/datasheet/17679",
"Dendrolimus pini","pine-tree lappet","Basic","https://www.cabi.org/isc/datasheet/18367",
"Acanthococcus araucariae","","Basic","https://www.cabi.org/isc/datasheet/111986",
"Acantholyda laricis","","Basic","https://www.cabi.org/isc/datasheet/111987",
"Acar plicata","","Basic","https://www.cabi.org/isc/datasheet/111993",
"Dasineura abietiperda","","Basic","https://www.cabi.org/isc/datasheet/113801",
"Dasineura oxycoccana","blueberry gall midge","Basic","https://www.cabi.org/isc/datasheet/113803",
"Dasyses incrustata","","Basic","https://www.cabi.org/isc/datasheet/113810",
"Dasysyrphus friuliensis","","Basic","https://www.cabi.org/isc/datasheet/113811",
"Delta pyriforme","","Basic","https://www.cabi.org/isc/datasheet/113822",
"Demyrsus meleoides","","Basic","https://www.cabi.org/isc/datasheet/113824",
"Dermestes murinus","","Basic","https://www.cabi.org/isc/datasheet/113840",
"Dermestes olivieri","","Basic","https://www.cabi.org/isc/datasheet/113841",
"Scaptomyza adusta","","Basic","https://www.cabi.org/isc/datasheet/116943",
"Sceliphron curvatum","","Basic","https://www.cabi.org/isc/datasheet/116947",
"Sceliphron deforme","","Basic","https://www.cabi.org/isc/datasheet/116948",
"Dichelia cedricola","","Basic","https://www.cabi.org/isc/datasheet/113875",
"Dichromothrips corbetti","","Basic","https://www.cabi.org/isc/datasheet/113879",
"Dichromothrips phalaenopsidis","","Basic","https://www.cabi.org/isc/datasheet/113881",
"Dichrooscytus gustavi","","Basic","https://www.cabi.org/isc/datasheet/113882",
"Dienerella ruficollis","","Basic","https://www.cabi.org/isc/datasheet/113892",
"Attagenus pellio","","Basic","https://www.cabi.org/isc/datasheet/112602",
"Attagenus trifasciatus","","Basic","https://www.cabi.org/isc/datasheet/112606",
"Aurantothrips orchidaceus","","Basic","https://www.cabi.org/isc/datasheet/112611",
"Myrsidea quadrifasciata","","Basic","https://www.cabi.org/isc/datasheet/115702",
"Mythimna languida","","Basic","https://www.cabi.org/isc/datasheet/115705",
"Myzocallis walshii","","Basic","https://www.cabi.org/isc/datasheet/115711",
"Nalassus alpigradus","","Basic","https://www.cabi.org/isc/datasheet/115716",
"Nalassus dermestoides","","Basic","https://www.cabi.org/isc/datasheet/115717",
"Baeocrara japonica","","Basic","https://www.cabi.org/isc/datasheet/112641",
"Bagnalliella yuccae","","Basic","https://www.cabi.org/isc/datasheet/112642",
"Bambusaspis bambusae","","Basic","https://www.cabi.org/isc/datasheet/112656",
"Antispila oinophylla","","Basic","https://www.cabi.org/isc/datasheet/118802",
"Nearctaphis bakeri","","Basic","https://www.cabi.org/isc/datasheet/115741",
"Necrobia ruficollis","","Basic","https://www.cabi.org/isc/datasheet/115742",
"Necrobia violacea","","Basic","https://www.cabi.org/isc/datasheet/115743",
"Nemapogon variatella","","Basic","https://www.cabi.org/isc/datasheet/115747",
"Bellardia trixago","bellardia","Basic","https://www.cabi.org/isc/datasheet/112677",
"Neocrepidodera brevicollis","","Basic","https://www.cabi.org/isc/datasheet/115754",
"Neopulvinaria innumerabilis","","Basic","https://www.cabi.org/isc/datasheet/115762",
"Neotoxoptera oliveri","","Basic","https://www.cabi.org/isc/datasheet/115766",
"Neptis rivularis","","Basic","https://www.cabi.org/isc/datasheet/115775",
"Nesothrips propinquus","","Basic","https://www.cabi.org/isc/datasheet/115782",
"Neurothaumasia ankerella","","Basic","https://www.cabi.org/isc/datasheet/115784",
"Niditinea fuscella","","Basic","https://www.cabi.org/isc/datasheet/115791",
"Niphona hookeri","","Basic","https://www.cabi.org/isc/datasheet/115797",
"Nitidula flavomaculata","","Basic","https://www.cabi.org/isc/datasheet/115798",
"Gibbium psylloides","","Basic","https://www.cabi.org/isc/datasheet/114563",
"Trioza vitreoradiata","","Basic","https://www.cabi.org/isc/datasheet/117657",
"Trogoderma megatomoides","","Basic","https://www.cabi.org/isc/datasheet/117671",
"Tropideres dorsalis","","Basic","https://www.cabi.org/isc/datasheet/117675",
"Trypodendron laeve","","Basic","https://www.cabi.org/isc/datasheet/117678",
"Tupiocoris rhododendri","","Basic","https://www.cabi.org/isc/datasheet/117695",
"Tuponia brevirostris","","Basic","https://www.cabi.org/isc/datasheet/117696",
"Tuponia hippophaes","","Basic","https://www.cabi.org/isc/datasheet/117698",
"Chymomyza procnemis","","Basic","https://www.cabi.org/isc/datasheet/113300",
"Cinara brauni","","Basic","https://www.cabi.org/isc/datasheet/113313",
"Cinara confinis","","Basic","https://www.cabi.org/isc/datasheet/113314",
"Cinara costata","","Basic","https://www.cabi.org/isc/datasheet/113315",
"Cinara cuneomaculata","","Basic","https://www.cabi.org/isc/datasheet/113316",
"Cinara juniperi","","Basic","https://www.cabi.org/isc/datasheet/113317",
"Cinara laportei","","Basic","https://www.cabi.org/isc/datasheet/113319",
"Cinara nuda","","Basic","https://www.cabi.org/isc/datasheet/113320",
"Cinara pruinosa","","Basic","https://www.cabi.org/isc/datasheet/113322",
"Plutella porrectella","","Basic","https://www.cabi.org/isc/datasheet/116401",
"Clinodiplosis cattleyae","","Basic","https://www.cabi.org/isc/datasheet/113373",
"Closterotomus trivialis","","Basic","https://www.cabi.org/isc/datasheet/113380",
"Coccidoxenoides perminutus","","Basic","https://www.cabi.org/isc/datasheet/113393",
"Ponera coarctata","","Basic","https://www.cabi.org/isc/datasheet/116488",
"Aleochara puberula","","Basic","https://www.cabi.org/isc/datasheet/112104",
"Alocentron curvirostre","","Basic","https://www.cabi.org/isc/datasheet/112139",
"Nathrius brevipennis","","Basic","https://www.cabi.org/isc/datasheet/35738",
"Lepinotus inquilinus","","Basic","https://www.cabi.org/isc/datasheet/115219",
"Alphitophagus bifasciatus","","Basic","https://www.cabi.org/isc/datasheet/112153",
"Leucoptera laburnella","","Basic","https://www.cabi.org/isc/datasheet/115241",
"Leucothrips nigripennis","","Basic","https://www.cabi.org/isc/datasheet/115245",
"Amara aulica","","Basic","https://www.cabi.org/isc/datasheet/112183",
"Agrilus auroguttatus","goldspotted oak borer","Full","https://www.cabi.org/isc/datasheet/118342",
"Echinothrips americanus","","Basic","https://www.cabi.org/isc/datasheet/114022",
"Edwardsiana ishidai","","Basic","https://www.cabi.org/isc/datasheet/114035",
"Endria nebulosa","","Basic","https://www.cabi.org/isc/datasheet/114091",
"Enoplium serraticorne","","Basic","https://www.cabi.org/isc/datasheet/114096",
"Siphonatrophia cupressi","","Basic","https://www.cabi.org/isc/datasheet/117186",
"Kallitaxila crini","green tropiduchid","Full","https://www.cabi.org/isc/datasheet/119062",
"Anastrepha spatulata","","Basic","https://www.cabi.org/isc/datasheet/119085",
"Oemona hirta","lemon tree borer","Basic","https://www.cabi.org/isc/datasheet/37124",
"Chrysops discalis","","Basic","https://www.cabi.org/isc/datasheet/89438",
"Tachinaephagus zealandicus","","Basic","https://www.cabi.org/isc/datasheet/52610",
"Zeiraphera diniana","douglas fir cone moth (Japan)","Basic","https://www.cabi.org/isc/datasheet/57637",
"Listroderes costirostris","vegetable weevil","Full","https://www.cabi.org/isc/datasheet/30994",
"Pseudococcus viburni","obscure mealybug","Full","https://www.cabi.org/isc/datasheet/45080",
"Xyleborinus saxesenii","fruit-tree pinhole borer","Full","https://www.cabi.org/isc/datasheet/57038",
"Phenacoccus solenopsis","cotton mealybug","Full","https://www.cabi.org/isc/datasheet/109097",
"Pityokteines curvidens","fir engraver beetle","Full","https://www.cabi.org/isc/datasheet/45720",
"Halyomorpha halys","brown marmorated stink bug","Full","https://www.cabi.org/isc/datasheet/27377",
"Dreyfusia nordmannianae","silver fir adelges","Full","https://www.cabi.org/isc/datasheet/19860",
"Cryptotermes brevis","powderpost termite","Full","https://www.cabi.org/isc/datasheet/16441",
"Teia anartoides","painted apple moth","Full","https://www.cabi.org/isc/datasheet/107741",
