"Scientific name","Common name","Coverage","URL",
"Rhyopsocus peregrinus","","Basic","https://www.cabi.org/isc/datasheet/116735",
"Cryptophagus acutangulus","","Basic","https://www.cabi.org/isc/datasheet/113669",
"Cryptophagus fallax","","Basic","https://www.cabi.org/isc/datasheet/113673",
"Cryptophagus pilosus","","Basic","https://www.cabi.org/isc/datasheet/113674",
"Cryptophagus saginatus","","Basic","https://www.cabi.org/isc/datasheet/113675",
"Cryptophagus scanicus","","Basic","https://www.cabi.org/isc/datasheet/113676",
"Cryptophagus schmidti","","Basic","https://www.cabi.org/isc/datasheet/113677",
"Roeslerstammia erxlebella","","Basic","https://www.cabi.org/isc/datasheet/116750",
"Conocephalus maculatus","","Basic","https://www.cabi.org/isc/datasheet/119859",
"Argyresthia bonnetella","","Basic","https://www.cabi.org/isc/datasheet/112409",
"Argyresthia laevigatella","","Basic","https://www.cabi.org/isc/datasheet/112410",
"Mecinus pascuorum","","Basic","https://www.cabi.org/isc/datasheet/115513",
"Megadytes costalis","","Basic","https://www.cabi.org/isc/datasheet/115539",
"Megalorhipida leucodactylus","","Basic","https://www.cabi.org/isc/datasheet/115542",
"Megatoma pubescens","","Basic","https://www.cabi.org/isc/datasheet/115546",
"Megoura lespedezae","","Basic","https://www.cabi.org/isc/datasheet/115547",
"Asias ephippium","","Basic","https://www.cabi.org/isc/datasheet/112473",
"Melanotus dichrous","","Basic","https://www.cabi.org/isc/datasheet/115558",
"Asphondylia borzi","","Basic","https://www.cabi.org/isc/datasheet/112486",
"Aspidiotus elaeidis","","Basic","https://www.cabi.org/isc/datasheet/112489",
"Melillaia desbrochersi","","Basic","https://www.cabi.org/isc/datasheet/115564",
"Aspidimorpha cincta","","Basic","https://www.cabi.org/isc/datasheet/112490",
"Messor barbarus structor","","Basic","https://www.cabi.org/isc/datasheet/115584",
"Synanthedon andrenaeformis","","Basic","https://www.cabi.org/isc/datasheet/117404",
"Syncopacma polychromella","","Basic","https://www.cabi.org/isc/datasheet/117405",
"Tachinus laticollis","","Basic","https://www.cabi.org/isc/datasheet/117412",
"Tachinus sibiricus","","Basic","https://www.cabi.org/isc/datasheet/117413",
"Tachyta nana","","Basic","https://www.cabi.org/isc/datasheet/117418",
"Eupithecia carpophagata","","Basic","https://www.cabi.org/isc/datasheet/114340",
"Eupithecia indigata","","Basic","https://www.cabi.org/isc/datasheet/114341",
"Eupithecia pulchellata","","Basic","https://www.cabi.org/isc/datasheet/114345",
"Eupithecia sinuosaria","","Basic","https://www.cabi.org/isc/datasheet/114346",
"Euplectus infirmus","","Basic","https://www.cabi.org/isc/datasheet/114347",
"Euplexia lucipara","","Basic","https://www.cabi.org/isc/datasheet/114348",
"Taeniotes cayennensis","","Basic","https://www.cabi.org/isc/datasheet/117420",
"Taeniotes scalatus","","Basic","https://www.cabi.org/isc/datasheet/117421",
"Eupteryx rostrata","","Basic","https://www.cabi.org/isc/datasheet/114350",
"Eupteryx salviae","","Basic","https://www.cabi.org/isc/datasheet/114351",
"Eupulvinaria horii","","Basic","https://www.cabi.org/isc/datasheet/114352",
"Eurranthis plummistaria","","Basic","https://www.cabi.org/isc/datasheet/114354",
"Eurytoma orchidearum","","Basic","https://www.cabi.org/isc/datasheet/114359",
"Tarsostenus univittatus","","Basic","https://www.cabi.org/isc/datasheet/117438",
"Eutelia adulatrix","","Basic","https://www.cabi.org/isc/datasheet/114365",
"Euxesta pechumani","","Basic","https://www.cabi.org/isc/datasheet/114367",
"Technomyrmex detorquens","","Basic","https://www.cabi.org/isc/datasheet/117440",
"Temnothorax longispinosus","","Basic","https://www.cabi.org/isc/datasheet/117451",
"Tenebroides fuscus","","Basic","https://www.cabi.org/isc/datasheet/117452",
"Tephritis praecox","","Basic","https://www.cabi.org/isc/datasheet/117457",
"Terellia fuscicornis","","Basic","https://www.cabi.org/isc/datasheet/117458",
"Teropalpus unicolor","","Basic","https://www.cabi.org/isc/datasheet/117459",
"Feltia subgothica","","Basic","https://www.cabi.org/isc/datasheet/114383",
"Tesarius caelatus","","Basic","https://www.cabi.org/isc/datasheet/117460",
"Thecabius affinis","","Basic","https://www.cabi.org/isc/datasheet/117499",
"Ceraleurodicus varus","","Basic","https://www.cabi.org/isc/datasheet/113106",
"Cerambyx carinatus","","Basic","https://www.cabi.org/isc/datasheet/113107",
"Peribatodes perversaria","","Basic","https://www.cabi.org/isc/datasheet/116207",
"Peribatodes secundaria","","Basic","https://www.cabi.org/isc/datasheet/116208",
"Cercyon depressus","","Basic","https://www.cabi.org/isc/datasheet/113130",
"Cercyon haemorhoidalis","","Basic","https://www.cabi.org/isc/datasheet/113131",
"Cercyon inquinatus","","Basic","https://www.cabi.org/isc/datasheet/113132",
"Cercyon nigriceps","","Basic","https://www.cabi.org/isc/datasheet/113134",
"Cercyon obsoletus","","Basic","https://www.cabi.org/isc/datasheet/113135",
"Cercyon quisquilius","","Basic","https://www.cabi.org/isc/datasheet/113136",
"Periphyllus lyropictus","","Basic","https://www.cabi.org/isc/datasheet/116214",
"Cerodontha unisetiorbita","","Basic","https://www.cabi.org/isc/datasheet/113151",
"Chaetanophothrips orchidii","","Basic","https://www.cabi.org/isc/datasheet/113164",
"Phalacrus coruscus","","Basic","https://www.cabi.org/isc/datasheet/116241",
"Phalacrus politus","","Basic","https://www.cabi.org/isc/datasheet/116242",
"Pheidole bilimeki","","Basic","https://www.cabi.org/isc/datasheet/116248",
"Pheidole noda","","Basic","https://www.cabi.org/isc/datasheet/116249",
"Phibalothrips peringueyi","","Basic","https://www.cabi.org/isc/datasheet/116254",
"Bisnius cephalotes","","Basic","https://www.cabi.org/isc/datasheet/116258",
"Philonthus concinnus","","Basic","https://www.cabi.org/isc/datasheet/116259",
"Philonthus fenestratus","","Basic","https://www.cabi.org/isc/datasheet/116260",
"Bisnius fimetarius","","Basic","https://www.cabi.org/isc/datasheet/116261",
"Philonthus marginatus","","Basic","https://www.cabi.org/isc/datasheet/116262",
"Philonthus politus","","Basic","https://www.cabi.org/isc/datasheet/116263",
"Philonthus quisquiliarius","","Basic","https://www.cabi.org/isc/datasheet/116264",
"Philonthus umbratilis","","Basic","https://www.cabi.org/isc/datasheet/116266",
"Philopedon plagiatus","","Basic","https://www.cabi.org/isc/datasheet/116267",
"Chamaesyrphus caledonicus","","Basic","https://www.cabi.org/isc/datasheet/113193",
"Phloeopora teres","","Basic","https://www.cabi.org/isc/datasheet/116276",
"Phloeopora testacea","","Basic","https://www.cabi.org/isc/datasheet/116277",
"Phlugiolopsis henryi","","Basic","https://www.cabi.org/isc/datasheet/116283",
"Phoetalia pallida","","Basic","https://www.cabi.org/isc/datasheet/116285",
"Phradonoma tricolor","","Basic","https://www.cabi.org/isc/datasheet/116294",
"Phryneta leprosa","","Basic","https://www.cabi.org/isc/datasheet/116295",
"Phycita diaphana","","Basic","https://www.cabi.org/isc/datasheet/116297",
"Ixapion variegatum","","Basic","https://www.cabi.org/isc/datasheet/115002",
"Iziphya flabella","","Basic","https://www.cabi.org/isc/datasheet/115006",
"Josephiella microcarpae","","Basic","https://www.cabi.org/isc/datasheet/115019",
"Karnyothrips americanus","","Basic","https://www.cabi.org/isc/datasheet/115056",
"Karnyothrips melaleucus","","Basic","https://www.cabi.org/isc/datasheet/115058",
"Kirinia roxelana","","Basic","https://www.cabi.org/isc/datasheet/115066",
"Kuwanaspis bambusae","","Basic","https://www.cabi.org/isc/datasheet/115086",
"Empoasca maligna","","Basic","https://www.cabi.org/isc/datasheet/115087",
"Glyptapanteles creatonoti","","Basic","https://www.cabi.org/isc/datasheet/20975595",
"Satyrium w-album","","Basic","https://www.cabi.org/isc/datasheet/41522731",
"Ecchlorolestes peringueyi","marbled malachite","Basic","https://www.cabi.org/isc/datasheet/121850",
"Syncordulia gracilis","yellow presba","Basic","https://www.cabi.org/isc/datasheet/121852",
"Syncordulia venator","mahogany presba","Basic","https://www.cabi.org/isc/datasheet/121853",
"Orthetrum rubens","elusive skimmer","Basic","https://www.cabi.org/isc/datasheet/121854",
"Ambrysus funebris","Nevares Spring naucorid bug","Basic","https://www.cabi.org/isc/datasheet/122520",
"Hemiargus thomasi bethunebakeri","Miami blue butterfly","Basic","https://www.cabi.org/isc/datasheet/122522",
"Drosophila aglaia","","Basic","https://www.cabi.org/isc/datasheet/122525",
"Drosophila differens","Hawaiian picture-wing fly","Basic","https://www.cabi.org/isc/datasheet/122526",
"Drosophila digressa","","Basic","https://www.cabi.org/isc/datasheet/122527",
"Drosophila hemipeza","","Basic","https://www.cabi.org/isc/datasheet/122528",
"Drosophila heteroneura","","Basic","https://www.cabi.org/isc/datasheet/122529",
"Drosophila montgomeryi","","Basic","https://www.cabi.org/isc/datasheet/122530",
"Drosophila ochrobasis","","Basic","https://www.cabi.org/isc/datasheet/122532",
"Drosophila substenoptera","","Basic","https://www.cabi.org/isc/datasheet/122533",
"Elaphrus viridis","delta green ground beetle","Basic","https://www.cabi.org/isc/datasheet/122535",
"Glyphopsyche sequatchie","","Basic","https://www.cabi.org/isc/datasheet/122537",
"Hylaeus anthracinus","anthricinan yellow-faced bee","Basic","https://www.cabi.org/isc/datasheet/122540",
"Hylaeus assimulans","assimulans yellow-faced bee","Basic","https://www.cabi.org/isc/datasheet/122541",
"Hylaeus facilis","easy yellow-faced bee","Basic","https://www.cabi.org/isc/datasheet/122542",
"Hylaeus hilaris","hilaris yellow-faced bee","Basic","https://www.cabi.org/isc/datasheet/122543",
"Hylaeus kuakea","Hawaiian yellow-faced bee","Basic","https://www.cabi.org/isc/datasheet/122544",
"Hylaeus longiceps","","Basic","https://www.cabi.org/isc/datasheet/122545",
"Hylaeus mana","","Basic","https://www.cabi.org/isc/datasheet/122546",
"Lycaeides melissa samuelis","Karner blue butterfly","Basic","https://www.cabi.org/isc/datasheet/122551",
"Megalagrion oceanicum","oceanic Hawaiian damselfly","Basic","https://www.cabi.org/isc/datasheet/122553",
"Megalagrion xanthomelas","orangeblack Hawaiian damselfly","Basic","https://www.cabi.org/isc/datasheet/122554",
"Pseudocopaeodes eunus obscurus","Carson wandering skipper","Basic","https://www.cabi.org/isc/datasheet/122556",
"Rhadine exilis","","Basic","https://www.cabi.org/isc/datasheet/122558",
"Rhadine infernalis","","Basic","https://www.cabi.org/isc/datasheet/122559",
"Speyeria callippe callippe","callippe silverspot butterfly","Basic","https://www.cabi.org/isc/datasheet/122560",
"Bucephalogonia xanthophis","","Basic","https://www.cabi.org/isc/datasheet/121334",
"Ablattaria laevigata","","Basic","https://www.cabi.org/isc/datasheet/111969",
"Dasineura gibsoni","","Basic","https://www.cabi.org/isc/datasheet/113802",
"Dasineura rhododendri","","Basic","https://www.cabi.org/isc/datasheet/113804",
"Delottococcus euphorbiae","","Basic","https://www.cabi.org/isc/datasheet/113820",
"Saprinus acuminatus","","Basic","https://www.cabi.org/isc/datasheet/116902",
"Saprinus planiusculus","","Basic","https://www.cabi.org/isc/datasheet/116905",
"Saprinus subnitescens","","Basic","https://www.cabi.org/isc/datasheet/116907",
"Saprosites mendax","","Basic","https://www.cabi.org/isc/datasheet/116908",
"Saprosites natalensis","","Basic","https://www.cabi.org/isc/datasheet/116909",
"Dendrothrips eastopi","","Basic","https://www.cabi.org/isc/datasheet/113832",
"Dermestes bicolor","","Basic","https://www.cabi.org/isc/datasheet/113836",
"Dermestes coronatus","","Basic","https://www.cabi.org/isc/datasheet/113837",
"Dermestes dermestinus","","Basic","https://www.cabi.org/isc/datasheet/113838",
"Dermestes leechi","","Basic","https://www.cabi.org/isc/datasheet/113839",
"Dermestes vorax","","Basic","https://www.cabi.org/isc/datasheet/113842",
"Derolus mauritanicus","","Basic","https://www.cabi.org/isc/datasheet/113843",
"Dialeurodes formosensis","","Basic","https://www.cabi.org/isc/datasheet/113855",
"Diapus aculeatus","","Basic","https://www.cabi.org/isc/datasheet/113867",
"Diaspidiotus osborni","","Basic","https://www.cabi.org/isc/datasheet/113869",
"Scaptomyza vittata","","Basic","https://www.cabi.org/isc/datasheet/116944",
"Sceliphron cementarium","","Basic","https://www.cabi.org/isc/datasheet/116946",
"Diaspidiotus uvae","","Basic","https://www.cabi.org/isc/datasheet/113870",
"Dichromothrips orchidis","","Basic","https://www.cabi.org/isc/datasheet/113880",
"Dicrodiplosis pseudococci","","Basic","https://www.cabi.org/isc/datasheet/113884",
"Dicyphus escalerae","","Basic","https://www.cabi.org/isc/datasheet/113887",
"Dienerella filum","","Basic","https://www.cabi.org/isc/datasheet/113891",
"Sciota marmorata","","Basic","https://www.cabi.org/isc/datasheet/116976",
"Sclerocona acutella","","Basic","https://www.cabi.org/isc/datasheet/116987",
"Scolytogenes jalapae","","Basic","https://www.cabi.org/isc/datasheet/116993",
"Scolytus dimidiatus","","Basic","https://www.cabi.org/isc/datasheet/116994",
"Attagenus gobicola","","Basic","https://www.cabi.org/isc/datasheet/112600",
"Attagenus lynx","","Basic","https://www.cabi.org/isc/datasheet/112601",
"Attagenus quadrimaculatus","","Basic","https://www.cabi.org/isc/datasheet/112603",
"Attagenus simplex","","Basic","https://www.cabi.org/isc/datasheet/112605",
"Atys cylindricus","","Basic","https://www.cabi.org/isc/datasheet/112608",
"Aulacorthum solani solani","","Basic","https://www.cabi.org/isc/datasheet/112610",
"Myrmecopora sulcata","","Basic","https://www.cabi.org/isc/datasheet/115700",
"Myrmecopora uvida","","Basic","https://www.cabi.org/isc/datasheet/115701",
"Myzaphis turanica","","Basic","https://www.cabi.org/isc/datasheet/115707",
"Myzia oblongogutatta","","Basic","https://www.cabi.org/isc/datasheet/115708",
"Axinotarsus marginalis","","Basic","https://www.cabi.org/isc/datasheet/112631",
"Myzus hemerocallis","","Basic","https://www.cabi.org/isc/datasheet/115712",
"Bambusaspis miliaris","","Basic","https://www.cabi.org/isc/datasheet/112657",
"Nausibius clavicornis","","Basic","https://www.cabi.org/isc/datasheet/115739",
"Barynotus squamosus","","Basic","https://www.cabi.org/isc/datasheet/112664",
"Nemapogon gerasimovi","","Basic","https://www.cabi.org/isc/datasheet/115746",
"Nematus spiraeae","","Basic","https://www.cabi.org/isc/datasheet/115748",
"Neobisnius lathrobioides","","Basic","https://www.cabi.org/isc/datasheet/115752",
"Neobisnius procerulus","","Basic","https://www.cabi.org/isc/datasheet/115753",
"Neocrepidodera ferruginea","","Basic","https://www.cabi.org/isc/datasheet/115755",
"Stigmella speciosa","","Basic","https://www.cabi.org/isc/datasheet/115774",
"Gastrodes grossipes","","Basic","https://www.cabi.org/isc/datasheet/114504",
"Gelechia sabinellus","","Basic","https://www.cabi.org/isc/datasheet/114510",
"Gibbium aequinoctiale","","Basic","https://www.cabi.org/isc/datasheet/114562",
"Gisilia stereodoxa","","Basic","https://www.cabi.org/isc/datasheet/114572",
"Trigonogenius globulus","","Basic","https://www.cabi.org/isc/datasheet/117654",
"Trinophylum cribratum","","Basic","https://www.cabi.org/isc/datasheet/117655",
"Gliricola porcellus","","Basic","https://www.cabi.org/isc/datasheet/114591",
"Glischrochilus quadripuctalatus","","Basic","https://www.cabi.org/isc/datasheet/114592",
"Tuberculatus kuricola","","Basic","https://www.cabi.org/isc/datasheet/117680",
"Tuberocephalus higansakurae","","Basic","https://www.cabi.org/isc/datasheet/117681",
"Tuponia macedonica","","Basic","https://www.cabi.org/isc/datasheet/117699",
"Chymomyza procnemoides","","Basic","https://www.cabi.org/isc/datasheet/113301",
"Chymomyza wirthi","","Basic","https://www.cabi.org/isc/datasheet/113302",
"Cinara kochiana","","Basic","https://www.cabi.org/isc/datasheet/113318",
"Cinara pinihabitans","","Basic","https://www.cabi.org/isc/datasheet/113321",
"Pocadius adustus","","Basic","https://www.cabi.org/isc/datasheet/116412",
"Podothrips semiflavus","","Basic","https://www.cabi.org/isc/datasheet/116417",
"Clavigesta sylvestrana","","Basic","https://www.cabi.org/isc/datasheet/113353",
"Clitarchus hookeri","","Basic","https://www.cabi.org/isc/datasheet/113376",
"Clonopsis gallica","","Basic","https://www.cabi.org/isc/datasheet/113378",
"Clorida albolitura","","Basic","https://www.cabi.org/isc/datasheet/113379",
"Polypterus delhezi","","Basic","https://www.cabi.org/isc/datasheet/116468",
"Clytus arietis","","Basic","https://www.cabi.org/isc/datasheet/113391",
"Aleochara clavicornis","","Basic","https://www.cabi.org/isc/datasheet/112103",
"Aleuroclava chittendeni","","Basic","https://www.cabi.org/isc/datasheet/112105",
"Aleuroclava guyavae","","Basic","https://www.cabi.org/isc/datasheet/112106",
"Aleuropteridis filicicola","","Basic","https://www.cabi.org/isc/datasheet/112107",
"Aloa lactinea","","Basic","https://www.cabi.org/isc/datasheet/112137",
"Leptacinus pusillus","","Basic","https://www.cabi.org/isc/datasheet/115221",
"Leucaspis podocarpi","","Basic","https://www.cabi.org/isc/datasheet/115239",
"Leucostoma edentatum","","Basic","https://www.cabi.org/isc/datasheet/115242",
"Licinus punctatulus","","Basic","https://www.cabi.org/isc/datasheet/115256",
"Amara anthobia","","Basic","https://www.cabi.org/isc/datasheet/112182",
"Amara cursitans","","Basic","https://www.cabi.org/isc/datasheet/112184",
"Amara majuscula","","Basic","https://www.cabi.org/isc/datasheet/112185",
"Amara montivaga","","Basic","https://www.cabi.org/isc/datasheet/112186",
"Ectopsocus maindroni","","Basic","https://www.cabi.org/isc/datasheet/114029",
"Ectopsocus richardsi","","Basic","https://www.cabi.org/isc/datasheet/114031",
"Ectopsocus titschaki","","Basic","https://www.cabi.org/isc/datasheet/114032",
"Eilema caniola","","Basic","https://www.cabi.org/isc/datasheet/114042",
"Elachertus cidariae","","Basic","https://www.cabi.org/isc/datasheet/114047",
"Electra tenella","","Basic","https://www.cabi.org/isc/datasheet/114055",
"Elophila nymphaeata","","Basic","https://www.cabi.org/isc/datasheet/114071",
"Enochrus bicolor","","Basic","https://www.cabi.org/isc/datasheet/114095",
"Silvanus lateritius","","Basic","https://www.cabi.org/isc/datasheet/117172",
"Silvanus lewisii","","Basic","https://www.cabi.org/isc/datasheet/117173",
"Silvanus recticollis","","Basic","https://www.cabi.org/isc/datasheet/117174",
"Silvanus unidentatus","","Basic","https://www.cabi.org/isc/datasheet/117175",
"Geostiba circellaris","","Basic","https://www.cabi.org/isc/datasheet/117183",
"Sipyloidea sipylus","","Basic","https://www.cabi.org/isc/datasheet/117187",
"Sirex areolatus","","Basic","https://www.cabi.org/isc/datasheet/117188",
"Caliothrips fasciatus","","Basic","https://www.cabi.org/isc/datasheet/112877",
"Crypticerya multicicatrices","multicicatrices fluted scale","Basic","https://www.cabi.org/isc/datasheet/119479",
"Odontotermes latiguloides","","Basic","https://www.cabi.org/isc/datasheet/37069",
"Acalyptris platani","","Basic","https://www.cabi.org/isc/datasheet/111984",
"Forficula auricularia","European earwig","Full","https://www.cabi.org/isc/datasheet/24345",
"Omorgus suberosus","hide beetle","Full","https://www.cabi.org/isc/datasheet/119100",
"Heliothrips haemorrhoidalis","black tea thrips","Full","https://www.cabi.org/isc/datasheet/26818",
"Nipaecoccus nipae","spiked mealybug","Full","https://www.cabi.org/isc/datasheet/36334",
"Phenacoccus parvus","lantana mealybug","Basic","https://www.cabi.org/isc/datasheet/40175",
"Vespula germanica","German wasp","Full","https://www.cabi.org/isc/datasheet/56667",
"Phyllonorycter issikii","lime leafminer","Full","https://www.cabi.org/isc/datasheet/40593",
"Schistocerca nitens","gray bird grasshopper","Full","https://www.cabi.org/isc/datasheet/49834",
"Parthenolecanium persicae","peach scale","Full","https://www.cabi.org/isc/datasheet/45558",
"Nipaecoccus viridis","spherical mealybug","Full","https://www.cabi.org/isc/datasheet/36335",
"Thrips imaginis","plague thrips","Full","https://www.cabi.org/isc/datasheet/53736",
"Dinoderus minutus","bamboo borer","Full","https://www.cabi.org/isc/datasheet/19035",
"Rhagoletis completa","walnut husk fly","Full","https://www.cabi.org/isc/datasheet/47053",
"Coptotermes gestroi","Asian subterranean termite","Full","https://www.cabi.org/isc/datasheet/15286",
"Euwallacea piceus","","Full","https://www.cabi.org/isc/datasheet/57171",
"Xyleborus volvulus","","Full","https://www.cabi.org/isc/datasheet/57177",
"Vespa velutina","Asian hornet","Full","https://www.cabi.org/isc/datasheet/109164",
"Blattella germanica","German cockroach","Full","https://www.cabi.org/isc/datasheet/9408",
"Gynaikothrips ficorum","Cuban laurel thrips","Full","https://www.cabi.org/isc/datasheet/26258",
"Hypogeococcus pungens","cactus mealybug","Full","https://www.cabi.org/isc/datasheet/110614",
"Frankliniella occidentalis","western flower thrips","Full","https://www.cabi.org/isc/datasheet/24426",
"Maconellicoccus hirsutus","pink hibiscus mealybug","Full","https://www.cabi.org/isc/datasheet/40171",
"Chrysomphalus dictyospermi","dictyospermum scale","Full","https://www.cabi.org/isc/datasheet/13378",
"Stigmella multispicata","","Basic","https://www.cabi.org/isc/datasheet/90689740",
"Saperda candida","","Basic","https://www.cabi.org/isc/datasheet/108934",
"Epuraea imperialis","","Basic","https://www.cabi.org/isc/datasheet/52031793",
"Eurema blanda","three-spot grass yellow butterfly","Basic","https://www.cabi.org/isc/datasheet/23419",
"Idioscopus clypealis","mango leafhopper","Full","https://www.cabi.org/isc/datasheet/28470",
"Eriococcus ironsidei","","Basic","https://www.cabi.org/isc/datasheet/38412065",
"Prays citri","citrus flower moth","Full","https://www.cabi.org/isc/datasheet/43910",
"Phenacoccus graminicola","","Basic","https://www.cabi.org/isc/datasheet/20738229",
"Rhynchopalpus brunellus","","Basic","https://www.cabi.org/isc/datasheet/47229",
"Eccritotarsus eichhorniae","","Basic","https://www.cabi.org/isc/datasheet/80109437",
"Bruchus signaticornis","","Basic","https://www.cabi.org/isc/datasheet/112823",
"Buchananiella continua","","Basic","https://www.cabi.org/isc/datasheet/112832",
"Oinophila v-flava","","Basic","https://www.cabi.org/isc/datasheet/115914",
"Parapoynx polydectalis","","Basic","https://www.cabi.org/isc/datasheet/115924",
"Oligota parva","","Basic","https://www.cabi.org/isc/datasheet/115925",
"Buprestis decora","","Basic","https://www.cabi.org/isc/datasheet/112857",
"Cabera leptographa","","Basic","https://www.cabi.org/isc/datasheet/112859",
"Omonadus floralis","","Basic","https://www.cabi.org/isc/datasheet/115934",
"Cacopsylla pulchella","","Basic","https://www.cabi.org/isc/datasheet/112861",
"Caenoscelis subdeplanata","","Basic","https://www.cabi.org/isc/datasheet/112862",
"Callistus lunatus","","Basic","https://www.cabi.org/isc/datasheet/112886",
"Opogona omoscopa","","Basic","https://www.cabi.org/isc/datasheet/115962",
"Callopistria maillardi","","Basic","https://www.cabi.org/isc/datasheet/112890",
"Caloptilia roscipennella","walnut leaf miner","Basic","https://www.cabi.org/isc/datasheet/112892",
"Caloptilia syringella","","Basic","https://www.cabi.org/isc/datasheet/112893",
"Orientus ishidae","mosaic leafhopper","Basic","https://www.cabi.org/isc/datasheet/115983",
"Henoticus californicus","","Basic","https://www.cabi.org/isc/datasheet/114763",
"Vryburgia brevicruris","","Basic","https://www.cabi.org/isc/datasheet/117870",
"Wahlgreniella arbuti","","Basic","https://www.cabi.org/isc/datasheet/117883",
"Wahlgreniella nervata","","Basic","https://www.cabi.org/isc/datasheet/117884",
"Ptinella errabunda","","Basic","https://www.cabi.org/isc/datasheet/116602",
"Ptinella johnsoni","","Basic","https://www.cabi.org/isc/datasheet/116603",
"Ptinella simsoni","","Basic","https://www.cabi.org/isc/datasheet/116604",
"Puliciphora borinquenensis","","Basic","https://www.cabi.org/isc/datasheet/116621",
"Quadrastichodella nova","","Basic","https://www.cabi.org/isc/datasheet/116649",
"Crenidorsum aroidephagus","","Basic","https://www.cabi.org/isc/datasheet/113585",
"Anthocoris butleri","","Basic","https://www.cabi.org/isc/datasheet/112303",
"Anthrenocerus australis","","Basic","https://www.cabi.org/isc/datasheet/112304",
"Anthrenus pimpinellae","","Basic","https://www.cabi.org/isc/datasheet/112310",
"Antichloris viridis","","Basic","https://www.cabi.org/isc/datasheet/112313",
"Luperomorpha xanthodera","","Basic","https://www.cabi.org/isc/datasheet/115403",
"Apamea remissa","","Basic","https://www.cabi.org/isc/datasheet/112330",
"Aphaenogaster senilis","","Basic","https://www.cabi.org/isc/datasheet/112333",
"Aphanostigma iaksuiense","yellow scale","Basic","https://www.cabi.org/isc/datasheet/112336",
"Aphis oenotherae","","Basic","https://www.cabi.org/isc/datasheet/112341",
"Aphis spiraephaga","","Basic","https://www.cabi.org/isc/datasheet/112344",
"Aphis spiraephila","","Basic","https://www.cabi.org/isc/datasheet/112345",
"Apion haematodes","","Basic","https://www.cabi.org/isc/datasheet/112349",
"Lyctus cavicollis","","Basic","https://www.cabi.org/isc/datasheet/115425",
"Appendiseta robiniae","","Basic","https://www.cabi.org/isc/datasheet/112379",
"Macrolophus melanotoma","","Basic","https://www.cabi.org/isc/datasheet/115451",
"Macropsis cyanescens","","Basic","https://www.cabi.org/isc/datasheet/115453",
"Monochamus urussovii","white mottled sawyer","Basic","https://www.cabi.org/isc/datasheet/34737",
"Eristalis intricaria","","Basic","https://www.cabi.org/isc/datasheet/114226",
"Stenoscelis submuricatus","","Basic","https://www.cabi.org/isc/datasheet/117335",
"Stephanitis oberti","","Basic","https://www.cabi.org/isc/datasheet/117338",
"Stictocephala alta","","Basic","https://www.cabi.org/isc/datasheet/117340",
"Essigella californica","Monterey pine aphid","Basic","https://www.cabi.org/isc/datasheet/114280",
"Euchromia lethe","","Basic","https://www.cabi.org/isc/datasheet/114287",
"Euchromius ocellea","","Basic","https://www.cabi.org/isc/datasheet/114288",
"Stricticomus tobias","","Basic","https://www.cabi.org/isc/datasheet/117369",
"Eulachnus brevipilosus","","Basic","https://www.cabi.org/isc/datasheet/114293",
"Eulecanium excrescens","","Basic","https://www.cabi.org/isc/datasheet/114294",
"Strumigenys lewisi","","Basic","https://www.cabi.org/isc/datasheet/117376",
"Strumigenys rogeri","","Basic","https://www.cabi.org/isc/datasheet/117377",
"Strumigenys silvestrii","","Basic","https://www.cabi.org/isc/datasheet/117378",
"Carpelimus zealandicus","","Basic","https://www.cabi.org/isc/datasheet/113007",
"Carpophilus nepos","","Basic","https://www.cabi.org/isc/datasheet/113014",
"Carpophilus pilosellus","","Basic","https://www.cabi.org/isc/datasheet/113015",
"Carpophilus tersus","","Basic","https://www.cabi.org/isc/datasheet/113018",
"Paraleyrodes bondari","","Basic","https://www.cabi.org/isc/datasheet/116127",
"Paraleyrodes minei","","Basic","https://www.cabi.org/isc/datasheet/116129",
"Neandra marginicollis","","Basic","https://www.cabi.org/isc/datasheet/116136",
"Parapoynx crisonalis","","Basic","https://www.cabi.org/isc/datasheet/116140",
"Parasyrphus lineolus","","Basic","https://www.cabi.org/isc/datasheet/116142",
"Paratillus carus","","Basic","https://www.cabi.org/isc/datasheet/116144",
"Paratrechina flavipes","","Basic","https://www.cabi.org/isc/datasheet/116145",
"Paromalus luderti","","Basic","https://www.cabi.org/isc/datasheet/116159",
"Pealius azaleae","","Basic","https://www.cabi.org/isc/datasheet/116179",
"Ceratitis ditissima","","Basic","https://www.cabi.org/isc/datasheet/119258",
"Ceratitis penicillata","","Basic","https://www.cabi.org/isc/datasheet/119259",
"Dacus transitorius","","Basic","https://www.cabi.org/isc/datasheet/119260",
"Celidodacus obnubilus","","Basic","https://www.cabi.org/isc/datasheet/119263",
"Trirhithrum nigerrimum","","Basic","https://www.cabi.org/isc/datasheet/119266",
"Apis mellifera ligustica","","Basic","https://www.cabi.org/isc/datasheet/6360",
"Aleurocybotus occiduus","","Basic","https://www.cabi.org/isc/datasheet/59190168",
"Syntomeida epilais","oleander moth","Basic","https://www.cabi.org/isc/datasheet/50446",
"Vespula","","Basic","https://www.cabi.org/isc/datasheet/56663",
"Nematus appalachia","","Basic","https://www.cabi.org/isc/datasheet/20072599",
"Atherigona reversura","Bermudagrass stem maggot","Basic","https://www.cabi.org/isc/datasheet/61831558",
