"","V1"
"3621",1014615
"3622",2145078
"3623",4371482
"3624",4371493
"3625",2266741
"3626",1174299
"3627",2569274
"3628",3033868
"3629",1053237
"3630",4374719
"3631",5800485
"3632",2688081
"3633",1419867
"3634",8051854
"3635",2321011
"3636",2321010
"3637",2321012
"3638",7911174
"3639",5727495
"3640",1365734
"3641",7495282
"3642",2498390
"3643",7368258
"3644",8911743
"3645",2437377
"3646",10043305
"3647",4559235
"3648",5274875
"3649",6335262
"3650",4560882
"3651",2223427
"3652",4382171
"3653",5218887
"3654",5218878
"3655",5218826
"3656",2288752
"3657",8695310
"3658",1886729
"3659",4471195
"3660",8382786
"3661",6130391
"3662",2590801
"3663",2080232
"3664",5799065
"3665",2443374
"3666",2443341
"3667",2443597
"3668",2443384
"3669",1594566
"3670",5012177
"3671",1197447
"3672",1187215
"3673",2234100
"3674",2234044
"3675",1690429
"3676",2447858
"3677",2318054
"3678",4378628
"3679",5166489
"3680",2115692
"3681",6950681
"3682",6950683
"3683",4553535
"3684",1335648
"3685",6000968
"3686",2362740
"3687",2362745
"3688",9238897
"3689",1858930
"3690",1399586
"3691",1205359
"3692",1546523
"3693",1547108
"3694",1547433
"3695",1370910
"3696",1370897
"3697",1371043
"3698",1370945
"3699",1370848
"3700",1371034
"3701",4502282
"3702",1370976
"3703",1370962
"3704",1370974
"3705",1370908
"3706",1371026
"3707",1371011
"3708",1370930
"3709",1371005
"3710",1370978
"3711",2705868
"3712",7943314
"3713",2073912
"3714",5415832
"3715",2513990
"3716",2514001
"3717",2514041
"3718",7976978
"3719",8193400
"3720",2513996
"3721",7976978
"3722",2514067
"3723",2514062
"3724",8425316
"3725",8395654
"3726",9812051
"3727",2514015
"3728",2514016
"3729",2516840
"3730",8218201
"3731",3374230
"3732",2076281
"3733",7906361
"3734",9670346
"3735",1536675
"3736",1198949
"3737",5263262
"3738",4431503
"3739",7872932
"3740",2557568
"3741",2557816
"3742",2557815
"3743",6975665
"3744",6975489
"3745",6329723
"3746",9392902
"3747",2069754
"3748",9606290
"3749",2433875
"3750",5914287
"3751",4360148
"3752",5178482
"3753",4452928
"3754",2033546
"3755",2702503
"3756",2702504
"3757",2215949
"3758",7403639
"3759",4556299
"3760",4556295
"3761",7024698
"3762",4556296
"3763",2283982
"3764",4556282
"3765",4556287
"3766",2283983
"3767",1638988
"3768",2479798
"3769",2226687
"3770",2169064
"3771",5189713
"3772",1032773
"3773",2927208
"3774",5219380
"3775",2287668
"3776",2498285
"3777",8365396
"3778",5219721
"3779",2138649
"3780",2138688
"3781",1544168
"3782",1544287
"3783",1544340
"3784",2475396
"3785",1419921
"3786",5167034
"3787",2438482
"3788",1391211
"3789",1391524
"3790",8062927
"3791",4334937
"3792",2223595
"3793",2223618
"3794",2223757
"3795",2223754
"3796",2223738
"3797",1374888
"3798",1375042
"3799",1374909
"3800",1375386
"3801",1375103
"3802",1375050
"3803",1375185
"3804",1375081
"3805",1375162
"3806",1374924
"3807",1375296
"3808",1375213
"3809",4559008
"3810",2319527
"3811",4363162
"3812",2068870
"3813",1095739
"3814",1095740
"3815",4426914
"3816",5168264
"3817",4375150
"3818",3188585
"3819",1237497
"3820",2556337
"3821",1420803
"3822",5200684
"3823",5200696
"3824",2574463
"3825",5023948
"3826",7952857
"3827",6097852
"3828",1033864
"3829",5219833
"3830",4442348
"3831",2390031
"3832",2390027
"3833",2149761
"3834",2399874
"3835",8412232
"3836",1009026
"3837",1045365
"3838",5211250
"3839",2394563
"3840",1604366
"3841",2578759
"3842",2578932
"3843",2578954
"3844",2578694
"3845",8352044
"3846",2578594
"3847",3482288
"3848",3198332
"3849",5289808
"3850",9746485
"3851",1376774
"3852",2613397
"3853",2438606
"3854",4265013
"3855",2438635
"3856",6460036
"3857",4450839
"3858",2516481
"3859",8917925
"3860",7399878
"3861",5229168
"3862",2285868
"3863",2969284
"3864",4461793
"3865",5758584
"3866",5758582
"3867",6005944
"3868",1095708
"3869",6005945
"3870",2706026
"3871",2367919
"3872",2367936
"3873",2367907
"3874",4328522
"3875",5728015
"3876",2267658
"3877",2501248
"3878",1042443
"3879",4374671
"3880",2583390
"3881",7756875
"3882",2265573
"3883",4464028
"3884",2234770
"3885",2234780
"3886",2331498
"3887",2874581
"3888",1601456
"3889",1214901
"3890",2078090
"3891",2078187
"3892",2078181
"3893",5724966
"3894",2583361
"3895",9583544
"3896",2583315
"3897",2583342
"3898",7461927
"3899",2590382
"3900",7825598
"3901",8062758
"3902",8265082
"3903",8411684
"3904",2766009
"3905",4314702
"3906",2217349
"3907",7400525
"3908",1314659
"3909",1314508
"3910",1314699
"3911",1314773
"3912",1314495
"3913",1857829
"3914",2574434
"3915",5208715
"3916",4358938
"3917",5748820
"3918",5748801
"3919",1045818
"3920",5748793
"3921",5748810
"3922",4358939
"3923",5384300
"3924",1391808
"3925",7001809
"3926",4456694
"3927",5225659
"3928",2620293
"3929",1119292
"3930",5156017
"3931",2394598
"3932",2394612
"3933",5361889
"3934",2283513
"3935",2440946
"3936",2405369
"3937",4358700
"3938",2764680
"3939",5795619
"3940",1043751
"3941",7429082
"3942",1524843
"3943",1524762
"3944",1524699
"3945",1395976
"3946",1524744
"3947",2286719
"3948",2475215
"3949",5219019
"3950",5219057
"3951",5218962
"3952",5219007
"3953",5218987
"3954",5218911
"3955",5239471
"3956",5239466
"3957",7791733
"3958",7189273
"3959",6095788
"3960",1042787
"3961",4458708
"3962",4458728
"3963",4438503
"3964",4438530
"3965",2614833
"3966",5263429
"3967",2622175
"3968",2622090
"3969",5264139
"3970",3505975
"3971",2622186
"3972",2621869
"3973",2621905
"3974",9638216
"3975",2622310
"3976",8074796
"3977",2621971
"3978",5894170
"3979",2481936
"3980",2389030
"3981",4324852
"3982",2479407
"3983",5751064
"3984",2362110
"3985",4412421
"3986",4264680
"3987",8924568
"3988",5706764
"3989",5341184
"3990",4382701
"3991",3198195
"3992",5361785
"3993",5361762
"3994",5361760
"3995",4455174
"3996",1045887
"3997",1041477
"3998",4442379
"3999",4308877
"4000",4442380
"4001",9695387
"4002",4452240
"4003",4422519
"4004",2221144
"4005",5772169
"4006",2110811
"4007",2110813
"4008",2287076
"4009",5189109
"4010",8288896
"4011",2075896
"4012",5159068
"4013",5159065
"4014",5159101
"4015",2076239
"4016",2076211
"4017",2076192
"4018",2076228
"4019",2076179
"4020",2076248
"4021",1039955
"4022",1045471
"4023",2209044
"4024",2209042
"4025",2320039
"4026",2320028
"4027",5329315
"4028",5329454
"4029",5329404
"4030",5329324
"4031",1419910
"4032",4454116
"4033",4454135
"4034",4454125
"4035",2480102
"4036",4469605
"4037",1031504
"4038",6531089
"4039",1554721
"4040",4445330
"4041",5725840
"4042",4368308
"4043",4368254
"4044",6503128
"4045",9613389
"4046",5550943
"4047",2433536
"4048",1107218
"4049",6161340
"4050",6161347
"4051",6161327
"4052",2611784
"4053",1210765
"4054",1995651
"4055",1043819
"4056",7913819
"4057",1106307
"4058",5196692
"4059",5196660
"4060",2076388
"4061",5188627
"4062",9736038
"4063",1161901
"4064",1161902
"4065",4448925
"4066",2480715
"4067",8373711
"4068",5251260
"4069",1041499
"4070",2882449
"4071",2664926
"4072",1856701
"4073",1856686
"4074",2283499
"4075",2283497
"4076",2283500
"4077",2283496
"4078",2626067
"4079",5265466
"4080",4491328
"4081",4491358
"4082",2379964
"4083",2266561
"4084",4437258
"4085",4437251
"4086",2582163
"4087",7514768
"4088",4293134
"4089",4462189
"4090",4462178
"4091",2327326
"4092",4811221
"4093",1249729
"4094",4493111
"4095",2110451
"4096",2578258
"4097",2580763
"4098",2379105
"4099",5788058
"4100",5788062
"4101",4285968
"4102",2379089
"4103",2379080
"4104",4424736
"4105",1420518
"4106",2080100
"4107",5273006
"4108",2220407
"4109",2078062
"4110",2563919
"4111",2077619
"4112",2318164
"4113",4484535
"4114",2158821
"4115",4558971
"4116",2000335
"4117",2078259
"4118",2078254
"4119",10306878
"4120",2433652
"4121",2509612
"4122",8264893
"4123",2316942
"4124",8236283
"4125",4401671
"4126",4368600
"4127",5196434
"4128",5196151
"4129",5196384
"4130",5728468
"4131",2009189
"4132",4424649
"4133",2152990
"4134",2157984
"4135",9597437
"4136",2498181
"4137",2498180
"4138",5875051
"4139",2078852
"4140",8226612
"4141",1095270
"4142",6931186
"4143",2144994
"4144",4310270
"4145",2093704
"4146",4417274
"4147",2584596
"4148",1095760
"4149",5749668
"4150",8251411
"4151",2662093
"4152",7722521
"4153",7445127
"4154",1881151
"4155",1014424
"4156",1555946
"4157",5469752
"4158",1096003
"4159",1417338
"4160",1417259
"4161",1417300
"4162",6097883
"4163",4324118
"4164",2348594
"4165",2233321
"4166",4474981
"4167",1741368
"4168",4612903
"4169",4453224
"4170",2318080
"4171",7930958
"4172",5731493
"4173",2317620
"4174",1704297
"4175",2328734
"4176",1095842
"4177",2266483
"4178",4328220
"4179",2482613
"4180",6523888
"4181",2473341
"4182",6434985
"4183",7551339
"4184",6435002
"4185",5218525
"4186",2434552
"4187",1996306
"4188",1996296
"4189",1996292
"4190",2480863
"4191",2234407
"4192",2882437
"4193",2882420
"4194",7365664
"4195",2479977
"4196",8810827
"4197",4486365
"4198",2517318
"4199",4315742
"4200",4417156
"4201",1595831
"4202",6097628
"4203",7688159
"4204",4601972
"4205",2508901
"4206",1651847
"4207",4410231
"4208",5422283
"4209",5219900
"4210",2289535
"4211",2266348
"4212",2584202
"4213",5184825
"4214",6097882
"4215",1035931
"4216",2495190
"4217",4553384
"4218",2440965
"4219",2086537
"4220",2086550
"4221",5421668
"4222",2412370
"4223",4316608
"4224",1359259
"4225",4423878
"4226",5724216
"4227",2162503
"4228",2162537
"4229",4458521
"4230",1845963
"4231",2495342
"4232",5539256
"4233",5197940
"4234",7721043
"4235",2283537
"4236",2283525
"4237",2283527
"4238",4558814
"4239",2283524
"4240",1587401
"4241",6456325
"4242",9657576
"4243",5494873
"4244",7673138
"4245",7856286
"4246",8191550
"4247",7673138
"4248",6020721
"4249",10055273
"4250",5166638
"4251",5166646
"4252",5166649
"4253",7968120
"4254",4427193
"4255",2130685
"4256",2130691
"4257",2130553
"4258",2130499
"4259",2130586
"4260",2130563
"4261",2130710
"4262",2130589
"4263",1399423
"4264",1040045
"4265",4443464
"4266",1040046
"4267",4987896
"4268",2266806
"4269",4550863
"4270",4444196
"4271",4444592
"4272",4444546
"4273",4444613
"4274",2396119
"4275",1046849
"4276",1046843
"4277",1094927
"4278",1094884
"4279",6097319
"4280",4990251
"4281",2538088
"4282",4557122
"4283",2505272
"4284",5711980
"4285",5204037
"4286",5204014
"4287",5204034
"4288",5204019
"4289",5204039
"4290",5204010
"4291",5204024
"4292",5219858
"4293",3094900
"4294",3094910
"4295",1091355
"4296",1091267
"4297",1091181
"4298",1091163
"4299",2323331
"4300",5166993
"4301",1388431
"4302",1033968
"4303",1972449
"4304",4448884
"4305",1385478
"4306",2276189
"4307",2276151
"4308",2275475
"4309",1014625
"4310",1553230
"4311",5254231
"4312",2574135
"4313",5254314
"4314",2321919
"4315",2321945
"4316",4553496
"4317",4553501
"4318",4553498
"4319",4448796
"4320",4448786
"4321",1270634
"4322",2392240
"4323",1857143
"4324",1857068
"4325",2038171
"4326",5384064
"4327",5384075
"4328",1021024
"4329",4539682
"4330",7563173
"4331",1198920
"4332",1417026
"4333",2227004
"4334",2227000
"4335",2227081
"4336",2372323
"4337",2372367
"4338",2372396
"4339",4285694
"4340",4285689
"4341",1420542
"4342",2037925
"4343",9372636
"4344",2020890
"4345",4487146
"4346",2188211
"4347",2188210
"4348",3729265
"4349",3173260
"4350",3173273
"4351",3173271
"4352",5330733
"4353",1095834
"4354",4486382
"4355",8370390
"4356",1016841
"4357",1044270
"4358",4453389
"4359",1217393
"4360",1217397
"4361",1242358
"4362",4488127
"4363",4488082
"4364",4488122
"4365",4488119
"4366",4995700
"4367",2436940
"4368",4766462
"4369",2703463
"4370",1043870
"4371",1043875
"4372",2368377
"4373",4359026
"4374",1490322
"4375",2283464
"4376",2410854
"4377",5039354
"4378",2134305
"4379",4559213
"4380",2283566
"4381",5213766
"4382",4373348
"4383",4373340
"4384",4373349
"4385",5855429
"4386",4373341
"4387",3206034
"4388",7547545
"4389",4559281
"4390",1195102
"4391",4292171
"4392",1195102
"4393",1195001
"4394",1195013
"4395",1195019
"4396",1194863
"4397",1194823
"4398",1194989
"4399",4467502
"4400",1194835
"4401",1194930
"4402",4292170
"4403",4467541
"4404",1194979
"4405",4467405
"4406",1195129
"4407",8265597
"4408",5329515
"4409",2611336
"4410",1048319
"4411",8357872
"4412",2074863
"4413",2441108
"4414",2441110
"4415",2891755
"4416",2891661
"4417",1017419
"4418",4486245
"4419",4486243
"4420",1995337
"4421",4292937
"4422",4359720
"4423",8216761
"4424",6097516
"4425",4440540
"4426",1039973
"4427",7530747
"4428",2498305
"4429",2284338
"4430",1095277
"4431",2360041
"4432",5034712
"4433",6180498
"4434",2233552
"4435",4491828
"4436",4491827
"4437",4491837
"4438",4491833
"4439",2076623
"4440",4490725
"4441",1242033
"4442",4434183
"4443",1214103
"4444",2226990
"4445",1007512
"4446",4433332
"4447",3200167
"4448",3200195
"4449",3200174
"4450",5210935
"4451",2224970
"4452",2225259
"4453",6452870
"4454",4360697
"4455",2093294
"4456",4424051
"4457",8082159
"4458",4455116
"4459",1045837
"4460",1045839
"4461",4423165
"4462",2397682
"4463",3317043
"4464",2075500
"4465",1995489
"4466",1995489
"4467",1995454
"4468",1995476
"4469",2151096
"4470",2705093
"4471",2129330
"4472",2129352
"4473",4428445
"4474",2455615
"4475",1210685
"4476",2221643
"4477",2173594
"4478",8385517
"4479",2335818
"4480",2012147
"4481",2395792
"4482",2362839
"4483",2480410
"4484",2114241
"4485",2220092
"4486",1391579
"4487",4333281
"4488",2206602
"4489",2071011
"4490",2265174
"4491",5176612
"4492",1170504
"4493",6100926
"4494",6100921
"4495",2314107
"4496",2110459
"4497",2114345
"4498",4413930
"4499",1419864
"4500",2327457
"4501",2237923
"4502",6130380
"4503",8253915
"4504",4484268
"4505",1877032
"4506",2224359
"4507",4554426
"4508",2113311
"4509",2220149
"4510",2220142
"4511",2220146
"4512",2220136
"4513",2308113
"4514",4474169
"4515",2387685
"4516",2208629
"4517",3203981
"4518",4444687
"4519",4544227
"4520",1884441
"4521",1884461
"4522",1884479
"4523",1884437
"4524",1884435
"4525",9837762
"4526",1884449
"4527",2321419
"4528",8049830
"4529",8411851
"4530",8168502
"4531",8198400
"4532",2284242
"4533",7939839
"4534",4550013
"4535",4550048
"4536",1006705
"4537",1006752
"4538",1006800
"4539",1006698
"4540",4987583
"4541",8175869
"4542",4550742
"4543",2157402
"4544",1533073
"4545",2501066
"4546",4448825
"4547",1325564
"4548",1325459
"4549",1325547
"4550",1325561
"4551",1325436
"4552",9859544
"4553",8022560
"4554",2146459
"4555",1748922
"4556",2368598
"4557",5166897
"4558",5357217
"4559",5162324
"4560",5162250
"4561",5162198
"4562",5162239
"4563",5162304
"4564",5162255
"4565",7703477
"4566",5162210
"4567",8416592
"4568",2492081
"4569",4553334
"4570",1044998
"4571",4433178
"4572",3086784
"4573",5758510
"4574",2090576
"4575",7964752
"4576",4484532
"4577",2090526
"4578",1420857
"4579",2396749
"4580",1010722
"4581",2114232
"4582",4333315
"4583",4333313
"4584",8993776
"4585",2705622
"4586",2705650
"4587",2624633
"4588",2624425
"4589",2284333
"4590",5231190
"4591",5231209
"4592",5231210
"4593",5231203
"4594",5231198
"4595",2490327
"4596",2874196
"4597",2874173
"4598",5845386
"4599",4369961
"4600",1265419
"4601",3170823
"4602",2593545
"4603",9451184
"4604",1941864
"4605",2012118
"4606",1003567
"4607",5121979
"4608",4987991
"4609",1389169
"4610",8234981
"4611",5208652
"4612",2480353
"4613",2480352
"4614",2367038
"4615",2092707
"4616",2172282
"4617",5220435
"4618",10545407
"4619",1587157
"4620",2426640
"4621",2426665
"4622",5784980
"4623",2426650
"4624",2426654
"4625",2426658
"4626",2426661
"4627",2426684
"4628",4434330
"4629",4449456
"4630",2374391
"4631",2070032
"4632",2070016
"4633",2070005
"4634",2069987
"4635",2069955
"4636",2070037
"4637",2223416
"4638",1940807
"4639",5828201
"4640",2069387
"4641",2074692
"4642",1179354
"4643",1219519
"4644",8140485
"4645",2382024
"4646",2390064
"4647",2225783
"4648",5227956
"4649",2473958
"4650",2185010
"4651",4549852
"4652",4549906
"4653",1957579
"4654",1957570
"4655",9783517
"4656",1250525
"4657",2079151
"4658",4811835
"4659",2316143
"4660",2071296
"4661",2071256
"4662",2071309
"4663",2000152
"4664",2000204
"4665",2000161
"4666",2000167
"4667",1031583
"4668",1031582
"4669",4396843
"4670",7962277
"4671",2575310
"4672",3203823
"4673",3203760
"4674",3203836
"4675",3203754
"4676",3276848
"4677",3203734
"4678",3203751
"4679",3277001
"4680",3203841
"4681",3277151
"4682",3203818
"4683",3203872
"4684",7727498
"4685",3203768
"4686",3203870
"4687",3276937
"4688",3277208
"4689",3203787
"4690",3203780
"4691",3276793
"4692",3203749
"4693",3203807
"4694",3203791
"4695",7258586
"4696",7258582
"4697",3203730
"4698",3203844
"4699",3203822
"4700",3277157
"4701",3203731
"4702",3276863
"4703",3203846
"4704",3203764
"4705",3203855
"4706",3203735
"4707",3203553
"4708",5200487
"4709",5200488
"4710",8323622
"4711",2889262
"4712",4034001
"4713",2574974
"4714",2574919
"4715",6524162
"4716",2287615
"4717",2128978
"4718",2395422
"4719",5256046
"4720",2580757
"4721",5259236
"4722",4423762
"4723",7556848
"4724",1040328
"4725",5876346
"4726",2612582
"4727",2612586
"4728",9150298
"4729",2623973
"4730",2619369
"4731",2502898
"4732",2514163
"4733",2481890
"4734",5878072
"4735",7994638
"4736",4989866
"4737",5289756
"4738",5289752
"4739",5289758
"4740",8338262
"4741",2330558
"4742",2541576
"4743",4453287
"4744",2509438
"4745",2509985
"4746",1464719
"4747",9752149
"4748",9752149
"4749",5227775
"4750",1322674
"4751",1321805
"4752",1322269
"4753",1322565
"4754",1322635
"4755",1321871
"4756",1322537
"4757",1321670
"4758",2520862
"4759",2520205
"4760",2096212
"4761",2096209
"4762",2096087
"4763",2096180
"4764",2096173
"4765",4535168
"4766",7979018
"4767",1010300
"4768",2490494
"4769",2598644
"4770",2598541
"4771",4423743
"4772",5173161
"4773",2016038
"4774",1202312
"4775",1039514
"4776",4599826
"4777",1036154
"4778",5722176
"4779",4444739
"4780",1040170
"4781",4436836
"4782",4437308
"4783",1040172
"4784",4436740
"4785",4436776
"4786",4436927
"4787",4436873
"4788",4436921
"4789",4436951
"4790",5713220
"4791",4480344
"4792",4452102
"4793",6097578
"4794",6097577
"4795",5874844
"4796",1241526
"4797",1239155
"4798",1241636
"4799",1239110
"4800",5263447
"4801",1204343
"4802",1241712
"4803",9405123
"4804",1204366
"4805",1189320
"4806",2434793
"4807",2437845
"4808",2481110
"4809",2481104
"4810",4352332
"4811",9691034
"4812",2492482
"4813",7445284
"4814",1995090
"4815",1995086
"4816",2149992
"4817",2149937
"4818",5894230
"4819",5513722
"4820",7542231
"4821",5253156
"4822",8174118
"4823",5253174
"4824",5170395
"4825",2152822
"4826",1114246
"4827",1114140
"4828",2153759
"4829",2074609
"4830",5364001
"4831",4314548
"4832",4382367
"4833",4409653
"4834",6966757
"4835",2516527
"4836",2516510
"4837",2516604
"4838",5290149
"4839",1115082
"4840",1852118
"4841",1874959
"4842",2571442
"4843",2571094
"4844",8269376
"4845",2621541
"4846",2070275
"4847",1749580
"4848",1749558
"4849",4543801
"4850",2128603
"4851",1596514
"4852",5194994
"4853",4444629
"4854",1750157
"4855",1750166
"4856",1750097
"4857",1750159
"4858",1750131
"4859",1749936
"4860",1749886
"4861",1750288
"4862",2264530
"4863",2493084
"4864",2612199
"4865",2611927
"4866",5156001
"4867",5155954
"4868",4490229
"4869",8961343
"4870",5341792
"4871",5341784
"4872",5189806
"4873",5189789
"4874",5189807
"4875",7751182
"4876",2626815
"4877",2626833
"4878",1554065
"4879",1554086
"4880",1554693
"4881",1551602
"4882",5072694
"4883",3277404
"4884",3203684
"4885",3203674
"4886",3203622
"4887",3203693
"4888",3203682
"4889",3203625
"4890",3203668
"4891",3203611
"4892",3203607
"4893",3203640
"4894",3203705
"4895",3203721
"4896",3203618
"4897",3277457
"4898",3203624
"4899",3203673
"4900",3203716
"4901",3203687
"4902",3203621
"4903",3203617
"4904",3203650
"4905",3203698
"4906",3203651
"4907",3203590
"4908",3277396
"4909",3277433
"4910",3203610
"4911",3203602
"4912",3203627
"4913",3203636
"4914",6914008
"4915",2186348
"4916",2353225
"4917",5229490
"4918",1920496
"4919",2117982
"4920",5279303
"4921",5199488
"4922",5199470
"4923",3122924
"4924",3123663
"4925",9458333
"4926",4644973
"4927",4377549
"4928",2227612
"4929",2367742
"4930",4487709
"4931",2285338
"4932",2285337
"4933",2049579
"4934",2049608
"4935",2049572
"4936",2049603
"4937",2387109
"4938",4290201
"4939",8038788
"4940",7663030
"4941",8304706
"4942",5285604
"4943",5285385
"4944",5285565
"4945",5285727
"4946",2479907
"4947",1522458
"4948",2488493
"4949",5740042
"4950",2311570
"4951",2525455
"4952",1223020
"4953",7949408
"4954",2324609
"4955",2870583
"4956",6132022
"4957",5347845
"4958",8079414
"4959",8555773
"4960",4423009
"4961",2986239
"4962",1237442
"4963",7391028
"4964",2135515
"4965",8413885
"4966",1239759
"4967",4468659
"4968",1239900
"4969",1042877
"4970",2048955
"4971",1320787
"4972",1320794
"4973",1320777
"4974",1379021
"4975",2225791
"4976",5725590
"4977",10372191
"4978",7450084
"4979",5164206
"4980",7984698
"4981",5164239
"4982",5164224
"4983",7371308
"4984",7821815
"4985",2290946
"4986",5189748
"4987",5778419
"4988",4373387
"4989",3189739
"4990",8208358
"4991",3189767
"4992",7949999
"4993",7258589
"4994",3204090
"4995",3204095
"4996",3204115
"4997",3277591
"4998",3204123
"4999",4492820
"5000",2480800
"5001",2394312
"5002",2218560
"5003",2205020
"5004",5201390
"5005",2479311
"5006",2479329
"5007",2479320
"5008",1850781
"5009",10414829
"5010",2315942
"5011",5014864
"5012",1205228
"5013",1242359
"5014",1359478
"5015",4283980
"5016",4433569
"5017",8373012
"5018",2616067
"5019",2616067
"5020",2616067
"5021",7485478
"5022",1420568
"5023",4359278
"5024",1070569
"5025",2526504
"5026",2526549
"5027",2171214
"5028",4373289
"5029",1622796
"5030",5278569
"5031",4359778
"5032",4596949
"5033",2494058
"5034",2494029
"5035",2494045
"5036",2494070
"5037",2494012
"5038",2494015
"5039",2494057
"5040",5757175
"5041",1873079
"5042",5152566
"5043",7965247
"5044",1003588
"5045",1003611
"5046",10329226
"5047",1831168
"5048",1831136
"5049",5449629
"5050",2480762
"5051",1385201
"5052",1385321
"5053",2704179
"5054",4452678
"5055",2469148
"5056",2469188
"5057",2469188
"5058",2469188
"5059",2469028
"5060",9185677
"5061",2309037
"5062",2079037
"5063",3484049
"5064",5255357
"5065",5255338
"5066",5255301
"5067",5255411
"5068",5255391
"5069",1420183
"5070",5203752
"5071",2350050
"5072",5203748
"5073",7778720
"5074",2409120
"5075",5231425
"5076",5161347
"5077",1310811
"5078",1503644
"5079",2332062
"5080",2291759
"5081",2291791
"5082",1783855
"5083",2324677
"5084",5197715
"5085",5197747
"5086",5197741
"5087",5197686
"5088",5197736
"5089",1176496
"5090",6391648
"5091",7821030
"5092",1189156
"5093",1189044
"5094",4343463
"5095",1367274
"5096",5212833
"5097",2656507
"5098",2131854
"5099",1057362
"5100",1057451
"5101",1032595
"5102",2269443
"5103",5289917
"5104",2589043
"5105",5277654
"5106",5277736
"5107",5277734
"5108",5277838
"5109",5277987
"5110",5277824
"5111",4985723
"5112",2396426
"5113",2396444
"5114",2382872
"5115",5035388
"5116",2766030
"5117",2766055
"5118",4315140
"5119",4425774
"5120",3040233
"5121",1015472
"5122",1015466
"5123",8200040
"5124",6284372
"5125",6284535
"5126",6284337
"5127",2211355
"5128",9773232
"5129",1037722
"5130",2474416
"5131",3084719
"5132",5863622
"5133",2503625
"5134",5301148
"5135",5301233
"5136",4417542
"5137",5192470
"5138",2308606
"5139",2308604
"5140",4307880
"5141",2308609
"5142",2308605
"5143",2433573
"5144",1855733
"5145",4556340
"5146",8947953
"5147",4556348
"5148",4556361
"5149",1830823
"5150",1830822
"5151",2375011
"5152",2375043
"5153",4341476
"5154",2320707
"5155",2320641
"5156",2320696
"5157",2320659
"5158",2320618
"5159",2320664
"5160",2321218
"5161",5868116
"5162",9593618
"5163",8667777
"5164",8026141
"5165",5023188
"5166",7925726
"5167",5868135
"5168",8441594
"5169",5868073
"5170",5868121
"5171",7840904
"5172",7803562
"5173",5868133
"5174",2111904
"5175",2205951
"5176",2206086
"5177",2227289
"5178",2227300
"5179",9442269
"5180",1187761
"5181",2309924
"5182",2352154
"5183",1379662
"5184",10358936
"5185",2069682
"5186",5218786
"5187",1370544
"5188",2120313
"5189",2053954
"5190",7768737
"5191",2211260
"5192",1031673
"5193",8368630
"5194",8240249
"5195",1562730
"5196",5358457
"5197",4418918
"5198",4423612
"5199",2310982
"5200",4427617
"5201",4288870
"5202",1080141
"5203",4438314
"5204",4438308
"5205",7012391
"5206",1014445
"5207",2379235
"5208",2379245
"5209",2432042
"5210",2322087
"5211",2322091
"5212",8006995
"5213",5187269
"5214",5188634
"5215",2617565
"5216",2209250
"5217",2119037
"5218",3021850
"5219",9166077
"5220",1205599
"5221",1068452
"5222",2469763
"5223",7917188
"5224",4450334
"5225",4410056
"5226",8770976
"5227",1179836
"5228",2148290
"5229",10452781
"5230",2082692
"5231",2082656
"5232",4531353
"5233",2088910
"5234",8321970
"5235",8898408
"5236",2422211
"5237",2173236
"5238",1095733
"5239",4345755
"5240",2624181
"5241",6525922
"5242",5824749
"5243",8308049
"5244",2092925
"5245",2095283
"5246",2095352
"5247",2095266
"5248",8294966
"5249",1964158
"5250",4333877
"5251",4343706
"5252",4343705
"5253",4423853
"5254",2114769
"5255",8271018
"5256",1486171
"5257",2575766
"5258",7565656
"5259",4358028
"5260",2110604
"5261",7840722
"5262",10436166
"5263",2315466
"5264",8318878
"5265",4377087
"5266",5752246
"5267",2087935
"5268",2087921
"5269",7834393
"5270",3203999
"5271",3204007
"5272",2581187
"5273",2582112
"5274",2580216
"5275",1218603
"5276",2320993
"5277",2362868
"5278",6507885
"5279",2589991
"5280",1027730
"5281",2291334
"5282",7348462
"5283",2568517
"5284",5420641
"5285",5420380
"5286",2585434
"5287",2149784
"5288",5242465
"5289",1619386
"5290",2288859
"5291",5229045
"5292",5229035
"5293",5229055
"5294",2479226
"5295",2480181
"5296",2480181
"5297",2480181
"5298",1031735
"5299",1031564
"5300",2181885
"5301",1639846
"5302",1639769
"5303",1855620
"5304",1376899
"5305",1376879
"5306",1048471
"5307",1031737
"5308",1261955
"5309",4468358
"5310",4435612
"5311",2383590
"5312",2285333
"5313",4423778
"5314",2077967
"5315",9925534
"5316",2495160
"5317",2074171
"5318",2074182
"5319",2334433
"5320",1395226
"5321",1365840
"5322",1365899
"5323",1365959
"5324",2660290
"5325",4375994
"5326",2688129
"5327",7451795
"5328",7908831
"5329",7917481
"5330",8307815
"5331",7975487
"5332",1031796
"5333",2340003
"5334",2339957
"5335",1032455
"5336",1095559
"5337",1033851
"5338",7585356
"5339",6461590
"5340",4435479
"5341",4435475
"5342",4435481
"5343",4435468
"5344",4435477
"5345",1095788
"5346",4426607
"5347",1095773
"5348",4426506
"5349",4426500
"5350",1095795
"5351",1095800
"5352",1095791
"5353",1095783
"5354",1095778
"5355",5221122
"5356",2514560
"5357",7855051
"5358",2515236
"5359",8091991
"5360",2513588
"5361",2515284
"5362",3376178
"5363",3376178
"5364",2514593
"5365",9301097
"5366",3376246
"5367",2514938
"5368",2515453
"5369",2514802
