"","V1"
"1872",1017156
"1873",1013526
"1874",1013578
"1875",1013547
"1876",1013610
"1877",1013597
"1878",2216329
"1879",8052076
"1880",2210279
"1881",8220829
"1882",7387431
"1883",4418917
"1884",6109637
"1885",2925815
"1886",2409598
"1887",2437232
"1888",2714796
"1889",2716226
"1890",2715729
"1891",2714818
"1892",6097492
"1893",9557975
"1894",1029062
"1895",4286975
"1896",4286975
"1897",4423350
"1898",5171231
"1899",4558978
"1900",4355900
"1901",5354656
"1902",1042624
"1903",1251536
"1904",2706188
"1905",4412372
"1906",4412366
"1907",4412304
"1908",2505275
"1909",4412376
"1910",2090105
"1911",1034043
"1912",1223760
"1913",2227465
"1914",1041686
"1915",5220136
"1916",5328689
"1917",5303891
"1918",7642610
"1919",5133088
"1920",2234836
"1921",4418629
"1922",4309227
"1923",2234848
"1924",2234831
"1925",2468847
"1926",2468735
"1927",1595588
"1928",1595142
"1929",1595212
"1930",9805719
"1931",1595199
"1932",2659108
"1933",2659095
"1934",2317969
"1935",6481820
"1936",1417089
"1937",2440779
"1938",4516904
"1939",4449963
"1940",2928751
"1941",2391050
"1942",1690687
"1943",3134183
"1944",4320356
"1945",4320346
"1946",5077529
"1947",1279129
"1948",2956176
"1949",8006447
"1950",1043663
"1951",5757310
"1952",1201654
"1953",4595289
"1954",4595288
"1955",9490826
"1956",2127270
"1957",4344674
"1958",2477927
"1959",2478026
"1960",1228061
"1961",2498398
"1962",2498393
"1963",2498396
"1964",4359824
"1965",1733484
"1966",4488821
"1967",4488801
"1968",2643247
"1969",2183450
"1970",2183465
"1971",8818917
"1972",2181958
"1973",2181959
"1974",1095855
"1975",4427377
"1976",1095847
"1977",4427395
"1978",4427401
"1979",1095854
"1980",4427382
"1981",1095848
"1982",1095863
"1983",4427399
"1984",1095856
"1985",1095858
"1986",6966099
"1987",1105851
"1988",1138532
"1989",5200151
"1990",2436117
"1991",5423348
"1992",1673407
"1993",1673441
"1994",3193387
"1995",1561398
"1996",1048497
"1997",1263362
"1998",1263322
"1999",5721108
"2000",2257924
"2001",4283395
"2002",10609794
"2003",4484288
"2004",2220424
"2005",5771877
"2006",2234732
"2007",8308757
"2008",2567738
"2009",5253199
"2010",2567947
"2011",2567694
"2012",2567763
"2013",2567949
"2014",3444030
"2015",3444030
"2016",2567731
"2017",2567847
"2018",5253126
"2019",5010133
"2020",8329298
"2021",8340559
"2022",2086988
"2023",8324639
"2024",2087308
"2025",2087058
"2026",2087459
"2027",8075301
"2028",2087440
"2029",5744552
"2030",4410237
"2031",4469388
"2032",1420855
"2033",4487660
"2034",4553323
"2035",4553430
"2036",3208017
"2037",7555806
"2038",2283442
"2039",2283441
"2040",2283440
"2041",2020733
"2042",8338262
"2043",8018048
"2044",8052025
"2045",1542026
"2046",2439920
"2047",7707408
"2048",2580627
"2049",9770002
"2050",7396121
"2051",2614020
"2052",4469619
"2053",6097713
"2054",6989023
"2055",6097714
"2056",6989033
"2057",6097717
"2058",5289998
"2059",5289974
"2060",5289972
"2061",5046451
"2062",5046454
"2063",4315704
"2064",4315703
"2065",4315705
"2066",8965967
"2067",4427614
"2068",4427612
"2069",4427616
"2070",1095721
"2071",4427611
"2072",8208307
"2073",1224843
"2074",1169450
"2075",8183608
"2076",4357872
"2077",4357847
"2078",7711096
"2079",2323552
"2080",4531246
"2081",5186291
"2082",10442992
"2083",4536509
"2084",2137834
"2085",2137824
"2086",5254483
"2087",5252971
"2088",5482524
"2089",7718373
"2090",1882905
"2091",5200414
"2092",4433170
"2093",2156506
"2094",6785175
"2095",2321463
"2096",8086080
"2097",5023193
"2098",1362963
"2099",5188737
"2100",2426617
"2101",2577749
"2102",5252870
"2103",2235022
"2104",2321094
"2105",7729204
"2106",2331256
"2107",4555875
"2108",2283953
"2109",2070133
"2110",4372949
"2111",1380657
"2112",1707850
"2113",2324127
"2114",4466634
"2115",4466618
"2116",1548900
"2117",1029160
"2118",1729267
"2119",1311831
"2120",1222696
"2121",9165988
"2122",5730193
"2123",5198034
"2124",1031742
"2125",4401285
"2126",1031743
"2127",4372861
"2128",2612708
"2129",2614869
"2130",6489837
"2131",6963798
"2132",2284433
"2133",4429364
"2134",7770054
"2135",2617078
"2136",2616563
"2137",2287073
"2138",2287072
"2139",2070390
"2140",2580863
"2141",2580870
"2142",7533057
"2143",2078315
"2144",2049747
"2145",2049681
"2146",2495134
"2147",5074849
"2148",5073476
"2149",5075111
"2150",5073768
"2151",5074589
"2152",5074534
"2153",7836194
"2154",5073713
"2155",5074215
"2156",5073802
"2157",5075039
"2158",5074662
"2159",5073820
"2160",5073574
"2161",5073510
"2162",1856893
"2163",1242914
"2164",1243033
"2165",1242934
"2166",1309652
"2167",5892120
"2168",2082867
"2169",1879452
"2170",2412966
"2171",5186319
"2172",2085182
"2173",2085166
"2174",7909190
"2175",2075274
"2176",2139331
"2177",2139488
"2178",7969793
"2179",7672713
"2180",8293804
"2181",2092891
"2182",2092833
"2183",2227673
"2184",1803060
"2185",1803012
"2186",1803078
"2187",2513560
"2188",1871826
"2189",1419322
"2190",1419325
"2191",2702812
"2192",2702808
"2193",2702806
"2194",7553852
"2195",7725417
"2196",5331404
"2197",5328774
"2198",4315760
"2199",4417131
"2200",4413962
"2201",1420846
"2202",2925895
"2203",1031791
"2204",2330739
"2205",2330731
"2206",2330725
"2207",3199521
"2208",4527258
"2209",1031391
"2210",4397116
"2211",1031400
"2212",1031397
"2213",8026099
"2214",9559829
"2215",1031402
"2216",4397216
"2217",1031403
"2218",1031399
"2219",1031404
"2220",9466681
"2221",8298912
"2222",1386680
"2223",2026799
"2224",5711881
"2225",5329260
"2226",2480898
"2227",2702865
"2228",2702866
"2229",2765940
"2230",2153001
"2231",5116698
"2232",1384088
"2233",3039269
"2234",8214730
"2235",7752288
"2236",5973976
"2237",2480372
"2238",2283506
"2239",2216045
"2240",2335806
"2241",5646136
"2242",5421094
"2243",7289729
"2244",8390188
"2245",8472121
"2246",4374760
"2247",2717771
"2248",2717421
"2249",2717467
"2250",2716818
"2251",1618227
"2252",2705953
"2253",2424133
"2254",2439683
"2255",5329198
"2256",2865448
"2257",5329212
"2258",1884136
"2259",1888670
"2260",1887087
"2261",7701320
"2262",7705954
"2263",5894340
"2264",2613163
"2265",5176082
"2266",5290299
"2267",5724665
"2268",5724656
"2269",2491521
"2270",2491538
"2271",2491475
"2272",2491491
"2273",8909872
"2274",2888870
"2275",7376217
"2276",1859046
"2277",8937497
"2278",2008616
"2279",5985590
"2280",5985839
"2281",8909809
"2282",1365671
"2283",1365611
"2284",1365463
"2285",1365699
"2286",1365686
"2287",1365555
"2288",1365418
"2289",1365676
"2290",1365511
"2291",1365496
"2292",1365386
"2293",1365477
"2294",1365557
"2295",1365723
"2296",1365658
"2297",1365637
"2298",1365587
"2299",1365462
"2300",1365395
"2301",1379402
"2302",1379355
"2303",4396308
"2304",1032234
"2305",5237044
"2306",4483422
"2307",1837172
"2308",5727962
"2309",2433670
"2310",2394547
"2311",4308830
"2312",4448675
"2313",4589737
"2314",2287249
"2315",2576553
"2316",2513609
"2317",9650073
"2318",2513597
"2319",2513587
"2320",2513690
"2321",2513665
"2322",2513596
"2323",2215190
"2324",4312751
"2325",2215201
"2326",1032839
"2327",2494146
"2328",2494143
"2329",2049577
"2330",2049607
"2331",2479486
"2332",2129852
"2333",2129866
"2334",4476059
"2335",1095803
"2336",1869450
"2337",1878470
"2338",1878490
"2339",1878513
"2340",1878469
"2341",1308786
"2342",4451853
"2343",9028102
"2344",1744658
"2345",4547594
"2346",1597077
"2347",9188840
"2348",9188840
"2349",10344671
"2350",10338293
"2351",10324661
"2352",9949999
"2353",10360386
"2354",10302681
"2355",3189172
"2356",3667121
"2357",3666800
"2358",7322563
"2359",2388213
"2360",2388344
"2361",2388220
"2362",2388193
"2363",1745813
"2364",1737131
"2365",8218126
"2366",4543713
"2367",2128486
"2368",1048258
"2369",1048253
"2370",4462668
"2371",1048256
"2372",4452580
"2373",4452587
"2374",4452517
"2375",4452509
"2376",7919098
"2377",4452600
"2378",7924597
"2379",2396355
"2380",2396338
"2381",2440891
"2382",2440886
"2383",1956599
"2384",4359698
"2385",2626067
"2386",1365808
"2387",1365788
"2388",1365777
"2389",1365772
"2390",1365794
"2391",1365799
"2392",4363935
"2393",4363957
"2394",2110467
"2395",2110481
"2396",2110464
"2397",8016249
"2398",2075484
"2399",2075491
"2400",1372826
"2401",3146717
"2402",3146791
"2403",3147168
"2404",3146683
"2405",2137699
"2406",2137627
"2407",5219624
"2408",5219616
"2409",2310995
"2410",2225776
"2411",2081658
"2412",2081315
"2413",2075983
"2414",1543344
"2415",1543332
"2416",1541262
"2417",1095202
"2418",2167500
"2419",9666160
"2420",4316681
"2421",5729088
"2422",6026300
"2423",2578759
"2424",3482537
"2425",2578586
"2426",2578424
"2427",2578561
"2428",2578954
"2429",2578935
"2430",2578941
"2431",2578322
"2432",2578778
"2433",2578340
"2434",2578694
"2435",2578489
"2436",7800768
"2437",2578649
"2438",2578471
"2439",2578915
"2440",7246461
"2441",2578830
"2442",2578839
"2443",2578415
"2444",2578608
"2445",2578578
"2446",3482798
"2447",2578515
"2448",2578613
"2449",2578803
"2450",3482502
"2451",2578401
"2452",2578594
"2453",2578925
"2454",8386067
"2455",2578976
"2456",3482288
"2457",2578397
"2458",2042933
"2459",1007545
"2460",2346633
"2461",2075337
"2462",2493660
"2463",2493669
"2464",2493662
"2465",1845368
"2466",1870450
"2467",2413189
"2468",5221283
"2469",1419894
"2470",1419889
"2471",3176197
"2472",3177273
"2473",3177189
"2474",7581174
"2475",2267679
"2476",2267687
"2477",2278811
"2478",1890346
"2479",4554172
"2480",4375326
"2481",2266151
"2482",2266125
"2483",2266154
"2484",2266145
"2485",5166383
"2486",4412188
"2487",5229205
"2488",5229204
"2489",4352338
"2490",1419340
"2491",4410232
"2492",2181797
"2493",2072983
"2494",2072981
"2495",2072955
"2496",4458746
"2497",2090691
"2498",7846282
"2499",8042547
"2500",2090694
"2501",8016819
"2502",4435879
"2503",7198254
"2504",2433462
"2505",1722140
"2506",5181767
"2507",4612921
"2508",5198300
"2509",5198445
"2510",5198176
"2511",7340335
"2512",1179369
"2513",1179346
"2514",5402943
"2515",1390095
"2516",1389989
"2517",1390328
"2518",8203538
"2519",3064495
"2520",3064056
"2521",2012447
"2522",4423809
"2523",1983767
"2524",1983755
"2525",1983888
"2526",1983000
"2527",2503215
"2528",2494097
"2529",2494086
"2530",2494101
"2531",2494102
"2532",2494088
"2533",5747032
"2534",1776619
"2535",1359528
"2536",2584257
"2537",2584254
"2538",5985037
"2539",5985079
"2540",5984901
"2541",4651984
"2542",4524541
"2543",4377555
"2544",1011836
"2545",2114326
"2546",2114320
"2547",2114317
"2548",2128884
"2549",2317572
"2550",1420049
"2551",5045260
"2552",5044859
"2553",5045052
"2554",1030608
"2555",4553820
"2556",5127170
"2557",2310374
"2558",2129402
"2559",2129419
"2560",2129393
"2561",8375830
"2562",8149558
"2563",4463386
"2564",2575469
"2565",2575249
"2566",1523213
"2567",1523193
"2568",5716488
"2569",1249184
"2570",2172885
"2571",1579447
"2572",2513225
"2573",2513208
"2574",1134093
"2575",5194517
"2576",5815526
"2577",5774284
"2578",2264726
"2579",2328721
"2580",8014966
"2581",2481034
"2582",8069880
"2583",9685907
"2584",9616058
"2585",9863449
"2586",2889088
"2587",5094693
"2588",5094525
"2589",2223838
"2590",2223842
"2591",6475141
"2592",9137861
"2593",2505831
"2594",2323776
"2595",8278823
"2596",2377668
"2597",4360288
"2598",2435035
"2599",1598545
"2600",1008955
"2601",2223713
"2602",2093900
"2603",9776227
"2604",9520065
"2605",3194429
"2606",2327735
"2607",2267976
"2608",4484269
"2609",2301884
"2610",5161863
"2611",5161899
"2612",5200938
"2613",5862473
"2614",2115753
"2615",6518477
"2616",3034922
"2617",1419845
"2618",4393034
"2619",4393093
"2620",5227872
"2621",5227919
"2622",1420695
"2623",8351995
"2624",1420680
"2625",7366269
"2626",1420973
"2627",2480189
"2628",5167151
"2629",7719696
"2630",3196387
"2631",3196369
"2632",2474381
"2633",9818238
"2634",5729175
"2635",4487286
"2636",5712056
"2637",2084175
"2638",5252095
"2639",10423458
"2640",4368843
"2641",1041879
"2642",4437267
"2643",6525332
"2644",9198359
"2645",2665285
"2646",2291336
"2647",2975667
"2648",1386099
"2649",3132570
"2650",8298495
"2651",2913548
"2652",2913130
"2653",1876542
"2654",2468656
"2655",2468663
"2656",8682680
"2657",2468651
"2658",9326020
"2659",2350580
"2660",2350570
"2661",4314505
"2662",2219853
"2663",5864277
"2664",2219863
"2665",4416986
"2666",2549556
"2667",2549683
"2668",5278659
"2669",6101130
"2670",2266521
"2671",1587209
"2672",4286327
"2673",5758915
"2674",2525748
"2675",2554353
"2676",2554326
"2677",2554331
"2678",1850450
"2679",1850279
"2680",2662823
"2681",5219362
"2682",5347796
"2683",2093073
"2684",2247633
"2685",2124726
"2686",2495494
"2687",2233761
"2688",5179798
"2689",5258630
"2690",1041768
"2691",2480770
"2692",5186387
"2693",1095751
"2694",1095750
"2695",9517779
"2696",5724070
"2697",2049732
"2698",2049642
"2699",1249740
"2700",4492160
"2701",5972481
"2702",2418919
"2703",2959443
"2704",1032757
"2705",5706486
"2706",4453179
"2707",4453163
"2708",8426726
"2709",7782820
"2710",8264467
"2711",5188665
"2712",5188667
"2713",5188670
"2714",2570643
"2715",2569005
"2716",5195516
"2717",2705488
"2718",2705495
"2719",2705484
"2720",2705503
"2721",2316511
"2722",4373140
"2723",2181915
"2724",8236575
"2725",8918476
"2726",5390735
"2727",4454563
"2728",1045861
"2729",1045862
"2730",1211201
"2731",5952582
"2732",4409628
"2733",4409629
"2734",5208832
"2735",4360294
"2736",1383611
"2737",2578291
"2738",2525027
"2739",2525039
"2740",2447615
"2741",4557402
"2742",2316488
"2743",6519803
"2744",1032055
"2745",1032054
"2746",4422384
"2747",4459810
"2748",4988001
"2749",5974552
"2750",2266754
"2751",1203278
"2752",2446411
"2753",5160887
"2754",8732615
"2755",5278866
"2756",5278898
"2757",5278909
"2758",5278964
"2759",2118909
"2760",5000208
"2761",2488999
"2762",2657615
"2763",2153712
"2764",2219149
"2765",2513294
"2766",2041682
"2767",1736499
"2768",1736574
"2769",4382861
"2770",2443074
"2771",9228211
"2772",4375639
"2773",2658924
"2774",4375643
"2775",5729926
"2776",2658866
"2777",2658889
"2778",2075434
"2779",2584139
"2780",2891791
"2781",2657564
"2782",2657585
"2783",3146219
"2784",4009380
"2785",1188898
"2786",2474945
"2787",2474961
"2788",2474936
"2789",1722299
"2790",1719204
"2791",1716128
"2792",1713034
"2793",1716462
"2794",1401893
"2795",5155632
"2796",8824388
"2797",1393249
"2798",2611366
"2799",2612837
"2800",2612180
"2801",2984306
"2802",2085554
"2803",1187215
"2804",5209574
"2805",2516752
"2806",6063677
"2807",7387168
"2808",8301674
"2809",7380778
"2810",2516155
"2811",8564813
"2812",2516117
"2813",2516126
"2814",2516181
"2815",2516137
"2816",2516096
"2817",2404006
"2818",1420185
"2819",2480389
"2820",2480384
"2821",4562197
"2822",2290996
"2823",8803838
"2824",8756603
"2825",5740325
"2826",5740305
"2827",5233598
"2828",8161087
"2829",3207387
"2830",5875015
"2831",6097588
"2832",6097590
"2833",1032759
"2834",4557448
"2835",4557449
"2836",1787590
"2837",8190228
"2838",2157335
"2839",2183078
"2840",2183325
"2841",1529681
"2842",1032494
"2843",4411145
"2844",1032645
"2845",1032647
"2846",4548966
"2847",2283554
"2848",7287606
"2849",4308852
"2850",4318857
"2851",4360013
"2852",2480446
"2853",2480453
"2854",2434806
"2855",10616299
"2856",5182343
"2857",1353376
"2858",5971015
"2859",4357763
"2860",4357760
"2861",2293076
"2862",2269539
"2863",2266640
"2864",1041874
"2865",5329631
"2866",3198401
"2867",4485843
"2868",6463086
"2869",4359391
"2870",4359395
"2871",4557706
"2872",1010644
"2873",4985529
"2874",4985541
"2875",2567554
"2876",1031164
"2877",2208212
"2878",2319965
"2879",5425554
"2880",1420018
"2881",4424488
"2882",1420020
"2883",1856133
"2884",1856130
"2885",4989904
"2886",2139092
"2887",5873223
"2888",7571549
"2889",8199014
"2890",2177741
"2891",7643803
"2892",2026505
"2893",8351737
"2894",7883492
"2895",2758601
"2896",2758700
"2897",1850627
"2898",3119175
"2899",8108800
"2900",2171973
"2901",1420795
"2902",5189722
"2903",5189745
"2904",8850333
"2905",2307946
"2906",2307936
"2907",4433843
"2908",7642970
"2909",2083970
"2910",2083914
"2911",7936811
"2912",2371368
"2913",2371377
"2914",2371363
"2915",4417754
"2916",5959942
"2917",5221528
"2918",2437125
"2919",2225772
"2920",4382841
"2921",2220312
"2922",2368968
"2923",2459008
"2924",2459023
"2925",2233051
"2926",2385730
"2927",2385717
"2928",4452268
"2929",4452270
"2930",6097938
"2931",1995306
"2932",3034825
"2933",3642949
"2934",5970627
"2935",1420828
"2936",1420829
"2937",5200658
"2938",9166507
"2939",1731858
"2940",2413065
"2941",1577153
"2942",2434255
"2943",2434271
"2944",1882965
"2945",2659356
"2946",2110505
"2947",2309075
"2948",2312372
"2949",2766129
"2950",2766151
"2951",2766169
"2952",2766146
"2953",1095696
"2954",4427584
"2955",5879259
"2956",2114332
"2957",7824307
"2958",7025487
"2959",5777075
"2960",5188671
"2961",7025492
"2962",7025536
"2963",5188669
"2964",7025472
"2965",4428482
"2966",2008338
"2967",2112881
"2968",2140581
"2969",5202532
"2970",2161710
"2971",4335486
"2972",3194420
"2973",7682935
"2974",1272389
"2975",2620552
"2976",7930726
"2977",1039146
"2978",6180433
"2979",4436695
"2980",2012110
"2981",2228598
"2982",4366460
"2983",1552980
"2984",7681743
"2985",3152560
"2986",2458916
"2987",3202412
"2988",9775198
"2989",1005277
"2990",4562232
"2991",1638218
"2992",5201040
"2993",4989894
"2994",1043082
"2995",1005471
"2996",1005479
"2997",5372503
"2998",4556326
"2999",1560002
"3000",2308887
"3001",5867334
"3002",4433282
"3003",2181976
"3004",2498224
"3005",1836899
"3006",7902793
"3007",5211452
"3008",4424355
"3009",2706164
"3010",4492524
"3011",2149679
"3012",1042686
"3013",4450675
"3014",1042688
"3015",4463433
"3016",5972004
"3017",5153082
"3018",4424579
"3019",4491736
"3020",1032409
"3021",5229142
"3022",4424612
"3023",1420089
"3024",1597025
"3025",4006551
"3026",5384931
"3027",8346462
"3028",2351413
"3029",2402105
"3030",2074118
"3031",2182943
"3032",4548112
"3033",2182972
"3034",4890411
"3035",2182959
"3036",2183002
"3037",3203929
"3038",3203889
"3039",3203891
"3040",3203887
"3041",3203923
"3042",3203913
"3043",3203919
"3044",2585890
"3045",2072847
"3046",2072851
"3047",2585228
"3048",2226742
"3049",2318296
"3050",2530904
"3051",2554716
"3052",2544165
"3053",5329570
"3054",3034611
"3055",3635641
"3056",7978544
"3057",2328332
"3058",2328293
"3059",2328302
"3060",2328383
"3061",2328291
"3062",2328346
"3063",2928281
"3064",2440931
"3065",1528980
"3066",5415355
"3067",2427573
"3068",2427598
"3069",2427555
"3070",4468381
"3071",1224467
"3072",1224532
"3073",1224454
"3074",1224474
"3075",1223874
"3076",1223870
"3077",3084394
"3078",7576840
"3079",1214700
"3080",1214678
"3081",5017514
"3082",1257577
"3083",7699567
"3084",2283552
"3085",4373393
"3086",7783760
"3087",5199161
"3088",2325880
"3089",4464779
"3090",1191136
"3091",4464798
"3092",1191191
"3093",9234395
"3094",1486016
"3095",1817797
"3096",2354579
"3097",2668297
"3098",2668348
"3099",2668356
"3100",2668380
"3101",2668329
"3102",1219245
"3103",4433095
"3104",4433131
"3105",1550326
"3106",1587286
"3107",2095940
"3108",2095942
"3109",4439771
"3110",2410880
"3111",6097730
"3112",7548037
"3113",2362473
"3114",2362486
"3115",1326651
"3116",1326634
"3117",8455382
"3118",2368900
"3119",1226361
"3120",1226159
"3121",1226221
"3122",4360080
"3123",2238688
"3124",5046330
"3125",5722023
"3126",2074316
"3127",2584772
"3128",5219888
"3129",2042185
"3130",2468506
"3131",2080613
"3132",2080592
"3133",2173864
"3134",4459523
"3135",5202520
"3136",2359075
"3137",2359081
"3138",2359079
"3139",5147150
"3140",2077209
"3141",2113644
"3142",2459658
"3143",2025553
"3144",2524062
"3145",2074696
"3146",2074719
"3147",2074753
"3148",2074776
"3149",2074803
"3150",2074729
"3151",4344037
"3152",2891770
"3153",2891782
"3154",2077985
"3155",8120010
"3156",5177825
"3157",7655863
"3158",2383333
"3159",2521224
"3160",7502456
"3161",4358943
"3162",2928547
"3163",1211219
"3164",1242444
"3165",8391535
"3166",5018723
"3167",5298231
"3168",5161411
"3169",1417606
"3170",1417623
"3171",4463304
"3172",4463290
"3173",2140443
"3174",2219248
"3175",4307847
"3176",3202307
"3177",4417598
"3178",1346919
"3179",2285356
"3180",2325694
"3181",4285896
"3182",1277109
"3183",4382698
"3184",4463517
"3185",2182588
"3186",2071089
"3187",5388602
"3188",2032409
"3189",5177089
"3190",5177112
"3191",1593181
"3192",2029899
"3193",2219218
"3194",1358725
"3195",9362842
"3196",2612991
"3197",2613012
"3198",2613011
"3199",2985930
"3200",4463707
"3201",4514009
"3202",1598655
"3203",2264731
"3204",5424504
"3205",7454879
"3206",8232388
"3207",7599137
"3208",2651922
"3209",1420167
"3210",1420175
"3211",1420160
"3212",2221273
"3213",1852347
"3214",1002572
"3215",5812747
"3216",4413920
"3217",2569650
"3218",6480081
"3219",2645393
"3220",7926593
"3221",1012436
"3222",2516636
"3223",2088138
"3224",2088123
"3225",2031778
"3226",2031786
"3227",1843602
"3228",1419851
"3229",5166371
"3230",5166362
"3231",5166368
"3232",5720174
"3233",5166370
"3234",1419912
"3235",2952236
"3236",3202673
"3237",8595864
"3238",6159243
"3239",6159273
"3240",1031612
"3241",1031603
"3242",1031620
"3243",1031595
"3244",2586797
"3245",2586774
"3246",2586797
"3247",2586776
"3248",2586748
"3249",4553401
"3250",4428886
"3251",6887788
"3252",5869933
"3253",4492712
"3254",4453218
"3255",4453222
"3256",5755203
"3257",2865565
"3258",2407758
"3259",2407741
"3260",2407780
"3261",2493680
"3262",4422207
"3263",5227679
"3264",2926679
"3265",2127412
"3266",1162856
"3267",1586570
"3268",8170369
"3269",5224503
"3270",9366139
"3271",5224530
"3272",2455885
"3273",2489076
"3274",2489071
"3275",2489077
"3276",2489080
"3277",5845381
"3278",2489075
"3279",2230943
"3280",7481400
"3281",2230973
"3282",2871376
"3283",2925303
"3284",2580528
"3285",9007128
"3286",2267855
"3287",2320761
"3288",2329019
"3289",2329013
"3290",4501193
"3291",6964827
"3292",4998190
"3293",4998194
"3294",5035777
"3295",5035813
"3296",5035857
"3297",5035850
"3298",7358948
"3299",5035780
"3300",2392025
"3301",4370923
"3302",1045833
"3303",4438807
"3304",5356412
"3305",2144779
"3306",2144770
"3307",8374394
"3308",4418506
"3309",5972288
"3310",4451244
"3311",2157928
"3312",2157949
"3313",2157921
"3314",2661081
"3315",2660959
"3316",4375969
"3317",7627628
"3318",8368718
"3319",7611482
"3320",5085500
"3321",4557717
"3322",2318138
"3323",4374637
"3324",5231397
"3325",5231398
"3326",4473827
"3327",4473930
"3328",4473874
"3329",2620124
"3330",2867616
"3331",2867611
"3332",2867589
"3333",2867614
"3334",2867631
"3335",2537743
"3336",8178234
"3337",5198234
"3338",2316238
"3339",2316227
"3340",2316240
"3341",5376692
"3342",2120918
"3343",2181914
"3344",2314157
"3345",2314083
"3346",2089006
"3347",8601193
"3348",8309366
"3349",8215075
"3350",2089244
"3351",9600092
"3352",9086384
"3353",8387962
"3354",1031686
"3355",1031684
"3356",1031685
"3357",3340858
"3358",2535329
"3359",1421091
"3360",2394491
"3361",2394494
"3362",2394486
"3363",2394510
"3364",4436118
"3365",1047536
"3366",5080500
"3367",5716546
"3368",5716545
"3369",2703873
"3370",1380757
"3371",5156102
"3372",1373308
"3373",1379261
"3374",1417654
"3375",2481946
"3376",2134514
"3377",3181762
"3378",8508382
"3379",2619408
"3380",2614239
"3381",1142906
"3382",4443287
"3383",2436736
"3384",2436789
"3385",7952072
"3386",2436790
"3387",2436756
"3388",2533993
"3389",2117035
"3390",6466809
"3391",2134374
"3392",1593733
"3393",2970418
"3394",5161985
"3395",2362881
"3396",1889552
"3397",4409643
"3398",4409641
"3399",2535839
"3400",3333429
"3401",2535598
"3402",2535581
"3403",9065458
"3404",2535629
"3405",2535563
"3406",2535618
"3407",4453266
"3408",5769255
"3409",5252713
"3410",5252726
"3411",2516451
"3412",1420791
"3413",4359130
"3414",4359131
"3415",2226734
"3416",3213283
"3417",2465153
"3418",2613318
"3419",4475846
"3420",8121830
"3421",2305479
"3422",5175646
"3423",1201622
"3424",4343694
"3425",2505904
"3426",3172294
"3427",8010297
"3428",3034173
"3429",1048809
"3430",7983895
"3431",10490144
"3432",2308549
"3433",2220347
"3434",5188827
"3435",5175940
"3436",4373115
"3437",3172211
"3438",1420624
"3439",1420626
"3440",1010610
"3441",3171888
"3442",3171882
"3443",8247017
"3444",1316908
"3445",1316918
"3446",2114104
"3447",1032882
"3448",1032860
"3449",1032880
"3450",2317532
"3451",6531731
"3452",7725823
"3453",4479927
"3454",4424718
"3455",1420243
"3456",2077151
"3457",1232422
"3458",1232412
"3459",1232442
"3460",1232430
"3461",1232401
"3462",5018172
"3463",1032058
"3464",4401121
"3465",1031520
"3466",1031512
"3467",1031528
"3468",1031521
"3469",1031529
"3470",1031507
"3471",4401071
"3472",1031524
"3473",4401019
"3474",1031525
"3475",4400997
"3476",1031509
"3477",1553327
"3478",1553746
"3479",1553308
"3480",1553596
"3481",1553669
"3482",1553410
"3483",1553579
"3484",1553757
"3485",1553316
"3486",1553384
"3487",1553677
"3488",2239724
"3489",4290694
"3490",5218409
"3491",8838450
"3492",8584126
"3493",7592999
"3494",9113580
"3495",1045529
"3496",4458750
"3497",2427091
"3498",2230413
"3499",2230072
"3500",4439559
"3501",1039333
"3502",5777912
"3503",4374637
"3504",1759673
"3505",4451074
"3506",8116657
"3507",2210125
"3508",2014352
"3509",1224239
"3510",1224195
"3511",1224180
"3512",1224299
"3513",1224290
"3514",1223971
"3515",1224120
"3516",2400787
"3517",9377860
"3518",1996207
"3519",1996230
"3520",1713418
"3521",2325250
"3522",4129708
"3523",2706218
"3524",2706242
"3525",2663587
"3526",2493613
"3527",7340335
"3528",2493624
"3529",2493594
"3530",2493599
"3531",5789082
"3532",2493626
"3533",4845776
"3534",2493598
"3535",2493631
"3536",2493618
"3537",4554410
"3538",7559920
"3539",8126914
"3540",7499439
"3541",5334240
"3542",4449461
"3543",2659723
"3544",2579707
"3545",2579659
"3546",2579764
"3547",2083543
"3548",2083529
"3549",2579537
"3550",2498294
"3551",1003647
"3552",1003642
"3553",5227966
"3554",2415460
"3555",9629160
"3556",5170659
"3557",5170652
"3558",8041561
"3559",8660938
"3560",5178646
"3561",5063973
"3562",2363090
"3563",2363097
"3564",6990469
"3565",5421039
"3566",5420991
"3567",5421030
"3568",2323066
"3569",2322929
"3570",8498959
"3571",2964525
"3572",2964355
"3573",2385069
"3574",2384948
"3575",4439738
"3576",2479027
"3577",5979639
"3578",3797394
"3579",2020879
"3580",5743297
"3581",10470364
"3582",6005568
"3583",5743301
"3584",5743293
"3585",6005564
"3586",5743292
"3587",1820406
"3588",7675714
"3589",4478206
"3590",1045866
"3591",4454311
"3592",2288831
"3593",2473682
"3594",2869311
"3595",5198157
"3596",5198172
"3597",3169391
"3598",1260918
"3599",5239500
"3600",3188743
"3601",2436618
"3602",5880533
"3603",2094191
"3604",2224515
"3605",5220318
"3606",3339766
"3607",6014677
"3608",4487749
"3609",4487742
"3610",4377821
"3611",2611508
"3612",2455958
"3613",2440196
"3614",2266916
"3615",9472594
"3616",2074978
"3617",2077734
"3618",2077747
"3619",2077652
"3620",2077659
