cells,avg_pi,median_pi,sd_pi,var_pi,richness,hill_1,hill_2,hill_3,hill_4,hill_5,hill_1_c,hill_2_c,hill_3_c,hill_4_c,hill_5_c,hill_1_r,hill_2_r,hill_3_r,hill_4_r,hill_5_r
481,0.00186294179207643,0.000911854103343465,0.0023685687892297,5.61011810931304e-06,161,84.6323865957549,61.7698115175485,50.2434044599261,84.6323865957549,84.6323865957549,0.525666997489161,0.383663425574836,0.31207083515482,0.269927318000679,0.242693786709665,5.88115879801721,4.69939138961248,4.12293602298658,3.9962450287074,3.6483377675836
482,0.00280595293999147,0.00135687424966863,0.00357223234491458,1.27608439260539e-05,390,197.353687982339,149.048160583211,125.724378655042,197.353687982339,197.353687982339,0.506035097390614,0.382174770726182,0.322370201679594,0.287282013010412,0.264034048533655,5.3972423353507,4.71857642643856,3.89684002669516,3.79703591650571,3.59923946630454
483,0.00303904797974093,0.0019616830347877,0.00352797649318283,1.24466181364506e-05,76,42.1460645561627,32.6192140543493,27.9710532011731,42.1460645561627,42.1460645561627,0.554553481002141,0.429200184925649,0.368040173699647,0.334679846096345,0.314052219241579,5.8969659884126,4.93985986642547,4.39432697162136,4.13347462249462,3.9050824155258
484,0.00332879653788565,0.00189808744701963,0.00383250606808523,1.46881027619101e-05,1236,689.606989113853,531.735817106543,449.311788571293,689.606989113853,689.606989113853,0.557934457211855,0.430206971769048,0.363520864539881,0.322057759472714,0.293165976427906,5.8553917448567,5.0549260703779,4.24176981205602,4.17975946040679,3.83390489362746
485,0.00335595108161687,0.00160045712049168,0.00415179259091395,1.7237381717968e-05,309,165.225133099447,122.348592291622,100.818818479402,165.225133099447,165.225133099447,0.534709168606626,0.39595013686609,0.326274493460847,0.285121052953527,0.258071561210358,5.66971920980833,4.61294285134711,4.26510589785438,3.88879531233385,3.96767309657257
486,0.0030411914783568,0.00174239247914439,0.00355932623829254,1.26688032705977e-05,1522,850.336513374554,642.500075028395,529.723395406612,850.336513374554,850.336513374554,0.558696789339391,0.422141967824176,0.348044280819062,0.299549068722968,0.263955111697431,6.02315938532069,4.75562521934629,4.48234553371997,4.10518253526374,4.02670684598976
487,0.00236407053749507,0.0022177759607768,0.00229185288081696,5.25258962730901e-06,11,6.64905397900392,5.93184606217193,5.44117675441639,6.64905397900392,6.64905397900392,0.60445945263672,0.539258732924721,0.494652432219672,0.461872274099649,0.437530530296622,6.08381626255485,5.59169441485892,5.18421384219695,5.11871127649583,4.88803334853123
488,0.00359761165974524,0.00206855358353441,0.0041608643606963,1.73127922281126e-05,1165,661.587277393365,498.611234068928,395.64826055831,661.587277393365,661.587277393365,0.567886075015764,0.427992475595647,0.339612240822583,0.27463619348398,0.228445549527826,6.23330743002703,5.20137033781432,4.45734942812006,4.10607468562119,4.02152780265149
520,0.00121762433228655,0,0.002376799187148,5.64917437602741e-06,18,4.87057679045325,3.91422641079729,3.55895463080256,4.87057679045325,4.87057679045325,0.270587599469625,0.217457022822072,0.197719701711254,0.18732652340232,0.180572956732724,3.01913247795691,2.64050556425486,2.54766773570846,2.6220885436222,2.32637992604353
521,0.0026823173437292,0.00259332757691273,0.00202686999308894,4.10820196888434e-06,11,8.36636493089754,7.24119937145025,6.5256431450099,8.36636493089754,8.36636493089754,0.760578630081595,0.658290851950023,0.593240285909991,0.551998310529912,0.524954231886882,7.79153012823111,6.94185460462211,6.36582109569665,5.91089539714985,5.59538653981595
525,0.00212804479448813,0.00130480322712161,0.00221363653584493,4.90018671282755e-06,44,25.9077241893735,21.3855178386298,19.061867907758,25.9077241893735,25.9077241893735,0.588811913394851,0.486034496332495,0.433224270630864,0.400781533533749,0.378501376285415,6.03930890313298,5.11037574405105,4.65290547876984,4.35002312170861,4.04350134104057
526,0.00231249955232038,0.00151975683890578,0.00264120539214737,6.97596592350836e-06,41,23.9653186145377,18.0404229002266,14.7701352699074,23.9653186145377,23.9653186145377,0.584519966208237,0.440010314639672,0.360247201705058,0.314265279134594,0.285814544836169,6.04757705807054,5.24725933994223,4.42539028666438,4.45961924072405,4.06172577290156
527,0.00254364317888696,0.00150705416662863,0.00316778898921921,1.00348870802185e-05,260,139.098299517287,102.161379383093,82.4678080104123,139.098299517287,139.098299517287,0.534993459681874,0.392928382242665,0.317183876963124,0.271758117764886,0.241924268191776,5.62949829663956,4.6726210156956,4.26813759094618,3.76909464201712,3.68267051436233
530,0.0025495527775163,0.00103126356925749,0.00278682624377569,7.76640051299691e-06,11,6.37599995995425,5.27281242633375,4.77458550367664,6.37599995995425,6.37599995995425,0.579636359995841,0.479346584212159,0.434053227606967,0.409490211152759,0.394194844572536,6.03241728512271,5.05806441125665,4.76852848693541,4.48854492196609,4.26308914233706
598,0.00272220095744195,0.00131092341004087,0.00335672296122598,1.12675890384217e-05,410,219.014971994684,162.904877511785,134.831972438657,219.014971994684,219.014971994684,0.53418285852362,0.397328969540938,0.328858469362577,0.288716435767905,0.262529905866932,5.45489323292323,4.63935808383375,4.18526627739721,4.11533741575142,4.0060536364909
599,0.0026542006185882,0.00139671050080629,0.00329661314136985,1.08676582038524e-05,1330,701.827398927517,523.314253985336,432.708429388575,701.827398927517,701.827398927517,0.527689773629712,0.393469363898749,0.325344683750808,0.284663307482643,0.257455281018932,5.75801606381711,4.80617844707461,4.17798508861571,3.8403004247703,3.73695123534645
600,0.00279163725939605,0.00151975683890578,0.00334532306899071,1.11911864359214e-05,2336,1279.86062900445,959.18630868267,792.542109519416,1279.86062900445,1279.86062900445,0.547885543238207,0.410610577347033,0.339273163321668,0.294908114829678,0.26362554827085,5.88818593342773,4.75931019840541,4.47095492714509,4.08662531685595,4.05604796729727
601,0.0031257348398799,0.00181104152493669,0.00362085585745306,1.31105971404521e-05,2811,1580.41340925794,1200.55524790698,1001.52365242461,1580.41340925794,1580.41340925794,0.562224620867287,0.427091870475625,0.356287318543086,0.312731501855472,0.283016424678385,6.02300602468709,4.88616373253947,4.61404923470835,4.17413557230083,4.13047801555241
602,0.00301649903127454,0.00173545719577604,0.00347023071019806,1.20425011820017e-05,1739,977.705168413833,748.698467095246,624.128768569511,977.705168413833,977.705168413833,0.562222638535844,0.430533908622913,0.358900959499431,0.312401421406582,0.278932814564415,5.92716383261527,4.88852420570232,4.36445867534922,4.07788762795988,4.01674861810487
603,0.00296161287093329,0.00140126105793412,0.00357799026201982,1.28020143151086e-05,78,42.1601444825564,31.9561207267821,27.0128790530467,42.1601444825564,42.1601444825564,0.540514672853287,0.409693855471565,0.346318962218547,0.310604665157634,0.288097080780596,5.90705923820614,4.79424763786872,4.27211929289411,3.98261129285858,3.79783373170425
604,0.00330798280129336,0.00205616969537799,0.00377576976331415,1.42564373055574e-05,1026,591.482854209254,445.786436005721,366.18281633648,591.482854209254,591.482854209254,0.57649400995054,0.434489703709279,0.356903329762651,0.308435237421476,0.27509593644124,5.9615941881494,5.23479323847345,4.36028579727924,4.17128479831364,3.95305666919815
605,0.00363715849012405,0.00128461520966927,0.00510279433659483,2.60385100415842e-05,43,19.7661319760953,14.7132929061439,12.1150308611471,19.7661319760953,19.7661319760953,0.45967748781617,0.342169602468464,0.281744903747607,0.246102928962233,0.223382206408332,4.82034365357948,4.17732121109091,3.80401441310263,3.55838619626693,3.27987544033657
606,0.00358718712188468,0.00201550257118033,0.00430454624735648,1.85291183956307e-05,733,406.737321340827,300.658352756565,243.502082620737,406.737321340827,406.737321340827,0.554894026385848,0.410175106079897,0.332199294161987,0.283662319112292,0.251017292271467,5.83665851441775,5.07709343481519,4.09460688845847,4.13040542493147,3.76669557916052
607,0.00329260041633899,0.0014886129855709,0.00437788605227602,1.91658862867129e-05,128,64.9612973995123,46.4768272017599,37.5958855348573,64.9612973995123,64.9612973995123,0.50751013593369,0.363100212513749,0.293717855741073,0.25296948557558,0.226717574869154,5.6559392454418,4.47804809586071,3.85825323912427,3.61125117096125,3.67178007119815
610,0.00137727235428695,0.000661115269862265,0.00168641499624403,2.84399553955677e-06,10,5.03198366361333,4.25645624697232,3.93251891203781,5.03198366361333,5.03198366361333,0.503198366361333,0.425645624697232,0.393251891203781,0.376762902039817,0.36682953629484,,4.36114197945797,3.96347417022531,4.02575854054341,3.79007707534005
611,0.00375748886177825,0.00250151380836549,0.00407003043898855,1.65651477742933e-05,521,306.320968472896,239.979001354999,200.499131295541,306.320968472896,306.320968472896,0.587948116070818,0.460612286669863,0.384835184828293,0.332867919154501,0.295435402459076,6.38837136068753,5.12824169102587,4.76931542484464,4.4030143269623,4.16649825033734
612,0.00677652180633664,0.00547112462006079,0.00675585190631152,4.56415349800129e-05,17,10.2486083880091,8.78351594534008,8.07640517253335,10.2486083880091,10.2486083880091,0.602859316941714,0.516677408549417,0.475082657207844,0.450191347847472,0.433610126216808,6.23729079873584,5.40489837702616,4.91875492539151,4.80628104899968,4.65110678351974
617,0.0013607482317954,0.000613732530415689,0.00169338390330702,2.86754904397932e-06,21,10.8945364575916,8.48515147202773,7.23329436961165,10.8945364575916,10.8945364575916,0.518787450361507,0.40405483200132,0.344442589029126,0.312275761010688,0.293452201301831,5.32284616115842,4.63011803338911,4.13741503674295,4.03549560820752,3.82569997752862
618,0.00322316806795282,0.0018080949509333,0.00364671267814713,1.3298513356959e-05,1324,744.855992820273,580.927653243801,494.720792320618,744.855992820273,744.855992820273,0.562580055000206,0.438767109700756,0.373656187553337,0.333354855351971,0.305788071791427,5.83951658989181,5.07711813282112,4.64175068143297,4.02873994816417,3.93451206453545
620,0.00277383903713366,0.00144074615414982,0.00349939815762254,1.2245787465572e-05,1173,607.945166367616,452.859466460456,372.141147303836,607.945166367616,607.945166367616,0.518282324269067,0.386069451372937,0.317255880054421,0.275863520279801,0.248387681918718,5.66698170269555,4.69835126087591,4.22442216848832,3.95210888704972,3.62242064795456
621,0.00264241616176131,0.000993296689318666,0.00415087459494846,1.72297599029885e-05,14,5.92980714362312,4.25356915043474,3.67541244848497,5.92980714362312,5.92980714362312,0.423557653115937,0.303826367888196,0.262529460606069,0.242510359324866,0.230588095333628,4.91531412407343,3.5440000549523,3.39604109292534,3.20353921128223,3.13267933752349
637,0.00293119719341616,0.00122176530186543,0.00326549791762343,1.0663476650003e-05,15,8.72943169382722,6.9497041281828,6.13715139716905,8.72943169382722,8.72943169382722,0.581962112921815,0.46331360854552,0.409143426477937,0.37879151369475,0.359329776403407,6.10620427826174,4.94556497712064,4.5642910991156,4.13992373612958,4.17675698718244
638,0.00308428640523353,0.00212441715504372,0.0029355395445879,8.61739241783934e-06,91,59.0283257915378,47.9978916475996,42.0387184583312,59.0283257915378,59.0283257915378,0.64866292078613,0.527449358764831,0.461963939102541,0.421596839721255,0.394118635192909,6.54590750414353,5.59991032123939,5.23497199494795,4.82980478142102,4.52930165246056
