order_name,family_name,subfamily_name,genus_name,species_name,sp_suffix
Neuroptera,Hemerobiidae,Sympherobiinae,Sympherobius,Sympherobius angustus,angustus
Coleoptera,Staphylinidae,Aleocharinae,Atheta,Atheta terranovae,terranovae
Hemiptera,Aphididae,Lachninae,Essigella,Essigella knowltoni,knowltoni
Lepidoptera,Tortricidae,Olethreutinae,Olethreutes,Olethreutes minaki,minaki
Lepidoptera,Hesperiidae,Hesperiinae,Polites,Polites peckius,peckius
Lepidoptera,Pterophoridae,Pterophorinae,Hellinsia,Hellinsia pectodactylus,pectodactylus
Lepidoptera,Geometridae,Ennominae,Spodolepis,Spodolepis danbyi,danbyi
Odonata,Lestidae,Lestinae,Lestes,Lestes dryas,dryas
Hymenoptera,Tenthredinidae,Selandriinae,Dolerus,Dolerus elderi,elderi
Diptera,Syrphidae,Syrphinae,Platycheirus,Platycheirus angustatus,angustatus
Lepidoptera,Crambidae,Spilomelinae,Udea,Udea abstrusa,abstrusa
Coleoptera,Staphylinidae,Tachyporinae,Nitidotachinus,Nitidotachinus tachyporoides,tachyporoides
Coleoptera,Latridiidae,Latridiinae,Enicmus,Enicmus tenuicornis,tenuicornis
Hemiptera,Miridae,Phylinae,Phoenicocoris,Phoenicocoris rostratus,rostratus
Hymenoptera,Colletidae,Hylaeinae,Hylaeus,Hylaeus modestus,modestus
Hymenoptera,Ichneumonidae,Eucerotinae,Euceros,Euceros semiothisae,semiothisae
Hymenoptera,Ichneumonidae,Cryptinae,Bathythrix,Bathythrix claviger,claviger
Coleoptera,Staphylinidae,Aleocharinae,Oxypoda,Oxypoda pseudolacustris,pseudolacustris
Coleoptera,Elateridae,Dendrometrinae,Pseudanostirus,Pseudanostirus nebraskensis,nebraskensis
Hemiptera,Cicadellidae,Deltocephalinae,Cicadula,Cicadula melanogaster,melanogaster
Coleoptera,Hydraenidae,Hydraeninae,Hydraena,Hydraena pacifica,pacifica
Neuroptera,Hemerobiidae,Hemerobiinae,Hemerobius,Hemerobius kokaneeanus,kokaneeanus
Hymenoptera,Halictidae,Halictinae,Lasioglossum,Lasioglossum quebecense,quebecense
Hymenoptera,Halictidae,Halictinae,Lasioglossum,Lasioglossum comagenense,comagenense
Lepidoptera,Geometridae,Ennominae,Macaria,Macaria signaria group,signaria group
Lepidoptera,Geometridae,Ennominae,Speranza,Speranza anataria,anataria
Lepidoptera,Geometridae,Ennominae,Speranza,Speranza argillacearia,argillacearia
Lepidoptera,Geometridae,Larentiinae,Eupithecia,Eupithecia nr. zygadeniata,nr. zygadeniata
Lepidoptera,Geometridae,Ennominae,Iridopsis,Iridopsis vellivolata,vellivolata
Hemiptera,Aphididae,Eriosomatinae,Pemphigus,Pemphigus betae,betae
Lepidoptera,Tortricidae,Olethreutinae,Pseudosciaphila,Pseudosciaphila duplex,duplex
Lepidoptera,Tortricidae,Tortricinae,Pandemis,Pandemis canadana,canadana
Lepidoptera,Coleophoridae,Coleophorinae,Coleophora,Coleophora dextrella,dextrella
Lepidoptera,Erebidae,Arctiinae,Cisseps,Cisseps fulvicollis,fulvicollis
Lepidoptera,Noctuidae,Noctuinae,Apamea,Apamea sordens,sordens
Lepidoptera,Gelechiidae,Gelechiinae,Chionodes,Chionodes obscurusella,obscurusella
Orthoptera,Acrididae,Melanoplinae,Melanoplus,Melanoplus packardii,packardii
Hymenoptera,Braconidae,Microgastrinae,Cotesia,Cotesia halli,halli
Hymenoptera,Braconidae,Microgastrinae,Microplitis,Microplitis plutellae,plutellae
Lepidoptera,Geometridae,Ennominae,Speranza,Speranza sulphurea,sulphurea
Lepidoptera,Geometridae,Ennominae,Macaria,Macaria amboflava,amboflava
Lepidoptera,Tortricidae,Tortricinae,Sparganothis,Sparganothis sulfureana,sulfureana
Lepidoptera,Tortricidae,Tortricinae,Sparganothis,Sparganothis tristriata,tristriata
Lepidoptera,Tortricidae,Olethreutinae,Epinotia,Epinotia criddleana,criddleana
Lepidoptera,Coleophoridae,Coleophorinae,Coleophora,Coleophora pruniella,pruniella
Lepidoptera,Nymphalidae,Satyrinae,Oeneis,Oeneis alberta,alberta
Lepidoptera,Pterophoridae,Pterophorinae,Dejongia,Dejongia lobidactylus,lobidactylus
Trichoptera,Limnephilidae,Limnephilinae,Limnephilus,Limnephilus sublunatus,sublunatus
Lepidoptera,Coleophoridae,Coleophorinae,Coleophora,Coleophora nr. wyethiae,nr. wyethiae
Lepidoptera,Coleophoridae,Coleophorinae,Coleophora,Coleophora monardella,monardella
Lepidoptera,Coleophoridae,Coleophorinae,Coleophora,Coleophora wyethiae gr,wyethiae gr
Lepidoptera,Erebidae,Erebinae,Catocala,Catocala semirelicta,semirelicta
Lepidoptera,Erebidae,Erebinae,Catocala,Catocala briseis,briseis
Lepidoptera,Erebidae,Erebinae,Catocala,Catocala meskei,meskei
Lepidoptera,Erebidae,Erebinae,Catocala,Catocala hermia,hermia
Lepidoptera,Erebidae,Erebinae,Catocala,Catocala luciana,luciana
Lepidoptera,Erebidae,Erebinae,Catocala,Catocala junctura,junctura
Lepidoptera,Erebidae,Erebinae,Catocala,Catocala unijuga,unijuga
Lepidoptera,Erebidae,Erebinae,Catocala,Catocala californica,californica
Lepidoptera,Erebidae,Erebinae,Catocala,Catocala parta,parta
Lepidoptera,Papilionidae,Papilioninae,Papilio,Papilio zelicaon,zelicaon
Lepidoptera,Noctuidae,Acronictinae,Acronicta,Acronicta lepusculina,lepusculina
Lepidoptera,Noctuidae,Acronictinae,Acronicta,Acronicta cyanescens,cyanescens
Diptera,Simuliidae,Simuliinae,Simulium,Simulium bracteatum,bracteatum
Hymenoptera,Halictidae,Halictinae,Lasioglossum,Lasioglossum semicaeruleum,semicaeruleum
Hemiptera,Miridae,Phylinae,Plagiognathus,Plagiognathus shoshonea,shoshonea
Lepidoptera,Noctuidae,Oncocnemidinae,Sympistis,Sympistis dinalda,dinalda
Lepidoptera,Geometridae,Larentiinae,Xanthorhoe,Xanthorhoe ramaria,ramaria
Lepidoptera,Erebidae,Erebinae,Drasteria,Drasteria adumbrata,adumbrata
Lepidoptera,Nymphalidae,Satyrinae,Oeneis,Oeneis uhleri,uhleri
Lepidoptera,Noctuidae,Noctuinae,Apamea,Apamea niveivenosa,niveivenosa
Hemiptera,Aphididae,Aphidinae,Hyperomyzus,Hyperomyzus lactucae,lactucae
Lepidoptera,Crambidae,Acentropinae,Petrophila,Petrophila kearfottalis,kearfottalis
Lepidoptera,Ypsolophidae,Ypsolophinae,Ypsolopha,Ypsolopha canariella,canariella
Trichoptera,Limnephilidae,Limnephilinae,Clistoronia,Clistoronia magnifica,magnifica
Diptera,Tephritidae,Tephritinae,Dioxyna,Dioxyna picciola,picciola
Hemiptera,Delphacidae,Delphacinae,Muirodelphax,Muirodelphax atralabis,atralabis
Coleoptera,Buprestidae,Chrysochroinae,Dicerca,Dicerca callosa,callosa
Lepidoptera,Pyralidae,Phycitinae,Homoeosoma,Homoeosoma electella,electella
Hemiptera,Miridae,Bryocorinae,Dicyphus,Dicyphus discrepans,discrepans
Hymenoptera,Braconidae,Microgastrinae,Apanteles,Apanteles conanchetorum,conanchetorum
Lepidoptera,Gelechiidae,Gelechiinae,Gnorimoschema,Gnorimoschema septentrionella,septentrionella
Hemiptera,Scutelleridae,Pachycorinae,Homaemus,Homaemus bijugis,bijugis
Trichoptera,Leptoceridae,Leptocerinae,Mystacides,Mystacides alafimbriatus,alafimbriatus
Hymenoptera,Braconidae,Euphorinae,Dinocampus,Dinocampus coccinellae,coccinellae
Lepidoptera,Noctuidae,Noctuinae,Platypolia,Platypolia mactata,mactata
Hemiptera,Rhyparochromidae,Rhyparochrominae,Sphragisticus,Sphragisticus nebulosus,nebulosus
Lepidoptera,Gelechiidae,Gelechiinae,Gnorimoschema,Gnorimoschema obscurior,obscurior
Hemiptera,Alydidae,Alydinae,Tollius,Tollius curtulus,curtulus
Lepidoptera,Noctuidae,Heliothinae,Heliothis,Heliothis oregonica,oregonica
Coleoptera,Cerambycidae,Lepturinae,Desmocerus,Desmocerus aureipennis,aureipennis
Hemiptera,Miridae,Phylinae,Criocoris,Criocoris saliens,saliens
Hemiptera,Miridae,Orthotylinae,Lopidea,Lopidea nigridea,nigridea
Hymenoptera,Formicidae,Formicinae,Camponotus,Camponotus nearcticus,nearcticus
Hemiptera,Miridae,Phylinae,Chlamydatus,Chlamydatus obliquus,obliquus
Hemiptera,Aphididae,Eriosomatinae,Pemphigus,Pemphigus populiramulorum,populiramulorum
Hymenoptera,Ichneumonidae,Ichneumoninae,Ichneumon,Ichneumon emancipatus,emancipatus
Hemiptera,Miridae,Mirinae,Leptopterna,Leptopterna amoena,amoena
Coleoptera,Cerambycidae,Prioninae,Tragosoma,Tragosoma harrisii,harrisii
Coleoptera,Carabidae,Harpalinae,Syntomus,Syntomus americanus,americanus
Diptera,Chironomidae,Chironominae,Tanytarsus,Tanytarsus glabrescens,glabrescens
Hymenoptera,Halictidae,Halictinae,Lasioglossum,Lasioglossum lusorium,lusorium
Hemiptera,Rhopalidae,Rhopalinae,Stictopleurus,Stictopleurus viridicatus,viridicatus
Hymenoptera,Halictidae,Halictinae,Sphecodes,Sphecodes solonis,solonis
Lepidoptera,Noctuidae,Noctuinae,Abagrotis,Abagrotis dodi,dodi
Hemiptera,Lygaeidae,Orsillinae,Neortholomus,Neortholomus scolopax,scolopax
Odonata,Coenagrionidae,Coenagrioninae,Coenagrion,Coenagrion resolutum,resolutum
Lepidoptera,Tortricidae,Olethreutinae,Epinotia,Epinotia pulsatillana,pulsatillana
Lepidoptera,Depressariidae,Ethmiinae,Pyramidobela,Pyramidobela quinquecristata,quinquecristata
Diptera,Chironomidae,Orthocladiinae,Psectrocladius,Psectrocladius obvius,obvius
Diptera,Agromyzidae,Phytomyzinae,Liriomyza,Liriomyza brassicae,brassicae
Hemiptera,Miridae,Mirinae,Irbisia,Irbisia fuscipubescens,fuscipubescens
Lepidoptera,Gelechiidae,Anomologinae,Monochroa,Monochroa fragariae,fragariae
Neuroptera,Hemerobiidae,Megalominae,Megalomus,Megalomus angulatus,angulatus
Lepidoptera,Gelechiidae,Gelechiinae,Sinoe,Sinoe chambersi,chambersi
Hemiptera,Membracidae,Smiliinae,Tortistilus,Tortistilus wickhami,wickhami
Hymenoptera,Tenthredinidae,Tenthredininae,Tenthredo,Tenthredo maxima,maxima
Diptera,Muscidae,Phaoniinae,Helina,Helina rufitibia,rufitibia
Diptera,Tachinidae,Tachininae,Pararchytas,Pararchytas decisus,decisus
Hemiptera,Cicadellidae,Deltocephalinae,Orocastus,Orocastus perpusillus,perpusillus
Hemiptera,Aphididae,Eriosomatinae,Tetraneura,Tetraneura ulmi,ulmi
Coleoptera,Staphylinidae,Staphylininae,Xantholinus,Xantholinus linearis,linearis
Diptera,Syrphidae,Syrphinae,Heringia,Heringia salax,salax
Diptera,Sphaeroceridae,Limosininae,Minilimosina,Minilimosina vitripennis,vitripennis
Hymenoptera,Sphecidae,Ammophilinae,Podalonia,Podalonia robusta,robusta
Hymenoptera,Ichneumonidae,Ophioninae,Ophion,Ophion tityri,tityri
Hemiptera,Miridae,Orthotylinae,Lopidea,Lopidea teton,teton
Hemiptera,Cicadellidae,Deltocephalinae,Scaphytopius,Scaphytopius latus,latus
Hemiptera,Cicadellidae,Eurymelinae,Oncopsis,Oncopsis tenuifoliae,tenuifoliae
Diptera,Tephritidae,Tephritinae,Neotephritis,Neotephritis finalis,finalis
Coleoptera,Chrysomelidae,Galerucinae,Phyllotreta,Phyllotreta cruciferae,cruciferae
Plecoptera,Nemouridae,Nemourinae,Zapada,Zapada oregonensis,oregonensis
Coleoptera,Cantharidae,Cantharinae,Podabrus,Podabrus pruinosus,pruinosus
Hymenoptera,Braconidae,Microgastrinae,Diolcogaster,Diolcogaster claritibia,claritibia
Diptera,Muscidae,Muscinae,Dasyphora,Dasyphora cordilleriana,cordilleriana
Coleoptera,Curculionidae,Curculioninae,Anthonomus,Anthonomus quesnelensis,quesnelensis
Lepidoptera,Crambidae,Pyraustinae,Pyrausta,Pyrausta fodinalis,fodinalis
Lepidoptera,Crambidae,Pyraustinae,Pyrausta,Pyrausta antisocialis,antisocialis
Coleoptera,Carabidae,Harpalinae,Harpalus,Harpalus reversus,reversus
Hemiptera,Aphididae,Eriosomatinae,Clydesmithia,Clydesmithia canadensis,canadensis
Hemiptera,Aphididae,Lachninae,Cinara,Cinara pinivora,pinivora
Hemiptera,Aphididae,Chaitophorinae,Chaitophorus,Chaitophorus populialbae,populialbae
Lepidoptera,Gelechiidae,Gelechiinae,Chionodes,Chionodes whitmanella,whitmanella
Hemiptera,Aphididae,Calaphidinae,Euceraphis,Euceraphis betulae,betulae
Coleoptera,Staphylinidae,Aleocharinae,Aleochara,Aleochara verna,verna
Lepidoptera,Tortricidae,Tortricinae,Anopina,Anopina silvertonana,silvertonana
Hemiptera,Miridae,Orthotylinae,Labopidea,Labopidea lenensis,lenensis
Hemiptera,Aphididae,Aphidinae,Aphis,Aphis pentstemonicola,pentstemonicola
Lepidoptera,Prodoxidae,Prodoxinae,Greya,Greya enchrysa,enchrysa
Diptera,Tephritidae,Tephritinae,Euarestoides,Euarestoides acutangulus,acutangulus
Diptera,Chironomidae,Orthocladiinae,Psectrocladius,Psectrocladius sordidellus,sordidellus
Hymenoptera,Ichneumonidae,Anomaloninae,Agrypon,Agrypon flexorium,flexorium
Diptera,Chironomidae,Chironominae,Tanytarsus,Tanytarsus bathophilus,bathophilus
Coleoptera,Staphylinidae,Staphylininae,Philonthus,Philonthus concinnus,concinnus
Hemiptera,Lygaeidae,Orsillinae,Nysius,Nysius raphanus,raphanus
Lepidoptera,Tortricidae,Olethreutinae,Grapholita,Grapholita edwardsiana,edwardsiana
Coleoptera,Latridiidae,Corticariinae,Melanophthalma,Melanophthalma villosa,villosa
Coleoptera,Latridiidae,Corticariinae,Corticaria,Corticaria rubripes,rubripes
Diptera,Syrphidae,Syrphinae,Heringia,Heringia calcarata,calcarata
Coleoptera,Chrysomelidae,Galerucinae,Disonycha,Disonycha latifrons,latifrons
Thysanoptera,Thripidae,Thripinae,Anaphothrips,Anaphothrips obscurus,obscurus
Plecoptera,Nemouridae,Nemourinae,Zapada,Zapada haysi,haysi
Thysanoptera,Aeolothripidae,Aeolothripinae,Aeolothrips,Aeolothrips fasciatus,fasciatus
Orthoptera,Rhaphidophoridae,Ceuthophilinae,Ceuthophilus,Ceuthophilus agassizii,agassizii
Hymenoptera,Ichneumonidae,Campopleginae,Hyposoter,Hyposoter didymator,didymator
Coleoptera,Elateridae,Dendrometrinae,Ctenicera,Ctenicera angusticollis,angusticollis
Coleoptera,Elateridae,Dendrometrinae,Pseudanostirus,Pseudanostirus pudicus,pudicus
Diptera,Tachinidae,Exoristinae,Aplomya,Aplomya theclarum,theclarum
Diptera,Fanniidae,Fanniinae,Fannia,Fannia neopolychaeta,neopolychaeta
Hymenoptera,Ichneumonidae,Campopleginae,Tranosemella,Tranosemella praerogator,praerogator
Hymenoptera,Eurytomidae,Eurytominae,Eurytoma,Eurytoma discordans,discordans
Hymenoptera,Eurytomidae,Eurytominae,Eurytoma,Eurytoma acuta,acuta
Hemiptera,Caliscelidae,Caliscelinae,Bruchomorpha,Bruchomorpha tristis,tristis
Coleoptera,Staphylinidae,Aleocharinae,Aleochara,Aleochara tahoensis,tahoensis
Diptera,Ephydridae,Psilopinae,Psilopa,Psilopa leucostoma,leucostoma
Lepidoptera,Nepticulidae,Nepticulinae,Stigmella,Stigmella populetorum,populetorum
Coleoptera,Chrysomelidae,Galerucinae,Psylliodes,Psylliodes cucullatus,cucullatus
Diptera,Tephritidae,Tephritinae,Trupanea,Trupanea radifera,radifera
Orthoptera,Acrididae,Melanoplinae,Melanoplus,Melanoplus montanus,montanus
Hemiptera,Aphididae,Tamaliinae,Tamalia,Tamalia coweni,coweni
Hemiptera,Cicadellidae,Eurymelinae,Idiocerus,Idiocerus moniliferae,moniliferae
Hemiptera,Aphididae,Aphidinae,Uroleucon,Uroleucon gigantiphagum,gigantiphagum
Hemiptera,Aphididae,Eriosomatinae,Pemphigus,Pemphigus monophagus,monophagus
Hemiptera,Aphididae,Lachninae,Cinara,Cinara contortae,contortae
Lepidoptera,Noctuidae,Noctuinae,Anarta,Anarta alta,alta
Lepidoptera,Erebidae,Arctiinae,Grammia,Grammia williamsii,williamsii
Lepidoptera,Erebidae,Arctiinae,Grammia,Grammia blakei,blakei
Hemiptera,Aphididae,Pterocommatinae,Pterocomma,Pterocomma populifoliae,populifoliae
Lepidoptera,Yponomeutidae,Yponomeutinae,Zelleria,Zelleria haimbachi,haimbachi
Hemiptera,Membracidae,Smiliinae,Ceresa,Ceresa wickhami,wickhami
Lepidoptera,Noctuidae,Noctuinae,Euxoa,Euxoa auxiliaris,auxiliaris
Diptera,Phoridae,Metopininae,Megaselia,Megaselia simulans,simulans
Lepidoptera,Gelechiidae,Gelechiinae,Chionodes,Chionodes nigrobarbata,nigrobarbata
Plecoptera,Nemouridae,Nemourinae,Zapada,Zapada frigida,frigida
Coleoptera,Nitidulidae,Epuraeinae,Epuraea,Epuraea linearis,linearis
Coleoptera,Cantharidae,Malthininae,Malthodes,Malthodes intricatus,intricatus
Diptera,Muscidae,Phaoniinae,Phaonia,Phaonia pallidosa,pallidosa
Coleoptera,Elateridae,Dendrometrinae,Selatosomus,Selatosomus pulcher,pulcher
Lepidoptera,Epermeniidae,Epermeniinae,Epermenia,Epermenia prob. infracta,prob. infracta
Lepidoptera,Prodoxidae,Prodoxinae,Greya,Greya subalba,subalba
Diptera,Muscidae,Coenosiinae,Coenosia,Coenosia pedella,pedella
Coleoptera,Melyridae,Dasytinae,Hoppingiana,Hoppingiana hudsonica,hudsonica
Lepidoptera,Tortricidae,Olethreutinae,Dichrorampha,Dichrorampha incanana,incanana
Diptera,Empididae,Empidinae,Rhamphomyia,Rhamphomyia acuta,acuta
Lepidoptera,Crambidae,Crambinae,Catoptria,Catoptria oregonicus,oregonicus
Lepidoptera,Pyralidae,Phycitinae,Ephestiodes,Ephestiodes infimella,infimella
Lepidoptera,Geometridae,Sterrhinae,Scopula,Scopula junctaria,junctaria
Hemiptera,Alydidae,Alydinae,Alydus,Alydus calcaratus,calcaratus
Trichoptera,Lepidostomatidae,Lepidostomatinae,Lepidostoma,Lepidostoma pluviale,pluviale
Diptera,Simuliidae,Simuliinae,Prosimulium,Prosimulium exigens,exigens
Lepidoptera,Noctuidae,Noctuinae,Euxoa,Euxoa perolivalis,perolivalis
Lepidoptera,Noctuidae,Noctuinae,Euxoa,Euxoa taura,taura
Hymenoptera,Formicidae,Formicinae,Formica,Formica planipilis,planipilis
Coleoptera,Curculionidae,Curculioninae,Phyllotrox,Phyllotrox nubifer,nubifer
Hemiptera,Delphacidae,Delphacinae,Laccocera,Laccocera vittipennis,vittipennis
Diptera,Chloropidae,Oscinellinae,Olcella,Olcella difficilis,difficilis
Lepidoptera,Douglasiidae,Douglasiinae,Tinagma,Tinagma obscurofasciella,obscurofasciella
Diptera,Chloropidae,Oscinellinae,Conioscinella,Conioscinella zetterstedti,zetterstedti
Coleoptera,Staphylinidae,Aleocharinae,Oxypoda,Oxypoda frigida,frigida
Hymenoptera,Ichneumonidae,Diplazontinae,Syrphoctonus,Syrphoctonus vitreus,vitreus
Lepidoptera,Gelechiidae,Anomologinae,Aristotelia,Aristotelia devexella,devexella
Diptera,Chironomidae,Orthocladiinae,Cricotopus,Cricotopus infuscatus,infuscatus
Coleoptera,Staphylinidae,Omaliinae,Hapalaraea,Hapalaraea megarthroides,megarthroides
Hemiptera,Aphididae,Calaphidinae,Boernerina,Boernerina occidentalis,occidentalis
Hemiptera,Aphididae,Aphidinae,Amphorophora,Amphorophora nr. geranii,nr. geranii
Hymenoptera,Ichneumonidae,Ophioninae,Ophion,Ophion keala,keala
Diptera,Chloropidae,Chloropinae,Diplotoxa,Diplotoxa versicolor,versicolor
Diptera,Sarcophagidae,Sarcophaginae,Sarcophaga,Sarcophaga citellivora,citellivora
Diptera,Pipunculidae,Pipunculinae,Cephalops,Cephalops mainensis,mainensis
Diptera,Sarcophagidae,Miltogramminae,Metopia,Metopia campestris,campestris
Trichoptera,Glossosomatidae,Glossosomatinae,Glossosoma,Glossosoma alascense,alascense
Plecoptera,Nemouridae,Nemourinae,Zapada,Zapada glacier,glacier
Hymenoptera,Ichneumonidae,Ctenopelmatinae,Scopesis,Scopesis gesticulator,gesticulator
Lepidoptera,Coleophoridae,Coleophorinae,Coleophora,Coleophora prepostera,prepostera
Lepidoptera,Lycaenidae,Polyommatinae,Euphilotes,Euphilotes ancilla,ancilla
Lepidoptera,Noctuidae,Heliothinae,Schinia,Schinia acutilinea,acutilinea
Lepidoptera,Noctuidae,Noctuinae,Protorthodes,Protorthodes incincta,incincta
Lepidoptera,Geometridae,Ennominae,Digrammia,Digrammia subminiata,subminiata
Lepidoptera,Geometridae,Ennominae,Digrammia,Digrammia irrorata,irrorata
Lepidoptera,Noctuidae,Heliothinae,Eutricopis,Eutricopis nexilis,nexilis
Hymenoptera,Apidae,Nomadinae,Epeolus,Epeolus minimus,minimus
Lepidoptera,Noctuidae,Noctuinae,Hypocoena,Hypocoena rufostrigata,rufostrigata
Lepidoptera,Noctuidae,Noctuinae,Afotella,Afotella cylindrica,cylindrica
Lepidoptera,Scythrididae,Scythridinae,Scythris,Scythris mixaula,mixaula
Lepidoptera,Gelechiidae,Gelechiinae,Nevadopalpa,Nevadopalpa maculata,maculata
Lepidoptera,Gelechiidae,Gelechiinae,Gnorimoschema,Gnorimoschema bacchariselloides,bacchariselloides
Lepidoptera,Noctuidae,Noctuinae,Euxoa,Euxoa tronellus,tronellus
Lepidoptera,Nymphalidae,Nymphalinae,Chlosyne,Chlosyne acastus,acastus
Hemiptera,Miridae,Mirinae,Lygus,Lygus solidaginis,solidaginis
Hemiptera,Miridae,Mirinae,Lygus,Lygus potentillae,potentillae
Lepidoptera,Noctuidae,Noctuinae,Euxoa,Euxoa pestula,pestula
Lepidoptera,Noctuidae,Noctuinae,Euxoa,Euxoa pleuritica,pleuritica
Lepidoptera,Nymphalidae,Nymphalinae,Phyciodes,Phyciodes tharos,tharos
Lepidoptera,Tortricidae,Tortricinae,Choristoneura,Choristoneura parallela,parallela
Hymenoptera,Formicidae,Myrmicinae,Myrmica,Myrmica americana,americana
Diptera,Muscidae,Muscinae,Stomoxys,Stomoxys calcitrans,calcitrans
Lepidoptera,Erebidae,Erebinae,Caenurgina,Caenurgina crassiuscula,crassiuscula
Diptera,Syrphidae,Syrphinae,Toxomerus,Toxomerus marginatus,marginatus
Lepidoptera,Noctuidae,Noctuinae,Sunira,Sunira bicolorago,bicolorago
Lepidoptera,Erebidae,Arctiinae,Virbia,Virbia aurantiaca,aurantiaca
Lepidoptera,Crambidae,Crambinae,Euchromius,Euchromius californicalis,californicalis
Lepidoptera,Noctuidae,Plusiinae,Anagrapha,Anagrapha falcifera,falcifera
Ephemeroptera,Caenidae,Caeninae,Caenis,Caenis amica,amica
Lepidoptera,Tortricidae,Olethreutinae,Eucosma,Eucosma pallidarcis,pallidarcis
Lepidoptera,Hesperiidae,Pyrginae,Pyrgus,Pyrgus communis,communis
Lepidoptera,Erebidae,Erebinae,Caenurgina,Caenurgina erechtea,erechtea
Hemiptera,Corixidae,Corixinae,Sigara,Sigara alternata,alternata
Lepidoptera,Noctuidae,Noctuinae,Apamea,Apamea lignicolora,lignicolora
Hymenoptera,Ichneumonidae,Pimplinae,Itoplectis,Itoplectis conquisitor,conquisitor
Odonata,Coenagrionidae,Ischnurinae,Enallagma,Enallagma doubledayi,doubledayi
Odonata,Coenagrionidae,Ischnurinae,Enallagma,Enallagma civile,civile
Orthoptera,Acrididae,Gomphocerinae,Aeropedellus,Aeropedellus clavatus,clavatus
Hymenoptera,Formicidae,Formicinae,Formica,Formica obscuripes,obscuripes
Ephemeroptera,Caenidae,Caeninae,Caenis,Caenis latipennis,latipennis
Orthoptera,Acrididae,Melanoplinae,Phoetaliotes,Phoetaliotes nebrascensis,nebrascensis
Lepidoptera,Lycaenidae,Lycaeninae,Lycaena,Lycaena dione,dione
Lepidoptera,Tortricidae,Tortricinae,Cochylis,Cochylis temerana,temerana
Lepidoptera,Geometridae,Ennominae,Lomographa,Lomographa semiclarata,semiclarata
Odonata,Coenagrionidae,Ischnurinae,Enallagma,Enallagma antennatum,antennatum
Diptera,Bombyliidae,Bombyliinae,Systoechus,Systoechus candidulus,candidulus
Diptera,Tachinidae,Tachininae,Archytas,Archytas lateralis,lateralis
Hemiptera,Cixiidae,Cixiinae,Oliarus,Oliarus humilis,humilis
Hemiptera,Pentatomidae,Pentatominae,Aelia,Aelia americana,americana
Hemiptera,Aphididae,Aphidinae,Rhopalomyzus,Rhopalomyzus lonicerae,lonicerae
Lepidoptera,Noctuidae,Noctuinae,Anicla,Anicla tepperi,tepperi
Hemiptera,Aphididae,Aphidinae,Rhopalosiphum,Rhopalosiphum oxyacanthae,oxyacanthae
Diptera,Tephritidae,Trypetinae,Rhagoletis,Rhagoletis juniperina,juniperina
Lepidoptera,Epermeniidae,Ochromolopinae,Ochromolopis,Ochromolopis ramapoella,ramapoella
Hymenoptera,Cephidae,Cephinae,Cephus,Cephus cinctus,cinctus
Hemiptera,Aphididae,Aphidinae,Obtusicauda,Obtusicauda artemisicola,artemisicola
Diptera,Mycetophilidae,Mycomyinae,Mycomya,Mycomya pulchella,pulchella
Hemiptera,Rhyparochromidae,Rhyparochrominae,Peritrechus,Peritrechus convivus,convivus
Coleoptera,Meloidae,Meloinae,Epicauta,Epicauta ferruginea,ferruginea
Coleoptera,Meloidae,Meloinae,Epicauta,Epicauta sericans,sericans
Orthoptera,Gryllidae,Oecanthinae,Oecanthus,Oecanthus celerinictus,celerinictus
Orthoptera,Gryllidae,Oecanthinae,Oecanthus,Oecanthus nigricornis,nigricornis
Orthoptera,Gryllidae,Oecanthinae,Oecanthus,Oecanthus quadripunctatus,quadripunctatus
Hymenoptera,Ichneumonidae,Pimplinae,Pimpla,Pimpla nuda,nuda
Hemiptera,Cymidae,Cyminae,Cymus,Cymus coriacipennis,coriacipennis
Hemiptera,Aphididae,Aphidinae,Pseudoepameibaphis,Pseudoepameibaphis tridentatae,tridentatae
Diptera,Chironomidae,Orthocladiinae,Cricotopus,Cricotopus bicinctus grp.,bicinctus grp.
Diptera,Tachinidae,Dexiinae,Cyrtophleba,Cyrtophleba nitida,nitida
Orthoptera,Tettigoniidae,Conocephalinae,Orchelimum,Orchelimum gladiator,gladiator
Orthoptera,Tettigoniidae,Conocephalinae,Conocephalus,Conocephalus saltans,saltans
Hemiptera,Flatidae,Flatinae,Metcalfa,Metcalfa pruinosa,pruinosa
Diptera,Tabanidae,Tabaninae,Tabanus,Tabanus similis,similis
Lepidoptera,Gelechiidae,Gelechiinae,Filatima,Filatima xanthuris,xanthuris
Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides,Culicoides travisi,travisi
Diptera,Agromyzidae,Phytomyzinae,Metopomyza,Metopomyza danielssoni,danielssoni
Hemiptera,Dictyopharidae,Dictyopharinae,Scolops,Scolops angustatus,angustatus
Coleoptera,Melyridae,Dasytinae,Listrus,Listrus senilis,senilis
Coleoptera,Melyridae,Malachiinae,Collops,Collops hirtellus,hirtellus
Hymenoptera,Ichneumonidae,Ichneumoninae,Aethecerus,Aethecerus nitidus,nitidus
Hymenoptera,Ichneumonidae,Cryptinae,Cryptus,Cryptus albitarsis,albitarsis
Hymenoptera,Ichneumonidae,Tryphoninae,Polyblastus,Polyblastus varitarsus,varitarsus
Diptera,Asilidae,Leptogastrinae,Leptogaster,Leptogaster flavipes,flavipes
Coleoptera,Carabidae,Harpalinae,Lebia,Lebia pumila,pumila
