cells,avg_pi,median_pi,sd_pi,var_pi,richness,hill_1,hill_2,hill_3,hill_4,hill_5,hill_1_c,hill_2_c,hill_3_c,hill_4_c,hill_5_c,hill_1_r,hill_2_r,hill_3_r,hill_4_r,hill_5_r
50,0.00215760841625753,0.000993139167726932,0.00289361159393056,8.37298805652938e-06,81,40.1173193778178,29.1744954535672,24.3760519024041,40.1173193778178,40.1173193778178,0.495275547874293,0.36017895621688,0.300938912375359,0.267379926050339,0.2451152917713,5.52881247659955,4.57609344876181,3.70038836451339,3.68955731540669,3.54613957864896
53,0.00174244995147539,0.000649677087131725,0.00355273212363405,1.26219055423013e-05,28,9.1955435886162,5.59020619697628,4.34240880363127,9.1955435886162,9.1955435886162,0.328412271022007,0.199650221320581,0.155086028701117,0.135810544553001,0.125746303265008,4.25110080953124,3.40633671753986,2.96676174086,2.94062105316277,2.97518471232852
93,0.00114009987193687,0.00100767053897504,0.00114798742749418,1.3178751336847e-06,42,26.4954145368857,21.1082392394945,17.4959792947637,26.4954145368857,26.4954145368857,0.630843203259184,0.502577124749869,0.416570935589612,0.360898247466852,0.324560290933573,6.79449966295875,5.85443251696234,5.28565292253667,4.84342798474289,4.55123940778471
94,0.00167005137120012,0.00134123394774572,0.00149706159409461,2.24119341651309e-06,22,14.7551867471725,12.450220620752,11.1118620447535,14.7551867471725,14.7551867471725,0.670690306689659,0.565919119125091,0.505084638397885,0.466502429478599,0.439798285467452,6.8665482011404,6.01704912325338,5.4974615030092,5.12255760322433,4.79430883223069
95,0.00126984719625845,0.000612964326861428,0.0016456007949473,2.70800197633118e-06,46,23.0140664148531,17.4053822387594,14.7954071515509,23.0140664148531,23.0140664148531,0.50030579162724,0.37837787475564,0.321639285903281,0.29044039812935,0.270606460948091,5.28005109494397,4.27698957830192,3.94423387035109,3.76007746104361,3.75638424998724
186,0.00221691138710872,0.000979131792785494,0.00337377851024535,1.13823814361933e-05,22,9.78383123735824,6.85205281042841,5.4795523514109,9.78383123735824,9.78383123735824,0.444719601698102,0.311456945928564,0.249070561427768,0.217660267217068,0.200190928971694,4.9171143891143,4.3724207419627,3.64578247297091,3.64110084723035,3.33225913142606
204,0.00229787574838998,0.000922069686380438,0.00324403839601471,1.05237851148177e-05,53,25.0211188533697,17.9329809436401,14.7670831622882,25.0211188533697,25.0211188533697,0.472096582139051,0.338358131012077,0.278624210609211,0.247150943619113,0.228435299309432,5.38944218094557,4.45183035466869,3.82996392133634,3.63857830233253,3.27993019207301
223,0.00207604275217631,0.000695312225391741,0.00347469220617699,1.20734859276671e-05,78,30.6147995970024,20.7149916818177,16.9581375277956,30.6147995970024,30.6147995970024,0.392497430730801,0.26557681643356,0.217412019587122,0.193409066766483,0.179068335001589,4.71533428940446,3.75079703684703,3.19829541993718,3.1193769803391,2.96335248262393
251,0.00129470883453804,0.000741374179145168,0.00158594276711113,2.5152144605521e-06,231,125.952294603029,92.6227972552976,75.6039712707343,125.952294603029,125.952294603029,0.545248028584539,0.400964490282673,0.327289918920928,0.284702008707978,0.257081589619152,5.95449420813782,4.73632684990261,4.6343022244202,4.02526469482447,3.82229689386612
271,0.00288201347570468,0.00186617200071518,0.00312927268772576,9.79234755414638e-06,12,8.1530223685163,5.76728231850982,4.56336746452421,8.1530223685163,8.1530223685163,0.679418530709692,0.480606859875818,0.380280622043684,0.331986169054887,0.306417974766478,7.47348679396012,6.12340030932936,5.69414430921841,5.08213567878603,4.9321636465792
363,0.00187256019323977,0.00121864790805428,0.00183353119182793,3.36183663140593e-06,26,16.0577721659565,13.5284604513316,12.1148561636343,16.0577721659565,16.0577721659565,0.617606621767556,0.520325401974293,0.465956006293628,0.432636368784106,0.410752560060358,6.22831726959791,5.47974762701187,5.18876600025593,4.66325939631442,4.55466063767663
368,0.00275781936470232,0.0014198004089028,0.00319106877295523,1.018291991373e-05,310,168.382318242379,132.787443664753,115.060322681502,168.382318242379,168.382318242379,0.543168768523802,0.428346592466945,0.371162331230653,0.336104894443677,0.311379034875769,5.66376415091273,4.82398259665322,4.16277817780708,4.20676345432661,3.92953839536047
370,0.00240003753169093,0.00129906822959484,0.00302220333712626,9.1337130109371e-06,34,18.5278383130528,13.3909549811431,11.0800512598384,18.5278383130528,18.5278383130528,0.544936420972142,0.393851617092445,0.325883860583481,0.28930622728347,0.266835217821901,5.95118016236094,4.82150422498496,4.14306747170921,3.91088179945864,3.67938459954487
371,0.00330333564628063,0.00175841772347335,0.00423623105908347,1.79456535859435e-05,54,29.035048638545,20.6570423137161,16.4666465800465,29.035048638545,29.035048638545,0.537686085898982,0.382537820624372,0.30493789963049,0.264060895762247,0.240308613330851,5.89846161177836,4.85178583255653,4.32953016293116,4.2351848128576,3.81861561942427
376,0.00341673763032407,0.00178549392291923,0.00386000132049488,1.48996101942222e-05,87,50.7289468710838,38.467888235279,32.6159840225588,50.7289468710838,50.7289468710838,0.58309134334579,0.442159634888264,0.374896368075388,0.333367003796796,0.303624240513098,6.41177334339087,5.14153190221083,4.4822553691099,4.09484129764898,4.07546160062632
380,0.00239223069558364,0.00122235988140488,0.00288842841692553,8.34301871970293e-06,14,7.28458925989111,5.9480030645353,5.39732968597788,7.28458925989111,7.28458925989111,0.520327804277937,0.424857361752521,0.38552354899842,0.365566837997035,0.353725262289265,5.51613780226358,4.52548706642656,4.21581699912182,4.10256232266667,3.81233250087316
404,0.00102693305799074,0.000665318388367939,0.00145024074757589,2.10319822592947e-06,20,10.0919717902263,6.90939660358631,5.36427565188937,10.0919717902263,10.0919717902263,0.504598589511313,0.345469830179315,0.268213782594468,0.231182262512635,0.211617351782911,5.64308220761447,5.02102129781376,4.45891470692371,4.31140151947054,4.00522418148893
444,0.00618164451285273,0.00609493722408685,0.00500504653253353,2.50504907928259e-05,10,6.82621143333853,6.28931524894838,5.97416168720622,6.82621143333853,6.82621143333853,0.682621143333853,0.628931524894838,0.597416168720622,0.576189635137589,0.56076264101032,6.9428311981233,6.42327583423941,6.06071277757818,6.00848981867999,5.66482408569462
445,0.00259971636205328,0.00142426635549131,0.00328427325132947,1.07864507893982e-05,96,50.1924132827479,37.2186466498688,30.9559773620049,50.1924132827479,50.1924132827479,0.522837638361957,0.387694235936133,0.322458097520884,0.286177296503271,0.263323590909386,5.79026826825895,4.56648292573402,4.14644356532395,3.87671014263844,3.86821087023291
447,0.00379298444852493,0.00158544415431809,0.00461622382568744,2.13095224088444e-05,40,21.3488198446035,16.3655207656819,14.0256160864871,21.3488198446035,21.3488198446035,0.533720496115088,0.409138019142047,0.350640402162176,0.316593197427818,0.294447871001387,5.76393696868465,4.68255350311282,4.19197371895967,3.92727140560947,3.78430810818216
448,0.00352379438433334,0.00180526619850964,0.00501874296389727,2.51877809376683e-05,46,22.9621382163756,15.4136190692329,11.3545405998738,22.9621382163756,22.9621382163756,0.499176917747295,0.335078675418106,0.24683783912769,0.202134432671164,0.178415916320906,5.60846188625814,4.72863254298059,4.43149709494502,4.11098388312362,4.02685325719311
449,0.00422963228537164,0.00293819655521783,0.00394212324151532,1.55403356512952e-05,35,22.2060754387062,18.9820055545606,17.0830039525853,22.2060754387062,22.2060754387062,0.63445929824875,0.542343015844588,0.488085827216722,0.449857829738137,0.420339112161304,6.53418062949992,5.7578860312475,5.41015611760822,5.11508178998535,4.77430550992799
450,0.00434236100394387,0.00275003618468664,0.00435947318223465,1.90050064266231e-05,29,18.8088468219844,14.6973712328307,12.2314864931889,18.8088468219844,18.8088468219844,0.648580924896014,0.506805904580368,0.421775396316859,0.366806915263039,0.330865335303348,6.82001223966762,5.84817684040018,5.16699685619874,5.11401034953245,4.71753600837431
452,0.00274520129733844,0.00114756872545519,0.00428362852710097,1.83494733581932e-05,48,20.7785189460101,14.1838085290148,11.5142790961337,20.7785189460101,20.7785189460101,0.43288581137521,0.295496011021142,0.239880814502785,0.212841379388109,0.197362693774925,5.13228417752566,3.9429499199699,3.54336136245342,3.18618588863295,3.12602720680502
537,0.00477762561873838,0.00337504440847906,0.00440853943914433,1.9435219986491e-05,16,11.1481061176822,8.89756128032439,7.7539111176068,11.1481061176822,11.1481061176822,0.696756632355137,0.556097580020274,0.484619444850425,0.443030453555705,0.416113351672909,7.38535651701857,5.8756382317528,5.4956623198984,5.01612052844893,4.71709084858727
538,0.00286735315475443,0.00182370820668693,0.00317611759385207,1.00877229699767e-05,15,8.53099227855778,6.99247352667954,6.17664721703054,8.53099227855778,8.53099227855778,0.568732818570519,0.466164901778636,0.411776481135369,0.377787178100904,0.354856748683002,5.91079918321763,4.97226517384971,4.58945558719164,4.40586360605142,4.0790293599229
539,0.00301666097523752,0.000882857866235116,0.00380569783367644,1.44833360012496e-05,13,6.63675643787056,5.26506097332135,4.80209830875642,6.63675643787056,6.63675643787056,0.510519725990043,0.405004690255489,0.369392177596648,0.351347658245263,0.33982275855376,5.20626608919064,4.17358268770184,3.90587143211248,3.68877949642252,3.52374966709621
543,0.00272079589474248,0.00158043654873622,0.0034296651589364,1.17626031024222e-05,32,16.6417452548181,12.6018988290405,10.4236256738976,16.6417452548181,16.6417452548181,0.520054539213067,0.393809338407516,0.325738302309299,0.285476810763726,0.260177136890581,5.61009155791991,4.72009949775139,4.19676802605077,3.88334401422356,3.68041329827677
544,0.00243884025588846,0.00147894725100607,0.00387651581250616,1.50273748446103e-05,25,10.3310122542993,7.29836689899748,6.06010280978483,10.3310122542993,10.3310122542993,0.413240490171972,0.291934675959899,0.242404112391393,0.217681897076348,0.20316477675679,4.82470330243291,3.89342576775113,3.42287540588559,3.23000690519295,3.30218891185612
548,0.0030365791717679,0.00172959585072539,0.00361960600817241,1.31015476543978e-05,96,52.5695882235647,39.8991522700275,33.258414514206,52.5695882235647,52.5695882235647,0.547599877328799,0.415616169479453,0.346441817856312,0.305306233082549,0.2782098411001,5.66065166836419,4.91940335465257,4.68279639402826,4.06233509545472,4.09735801596188
554,0.00359416534530019,0.00140880467356708,0.00546300746984706,2.98444506156047e-05,28,12.5545740913546,8.67468019610031,7.17641020804848,12.5545740913546,12.5545740913546,0.448377646119808,0.309810007003583,0.25630036457316,0.229904561706963,0.214117856826801,5.15671299170182,4.19878986277201,3.73418588006028,3.40356102635257,3.2514130163535
570,0.0019607757345791,0.00083811023721066,0.00270248993313068,7.30345183867268e-06,66,31.1940461865561,22.9896111473389,19.1846137177257,31.1940461865561,31.1940461865561,0.472637063432668,0.348327441626346,0.290675965420087,0.259556804049751,0.240513443908222,5.09502965648593,4.34320522858492,3.79829263727399,3.64783750311845,3.25922691419789
614,0.00214336811680326,0.00109051254089422,0.00293248303632781,8.59945675835039e-06,835,404.439201626033,290.977671913943,232.90499581123,404.439201626033,404.439201626033,0.484358325300638,0.348476253789154,0.278928138696084,0.23788605317041,0.210733678360035,5.33937172152436,4.31973415692784,4.08219738543589,3.71889069120816,3.66641284282124
615,0.00224902342773707,0.0013764934559326,0.00233916597757761,5.47169747065661e-06,35,21.1619925531883,17.0660087188445,15.0619591943432,21.1619925531883,21.1619925531883,0.604628358662523,0.487600249109843,0.430341691266949,0.398809614583644,0.379137778808994,6.26281944941497,5.34862765750346,4.61110608831914,4.48259001193256,4.30874070043153
622,0.00253936153104425,0.00134794147906627,0.0032538088299614,1.05872719019348e-05,252,127.898111245038,95.6233193412724,78.9815767928607,127.898111245038,127.898111245038,0.507532187480309,0.379457616433621,0.313418955527225,0.274211411837217,0.248691947754841,5.6118419307578,4.61026862781176,4.15031368650817,3.71236288689559,3.91463311837894
623,0.00330068167594691,0.00147142872030239,0.00386837475681982,1.49643232592008e-05,18,9.47630119919668,7.83542962068597,7.1867778268377,9.47630119919668,9.47630119919668,0.526461177733149,0.435301645593665,0.399265434824317,0.380322460758907,0.368383948253813,5.64484966564618,4.64079804267856,4.09732506206322,3.99439401144508,3.8381135079723
711,0.00166188624053843,0.000957918263693687,0.00208515833277127,4.34788527272546e-06,17,8.44088226046275,6.85027232813232,5.91413597490999,8.44088226046275,8.44088226046275,0.496522485909573,0.40295719577249,0.347890351465293,0.314966112803659,0.294274298787084,4.92204992369911,4.67024620678583,4.16339958483854,4.03851970183647,3.69349932159747
